,username,date,retweets,favorites,text,mentions,hashtags,id,Sentiment,Sentiment_Score
1477,mohamadfadzlan,10/23/2017 23:13,0,0,happy death day,@TGVCinemas,,9.22662E+17,positive,0.8
1478,that_girl_raay,10/23/2017 23:12,0,0,becca asked watch happy death day close birthday,,,9.22662E+17,positive,0.8
1479,GabrielaMMV2,10/23/2017 23:11,2,1,tbh happy death day pal,,,9.22662E+17,positive,0.8
1480,FilmNewsNos,10/23/2017 23:11,0,0,weekend box office,@boxofficemojo,#Boo2AMadeaHalloween #Geostorm #HappyDeathDay #BoxOffice,9.22662E+17,neutral,0
1481,davidfarrier,10/23/2017 23:09,0,1,caught great happy death day happy,@davechensky @Devindra @jeffcannata @Tobolowsky,,9.22661E+17,positive,0.8
1482,christiana_bish,10/23/2017 23:08,0,0,went go see happy death day high,,,9.22661E+17,positive,0.48
1483,legitxvampire,10/23/2017 23:08,0,0,papanuorin kona sana yung happy death day kaso mamaya,,,9.22661E+17,positive,0.8
1484,yaboi240,10/23/2017 23:08,0,0,happy death day number one movie america,@UniversalHorror,,9.22661E+17,positive,0.8
1485,dudefromthe90,10/23/2017 23:07,0,0,entre la comedia el con mensaje al final para hizo acordar las de terror adolescente de los,,#HappyDeathDay,9.22661E+17,neutral,0
1486,yaboi240,10/23/2017 23:06,0,1,third time watching happy death day,@UniversalHorror,,9.22661E+17,positive,0.4
1487,lydiax4,10/23/2017 23:06,0,0,happy death day movie actually good suggest go see,,,9.22661E+17,positive,0.75
1488,amrxrcfrt,10/23/2017 23:04,0,1,may happy death day na agad sa ol teka omggg makalibre na ako ng isang sine,,,9.2266E+17,positive,0.8
1489,Michael_Tirona,10/23/2017 23:03,0,0,month one movie finally get see happy death day,,,9.2266E+17,positive,0.4
1490,GinaSurbakti,10/23/2017 23:01,0,1,changed ringtone ringtone happy death day heeeey birthday gotta pick da,,,9.22659E+17,positive,0.8
1491,VIEJOFUMADOR_,10/23/2017 23:00,0,1,andy brought see happy death day dropping hints,,,9.22659E+17,positive,0.8
1492,fashton5sos,10/23/2017 23:00,0,1,also happy death day good movie dudes,,,9.22659E+17,positive,0.75
1493,Lulu_chan0906,10/23/2017 22:59,0,0,phim mong halloween sau radius cold,,#happydeathday,9.22659E+17,negative,-0.6
1494,richfelix_,10/23/2017 22:58,0,0,happy death day,,,9.22659E+17,positive,0.8
1495,PHC_ONL,10/23/2017 22:56,0,0,created happy death day full,,,9.22658E+17,positive,0.575
1496,Approximation,10/23/2017 22:54,0,0,saw happy death day today almost really dug thought,@jessica_rothe,,9.22658E+17,positive,0.5
1497,mila_rey02,10/23/2017 22:52,0,2,patch closed happy death day one showing,,,9.22657E+17,positive,0.35
1498,JayLightit,10/23/2017 22:51,0,2,showed killer minutes go knew plot twist coming horror fan logic,,#HappyDeathDay,9.22657E+17,neutral,0
1499,PaulRex37,10/23/2017 22:51,0,0,sinking feeling screen would cut saw happy death day actually,@UniversalHorror,,9.22657E+17,positive,0.4
1500,horrorman1980,10/23/2017 22:51,0,0,great kept guessing till,@UniversalHorror,,9.22657E+17,positive,0.8
1501,Ahmanduhx,10/23/2017 22:51,0,0,think happy death day funniest movie friends,,,9.22657E+17,positive,0.8
1502,RestlessFighter,10/23/2017 22:51,0,0,pretty good,,#HappyDeathDay,9.22657E+17,positive,0.475
1503,karenbascar,10/23/2017 22:50,2,13,happy death day,,,9.22656E+17,positive,0.8
1504,ddaddyjohnson,10/23/2017 22:49,0,0,kam see happy death day,,,9.22656E+17,positive,0.8
1505,ohyesitstanell_,10/23/2017 22:48,0,0,still want go see happy death day,,,9.22656E+17,positive,0.8
1506,SpecialistDK,10/23/2017 22:48,0,0,thrown lack rude,@50cent,#HappyDeathDay,9.22656E+17,negative,-0.3
1507,EbkDev_,10/23/2017 22:48,0,0,happy death day good,,,9.22656E+17,positive,0.75
1508,hialexis_,10/23/2017 22:48,3,1,happy death day scary cute movie,,,9.22656E+17,positive,0.266666667
1509,gailexx,10/23/2017 22:48,0,10,happy death day actually good,,,9.22656E+17,positive,0.75
1510,Kccunn10,10/23/2017 22:47,0,0,happy death day good movie,,,9.22656E+17,positive,0.75
1511,Killaa_Z,10/23/2017 22:47,0,1,happy death day lame lol,,,9.22656E+17,positive,0.366666667
1512,naomyj_,10/23/2017 22:46,0,1,alex went see happy death day without,,,9.22656E+17,positive,0.8
1513,Jakobe_deveraa,10/23/2017 22:46,0,5,anyone watched happy death day catch sam pottorff end,,,9.22655E+17,positive,0.8
1514,Tone_MrPerfect,10/23/2017 22:46,2,3,wana see happydeathday tomorrow tuesday,,,9.22655E+17,neutral,0
1515,AngieConstanti5,10/23/2017 22:45,0,1,sigo feliz porque desde el trailer de happy death day supe quien era el asesino,,,9.22655E+17,positive,0.8
1516,NORAFIFI_,10/23/2017 22:45,1,1,nak tengok tombiruo geostorm foreigner happy death day oct ni keluar thor pulak many movies watch,,,9.22655E+17,positive,0.65
1517,fayoyoyo,10/23/2017 22:43,0,2,ones wanna watch happy death day waht im gud,,,9.22655E+17,positive,0.8
1518,Zbrown110,10/23/2017 22:43,0,1,happy death day good,,,9.22655E+17,positive,0.75
1519,ManassasCinema,10/23/2017 22:42,0,0,showtimes tuesday october mountain us happy death day,,,9.22655E+17,positive,0.8
1520,chasingthem00n,10/23/2017 22:42,0,0,happy death day like halloween movie,,,9.22654E+17,positive,0.8
1521,SesiliaNv,10/23/2017 22:41,0,0,happy death day sih trailler nya nonton,,,9.22654E+17,positive,0.8
1522,CenayangFilm,10/23/2017 22:41,1,0,geostorm itu film lucu lucuan yang lebih ngehibur lagi si happy death day,,,9.22654E+17,positive,0.8
1523,troxytroxclair,10/23/2017 22:41,0,13,someone go see happy death day movie,,,9.22654E+17,positive,0.8
1524,SpecialistDK,10/23/2017 22:40,0,0,watch happy death day best teen slasher since scream,,,9.22654E+17,positive,0.6
1525,marioradium,10/23/2017 22:39,0,0,added video playlist first impressions happy death day,@YouTube,,9.22654E+17,positive,0.525
1526,cultjer,10/23/2017 22:38,2,4,jessica rothe must outplay happy death day,@DelaliBessa,,9.22654E+17,positive,0.8
1527,ljbarranda_,10/23/2017 22:36,0,3,happy death day,,,9.22653E+17,positive,0.8
1528,austinalanis04,10/23/2017 22:36,3,2,happy death day good,,,9.22653E+17,positive,0.75
1529,_jordandos,10/23/2017 22:35,0,0,happy death day,,,9.22653E+17,positive,0.8
1530,henrrirosee,10/23/2017 22:33,1,1,visto happy death day veces honestamente la una,,,9.22652E+17,positive,0.8
1531,KuhnCinema,10/23/2017 22:33,0,0,showing mountain us rated showtimes monday thursday happy death day,,,9.22652E+17,positive,0.8
1532,BrinnayBilleter,10/23/2017 22:32,0,2,happy death day shit,,,9.22652E+17,positive,0.3
1533,ptrcklnce,10/23/2017 22:32,0,5,happy death day,,,9.22652E+17,positive,0.8
1534,awesome9866,10/23/2017 22:30,0,1,saw movie happy death day,,#happydeathday #happydeathdaymovie,9.22652E+17,positive,0.8
1535,thecomfyspot,10/23/2017 22:30,0,0,almost review happy death day,,,9.22651E+17,positive,0.8
1536,tylermiller2496,10/23/2017 22:30,0,0,almost review happy death day,,,9.22651E+17,positive,0.8
1537,Smalls2233,10/23/2017 22:29,0,0,happy death day stupid fun,,,9.22651E+17,positive,0.1
1538,Z1035Toronto,10/23/2017 22:29,2,4,listen win prize pack including tix movie passes,@TonyMonaco,#Halloween #TorontosHorrorHallways #HappyDeathDay,9.22651E+17,positive,0.8
1539,_kingiil,10/23/2017 22:28,0,1,happy death day buena pero mato,,,9.22651E+17,positive,0.8
1540,LilCedes_,10/23/2017 22:27,0,0,either gonna come movies either way gonna go see happy death day,,,9.22651E+17,positive,0.8
1541,OhSnapItsMeBeck,10/23/2017 22:27,0,8,happy death day got shook,,,9.22651E+17,positive,0.8
1542,3pillars_ent,10/23/2017 22:26,0,0,happy death day halloween bash friday parties co giving away trip vegas chance win,,,9.22651E+17,positive,0.8
1543,GudGuy_,10/23/2017 22:25,0,0,happy death day halloween bash friday parties co giving away trip vegas chance win,,,9.2265E+17,positive,0.8
1544,RazanQraini,10/23/2017 22:25,0,1,happy death day il,@HollywoodBlvd,,9.2265E+17,positive,0.8
1545,jewelu_,10/23/2017 22:25,2,0,someone go watch happy death day,,,9.2265E+17,positive,0.8
1546,ScoopGirl79,10/23/2017 22:25,0,0,liked video happy death day movie review,@YouTube,,9.2265E+17,positive,0.7
1547,Emi_Cv,10/23/2017 22:21,0,4,ya quiero ver happy death day,,,9.22649E+17,positive,0.8
1548,therealayul,10/23/2017 22:21,0,0,happy death day amazing,,,9.22649E+17,positive,0.7
1549,B_lovescinema,10/23/2017 22:21,1,2,watching unc time loop movie slasher,@mrtthomas,#HappyDeathDay #LetsSee #MovieBuff,9.22649E+17,neutral,0
1550,FelipeCicero,10/23/2017 22:20,0,0,normal mas coloquei como toque de celular mesmo toque da tree filme happy death day,,,9.22649E+17,positive,0.475
1551,aolpr,10/23/2017 22:20,0,0,happy death day good film,,,9.22649E+17,positive,0.75
1552,kthmje,10/23/2017 22:20,0,0,wanna watch happy death day,,,9.22649E+17,positive,0.8
1553,kangmje,10/23/2017 22:18,0,0,might watch happy death day still stretch,,,9.22648E+17,positive,0.8
1554,sopeeezy,10/23/2017 22:17,0,1,dead af bc happy death day interesting funny omg spooky,,,9.22648E+17,positive,0.3375
1555,joybessonen,10/23/2017 22:15,1,1,btw love carter happy death day,,,9.22648E+17,positive,0.65
1556,Reys_Sultan,10/23/2017 22:15,0,0,saya suka video happy death day official trailer theaters friday october,@YouTube,,9.22648E+17,positive,0.8
1557,sassgodjohnson,10/23/2017 22:15,0,0,watched happy death day hollywood set wkhcsuuwjw actress playing danielle rollercoaster,,,9.22648E+17,positive,0.8
1558,NoahFilley,10/23/2017 22:14,0,5,hi happy death day scream queens,,,9.22648E+17,positive,0.8
1559,luvwinss,10/23/2017 22:14,0,0,happy death day scary like moments made jump,,,9.22647E+17,positive,0.15
1560,alivia_cross,10/23/2017 22:13,0,4,happy death day thinking going killed tonight relive day sos,,,9.22647E+17,positive,0.3
1561,keyofmgy,10/23/2017 22:12,0,2,happy death day surprisingly less humor golden,,#DriveInTheater,9.22647E+17,positive,0.311111111
1562,schuylertwt,10/23/2017 22:11,0,0,watching happy death day,,,9.22647E+17,positive,0.8
1563,jxsrodriguez,10/23/2017 22:10,0,1,wanna watch happy death day bad,,,9.22647E+17,positive,0.05
1564,KyleTague,10/23/2017 22:10,0,3,happy death day slashery cupcake charming lead performance effective fun theater,,,9.22646E+17,positive,0.6
1565,__chloeee_,10/23/2017 22:10,0,5,happy death day actually good orrrr,,,9.22646E+17,positive,0.75
1566,DevotedGenius,10/23/2017 22:09,0,0,neutral,,#HappyDeathDay #RegalMovies,9.22646E+17,neutral,0
1567,jessiemaltin,10/23/2017 22:09,2,34,husband finally catching happy death day,,,9.22646E+17,positive,0.7
1568,ethanpete_34,10/23/2017 22:08,0,3,saw happy death day listen candyman zedd first two lines song absolutely piss,,,9.22646E+17,positive,0.416666667
1569,paulinearmie,10/23/2017 22:08,0,5,sundays genius foreigner happy death day want watch alllll,,,9.22646E+17,positive,0.8
1570,IonCareeeeeee,10/23/2017 22:08,0,0,happy death day thought would way better tho,,,9.22646E+17,positive,0.65
1571,aididroslan,10/23/2017 22:07,0,0,happy death day dh tkpe kita lepak jela klau free,,,9.22646E+17,positive,0.6
1572,fav_movie0307,10/23/2017 22:05,0,0,happy death day,,,9.22645E+17,positive,0.8
1573,katiatca,10/23/2017 22:04,0,0,ya quierooooo ver,,#HappyDeathDay,9.22645E+17,neutral,0
1574,GeeksUnderGrace,10/23/2017 22:03,0,0,may deliver great amount surprisingly fun deathday,@UniversalHorror,#HappyDeathDay,9.22645E+17,positive,0.55
1575,InEvent_,10/23/2017 22:02,0,0,watch,,#moviesanywhere #movies #HappyDeathDay,9.22644E+17,neutral,0
1576,Swaciey,10/23/2017 22:01,0,0,young audiences flock happy death day,,,9.22644E+17,positive,0.45
1577,_dianeroxanne,10/23/2017 21:58,0,2,happy death day,,,9.22643E+17,positive,0.8
1578,artsy3029,10/23/2017 21:58,0,1,walwal day happy death day,,#1,9.22643E+17,positive,0.8
1579,ryannbowling1,10/23/2017 21:57,0,1,happy death day best movie ever,,,9.22643E+17,positive,0.9
1580,Thatcoolkidluke,10/23/2017 21:56,0,4,happy death day goddamn riot advertised self aware many questions,,,9.22643E+17,positive,0.516666667
1581,jonjondiaries,10/23/2017 21:53,0,0,box happy death day crushes runner million variety,,#utm_medium,9.22642E+17,positive,0.8
1582,marics_poclan,10/23/2017 21:52,0,0,october happy death day,,,9.22642E+17,positive,0.8
1583,nae_jnb,10/23/2017 21:52,0,0,seen happy death day,,,9.22642E+17,positive,0.8
1584,ebsterrrr,10/23/2017 21:51,0,0,watching happy death day although save fly,,,9.22642E+17,positive,0.8
1585,_juicenjen,10/23/2017 21:51,0,0,happy death day,,,9.22642E+17,positive,0.8
1586,bathushah,10/23/2017 21:51,0,1,hopefully watch happy death day,,,9.22642E+17,positive,0.8
1587,40ozNmyLap,10/23/2017 21:50,0,2,fuck gonna go see happy death day tonight dont feel like guess convinced watch amazing spidey,@TShakW,,9.22642E+17,positive,0.333333333
1588,ConnerWS,10/23/2017 21:49,0,0,seeing really want see jessica rothe play barbara gordon flick,@jessica_rothe @joss,#HappyDeathDay #Batgirl,9.22641E+17,positive,0.2
1589,horrosreviews,10/23/2017 21:49,1,0,gory happy death day review,,,9.22641E+17,positive,0.15
1590,MoviefreakSara,10/23/2017 21:46,0,0,happy death day christopher,,,9.2264E+17,positive,0.8
1591,heyitsmecang,10/23/2017 21:46,0,0,parang gusto panoorin happy death day,,,9.2264E+17,positive,0.8
1592,elizabethjhang,10/23/2017 21:45,0,3,guessed killer watching happy death day movie basically stephen,,,9.2264E+17,positive,0.8
1593,YONGESTREETGOG,10/23/2017 21:44,0,0,watching,,#happydeathday,9.2264E+17,neutral,0
1594,rauchoman,10/23/2017 21:43,0,0,un video de la misma vida una otra happy death day,@YouTube,,9.2264E+17,positive,0.8
1595,mostlylisa1,10/23/2017 21:42,0,0,maybe keep serial killer red throw mom big,,#HappyDeathDay,9.22639E+17,neutral,0
1596,Show_0223,10/23/2017 21:41,0,2,happy death day,,,9.22639E+17,positive,0.8
1597,laneh_,10/23/2017 21:41,0,1,yey naa najud happy death day,,,9.22639E+17,positive,0.8
1598,mostlylisa1,10/23/2017 21:40,0,0,spoiler really wish killer would think cool,,#HappyDeathDay,9.22639E+17,positive,0.275
1599,burnettski92,10/23/2017 21:38,1,4,got friend happy death day cupcake proud accurate got,@HallieKoontz,,9.22638E+17,positive,0.666666667
1600,selfdxstruction,10/23/2017 21:36,0,0,happy death day good movie,,,9.22638E+17,positive,0.75
1601,iFly__High,10/23/2017 21:35,0,0,finally found link happy death day something watch later,,,9.22638E+17,positive,0.266666667
1602,UntemperedTV,10/23/2017 21:32,0,1,saw last night quality pure fun entertainment found delightful,,#HappyDeathDay,9.22637E+17,positive,0.378571429
1603,Splosia,10/23/2017 21:32,0,1,yeah waited til today til hell slightly annoying happy death day,,,9.22637E+17,neutral,0
1604,caaarri_,10/23/2017 21:30,0,0,happy death day actually good,,,9.22636E+17,positive,0.75
1605,StarVsEvil4100,10/23/2017 21:30,0,5,get jump scared watching happy death day,,,9.22636E+17,positive,0.8
1606,kraftalek,10/23/2017 21:30,0,1,happy death day easily worst movie ever seen,,,9.22636E+17,negative,-0.1
1607,KeatonZDixon,10/23/2017 21:29,0,0,happy death day worst writing movie ever see,,,9.22636E+17,negative,-0.1
1608,lampacharlize_,10/23/2017 21:29,0,9,bad genius happy death day,,,9.22636E+17,positive,0.05
1609,chloehoughton_,10/23/2017 21:28,0,0,still get awesome happy death day amazing incredible actress,@jessica_rothe,,9.22636E+17,positive,0.825
1610,BartoloRossell,10/23/2017 21:27,0,0,happy death day super dura,,,9.22636E+17,positive,0.566666667
1611,fraanceferrer,10/23/2017 21:27,0,0,gusto ko mag sine ng happy death day,,,9.22636E+17,positive,0.8
1612,gilbertura,10/23/2017 21:26,1,1,happy death day worst movie ever seen dawg,,,9.22635E+17,negative,-0.1
1613,nouispells,10/23/2017 21:26,0,1,translated wanna watch geostorm homeworks still ghosting even scarier happy death day,,,9.22635E+17,positive,0.8
1614,___andjackie,10/23/2017 21:26,0,0,roommate said happy death day good,,,9.22635E+17,positive,0.75
1615,xoxokimmynicole,10/23/2017 21:26,2,2,wait see happy death day w thursday,@etx_marlee @_britanyy_,,9.22635E+17,positive,0.8
1616,MatthewKBegbie,10/23/2017 21:25,0,0,happy death day,,,9.22635E+17,positive,0.8
1617,SixthDeclension,10/23/2017 21:25,0,0,saw happy death day,,,9.22635E+17,positive,0.8
1618,morg44,10/23/2017 21:24,0,2,ok actually kinda legit,,#HappyDeathDay,9.22635E+17,positive,0.25
1619,lyrin_daniele,10/23/2017 21:23,0,5,well girl happy death day birthday gonna die,,,9.22635E+17,positive,0.8
1620,xfdrmag,10/23/2017 21:22,1,0,unexpected treat,@UniversalHorror,#HappyDeathDay,9.22634E+17,positive,0.1
1621,FilmMomatic,10/23/2017 21:21,0,1,happy death day extremely silly lots brings fresh coat horror tropes impressive performance,@jessica_rothe,,9.22634E+17,positive,0.4
1622,_DashawnJ_,10/23/2017 21:20,7,23,dude happy death day u call went fuckin fuck calling,,,9.22634E+17,positive,0.2
1623,Haley_Dorman11,10/23/2017 21:19,0,1,highly recommend everyone watching,,#HappyDeathDay,9.22634E+17,positive,0.16
1624,BriaRonae,10/23/2017 21:19,0,0,see happy death day,,,9.22634E+17,positive,0.8
1625,ayekaysha,10/23/2017 21:19,0,1,ending happy death day actually surprising asf lmao,,,9.22634E+17,positive,0.7
1626,sexistlemon,10/23/2017 21:19,0,0,happy death day fantastic hope jessica roth every role thrown bc goodest,,,9.22634E+17,positive,0.6
1627,LAimee76,10/23/2017 21:18,0,1,happy death day really pleasantly,,,9.22633E+17,positive,0.766666667
1628,Trammel_Amy18,10/23/2017 21:16,0,0,going see happy death day tomorrow idc,,,9.22633E+17,positive,0.8
1629,dmbmeg,10/23/2017 21:16,0,0,happy death day,,,9.22633E+17,positive,0.8
1630,xfablizx,10/23/2017 21:15,1,1,un novio para que compre taquillas para mean saque ver happy death day que lleve cheesecake que abrace,,,9.22633E+17,positive,0.24375
1631,MCKLEFLEUR,10/23/2017 21:14,0,0,watched happy death day wanna admit good movie fucking soundcloud ads knocked,,,9.22632E+17,positive,0.3
1632,ChaChachinggg,10/23/2017 21:14,0,0,happy death day,,,9.22632E+17,positive,0.8
1633,1965EPerez,10/23/2017 21:13,0,2,dream warriors best nightmare taking daughter saturday see happy death day,,,9.22632E+17,positive,0.9
1634,itschrispow,10/23/2017 21:12,0,1,happy death day,@blumhouse,#concept #art #chrispowdesign #design #designer #graphics,9.22632E+17,positive,0.8
1635,garinshouse,10/23/2017 21:12,0,0,hope like thank much seeing,,,9.22632E+17,positive,0.2
1636,NahNahBad,10/23/2017 21:12,0,1,happy death day,,,9.22632E+17,positive,0.8
1637,thechickenbrat,10/23/2017 21:11,0,1,saw happy death day one funny scene wish could,,,9.22632E+17,positive,0.525
1638,paulenelee,10/23/2017 21:11,0,0,going watch happy death day,,#16th,9.22632E+17,positive,0.8
1639,VanessaPocol,10/23/2017 21:11,0,0,happy death day one dumbest movies ever seen,,,9.22631E+17,positive,0.8
1640,trzx_,10/23/2017 21:10,0,0,want watch happy death day,,,9.22631E+17,positive,0.8
1641,subvrbs,10/23/2017 21:10,0,0,decided watch happy death day battle sexes hope kt isnt uhhh,,,9.22631E+17,positive,0.8
1642,danitza_lua,10/23/2017 21:10,0,1,ya quiero ver la de,,#HappyDeathDay,9.22631E+17,neutral,0
1643,b6421,10/23/2017 21:09,0,1,always makes wary relegates title like happy death day play lakeline seat bei alamo drafthouse cinema slaughter lane,@drafthouse,,9.22631E+17,positive,0.15
1644,canasa_theGOAT,10/23/2017 21:08,0,0,watched happy death day,,,9.22631E+17,positive,0.8
1645,teeSQUAARED,10/23/2017 21:06,0,0,ending day wit happy death day today good day like yesterday n day,,,9.2263E+17,positive,0.75
1646,SikasAhmed2,10/23/2017 21:03,0,0,happy death day,,,9.2263E+17,positive,0.8
1647,scottishrose42,10/23/2017 21:03,0,2,sleep watched jeepers creeper happy death day movie see whats next,,,9.2263E+17,positive,0.4
1648,calellcasuncad,10/23/2017 20:58,0,0,happy death day,,,9.22628E+17,positive,0.8
1649,ONLifeCulture,10/23/2017 20:57,0,0,wanna see maybe jigsaw,,#HappyDeathDay,9.22628E+17,neutral,0
1650,SwykiatriceJ,10/23/2017 20:57,0,0,thrilled happy death day storm fall asleep one,,#movienight,9.22628E+17,positive,0.7
1651,HankSPa,10/23/2017 20:56,0,0,stand hey want go see,,#NFL #NoFlagsLeague #HappyDeathDay,9.22628E+17,neutral,0
1652,AliHonnold,10/23/2017 20:55,0,1,kind looks good happy death day playing,@RogersEva,,9.22628E+17,positive,0.7
1653,MAYbeGigs,10/23/2017 20:55,0,0,watch happy death day also birthday sarah,,,9.22628E+17,positive,0.8
1654,Eva200029Salas,10/23/2017 20:55,0,0,need go watch,,#HappyDeathDay,9.22627E+17,neutral,0
1655,Cinemax3d,10/23/2017 20:54,0,0,el jueves estrenaremos,,#FelizD #HappyDeathDay,9.22627E+17,neutral,0
1656,vaagaaryy,10/23/2017 20:54,1,0,cant wait watch happy death day,,,9.22627E+17,positive,0.8
1657,uhItzel_,10/23/2017 20:53,0,2,happy death day good,,,9.22627E+17,positive,0.75
1658,silaf_harris18,10/23/2017 20:53,0,0,trying go see happy death day,,,9.22627E+17,positive,0.8
1659,jaswiththeswag,10/23/2017 20:52,0,1,happy death day sooooo deff,,,9.22627E+17,positive,0.8
1660,Popn_C4,10/23/2017 20:49,1,2,want go see happy death day,,,9.22626E+17,positive,0.8
1661,abbyridinger,10/23/2017 20:48,0,1,still want see happy death day,,,9.22626E+17,positive,0.8
1662,BossLady_Kaury,10/23/2017 20:48,0,0,happy death day website trying figure wanna good friend watch watch anyway,,,9.22626E+17,positive,0.75
1663,BohemierSnekz,10/23/2017 20:46,0,0,happy death day birthday biachhhhh miss u girlfriennnnnd,@Ghastly,,9.22625E+17,positive,0.8
1664,cmilasmwnd,10/23/2017 20:42,0,0,eu te ajudo com dois reais ai tu leva pra assistir happy death day pq eu sedenta,,,9.22624E+17,positive,0.8
1665,maweeeatsrice,10/23/2017 20:42,0,0,update im watching happy death day bogo prize,,,9.22624E+17,positive,0.8
1666,murphmatinee,10/23/2017 20:42,0,0,bit late review new horror movie happy death day check,,,9.22624E+17,positive,0.212121212
1667,JakeCRobinson,10/23/2017 20:41,0,0,looks,,#HappyDeathDay #HappyDeathDayMovie,9.22624E+17,neutral,0
1668,conlan007,10/23/2017 20:40,0,1,ok happy death day ridiculous scary thrilling stretch little clever intentionally,,,9.22624E+17,positive,0.099404762
1669,bonniewright,10/23/2017 20:39,0,0,review happy death day,@letterboxd,,9.22623E+17,positive,0.8
1670,AyanaLayon,10/23/2017 20:38,0,0,watch happy death day tho,,,9.22623E+17,positive,0.8
1671,manuel_coutino,10/23/2017 20:38,0,1,para el estreno de,,#HappyDeathDay #FelizD,9.22623E+17,neutral,0
1672,chrisssixo,10/23/2017 20:38,0,0,actually happy death day good,,,9.22623E+17,positive,0.75
1673,boocanan,10/23/2017 20:38,0,5,horror movie awards hell snowman lmao jigsaw happy death day,,,9.22623E+17,positive,0.7
1674,kswdakt,10/23/2017 20:37,0,0,death,,,9.22623E+17,neutral,0
1675,AlexaBlissfan09,10/23/2017 20:37,0,0,going see happy death day week looks awesome,,,9.22623E+17,positive,0.9
1676,terrapingouda,10/23/2017 20:36,0,0,total fun halloween,@UniversalHorror,#happydeathday #HappyDeathDayMovie,9.22623E+17,positive,0.15
1677,JasonMBray,10/23/2017 20:35,0,1,watching happy death day plays restaurant stop,,#Supernatural,9.22623E+17,positive,0.8
1678,Accordion27,10/23/2017 20:34,0,0,part happy death day whole audience reacted offended disgust character,@UniversalHorror,,9.22622E+17,positive,0.5
1679,bonniewright,10/23/2017 20:34,0,0,assisti hoje happy death day e aaaaa,,,9.22622E+17,positive,0.8
1680,greedy4dw,10/23/2017 20:34,0,6,happy death day soooo good,,,9.22622E+17,positive,0.75
1681,elyjahbenitoII,10/23/2017 20:33,0,0,sine tayo happy death day lang sapat na,,,9.22622E+17,positive,0.8
1682,ervy_arceo,10/23/2017 20:33,0,1,happy death day,,,9.22622E+17,positive,0.8
1683,iamjoshuagrey,10/23/2017 20:32,0,0,round,@UniversalHorror,#HappyDeathDay,9.22622E+17,negative,-0.2
1684,indoorswomen,10/23/2017 20:29,0,4,trying tonight originally turned intrigued premise good reviews,,#HappyDeathDay #Octoberflix,9.22621E+17,positive,0.5375
1685,StefanyPrecious,10/23/2017 20:29,0,0,loved review happy death day awesome,,,9.22621E+17,positive,0.833333333
1686,escobar_rebecca,10/23/2017 20:28,0,1,finally gonna watch happy death day,,,9.22621E+17,positive,0.4
1687,_ablackguy,10/23/2017 20:28,0,0,needed saw happy death day,,,9.22621E+17,positive,0.8
1688,Showest_Theatre,10/23/2017 20:26,0,1,held thru check back see,@Showest_Theatre,#Geostorm #MyLittlePonyMovie #BladeRunner2049 #HappyDeathDay,9.2262E+17,neutral,0
1689,rhyan_carvalho,10/23/2017 20:25,0,0,happy death day,,,9.2262E+17,positive,0.8
1690,unchbeb,10/23/2017 20:25,0,0,ada tugas suruh nonton happy death day trs bikin resumenya tp w absen hari mending nyusul apa nonton sendiri si ya allah mager,,,9.2262E+17,positive,0.8
1691,heennyy,10/23/2017 20:23,0,0,happy death day liatnya trailernya jd bikin pengen udah ditonton malah jd yg agak alurnya ya begitu ku bosan,,,9.2262E+17,positive,0.8
1692,_ruben_e_,10/23/2017 20:23,5,1,want go watch happy death day,,,9.2262E+17,positive,0.8
1693,underscoreX_,10/23/2017 20:22,0,0,happy death day,,,9.22619E+17,positive,0.8
1694,thomas_serafino,10/23/2017 20:22,0,1,anybody want see happy death day one enjoys stupid movies,,,9.22619E+17,positive,5.55E-17
1695,ganjarshrex,10/23/2017 20:18,0,0,happy death day bagus,,,9.22618E+17,positive,0.8
1696,bentheeemvp,10/23/2017 20:17,0,0,could tell killer happy death day based first time seeing commercial,,,9.22618E+17,positive,0.35
1697,AXL_JUSTINIANO,10/23/2017 20:15,0,0,para la presente,@AXL_JUSTINIANO,#happydeathday #FueraDeJoda,9.22618E+17,neutral,0
1698,theelvishpirate,10/23/2017 20:15,0,1,happy happy death day getting good reviews deserves,,,9.22617E+17,positive,0.766666667
1699,findingalissa,10/23/2017 20:14,0,0,happy death day actually good,,,9.22617E+17,positive,0.75
1700,FiordirosaChris,10/23/2017 20:13,0,1,might well go see happy death day,,,9.22617E+17,positive,0.8
1701,AzumiSugimoto,10/23/2017 20:12,0,0,happy death day,@Manassas,,9.22617E+17,positive,0.8
1702,jourdayen,10/23/2017 20:12,0,10,humanity bad happy death day also show tonight pit loft,,,9.22617E+17,positive,0.05
1703,Cancer_585,10/23/2017 20:08,0,0,neutral,,#NowPlaying #HappyDeathDay,9.22616E+17,neutral,0
1704,lithiumdan,10/23/2017 20:07,0,0,f reviews happy death day spoiler review via,@YouTube,#HappydeathDay #moviereview #Jessicarothe #horromovie,9.22616E+17,positive,0.8
1705,unionlack,10/23/2017 20:07,0,0,ate portland gummies cried happy death day,,,9.22616E+17,positive,0.8
1706,jeffersour,10/23/2017 20:07,0,0,queria assistir happy death day contigo de gosto de rever filmes de assassinos pra ver ae dava na cara quem era,,,9.22615E+17,positive,0.8
1707,LAUF___,10/23/2017 20:06,0,1,go see made halloween happy death day watch trailer let know one like better,,,9.22615E+17,positive,0.65
