body,date,retweets,favorites,mentions,hashtags,geo
"Sigh, Deadpool strikes again via @9gag http:// 9gag.com/gag/aGxz53G?re f=mobile …",2016-02-15 18:48:04,0,0,@9gag,,
I already want to see Deadpool again,2016-02-15 18:48:04,0,0,,,
Hehe... @deadpoolmovie #WheresFrancis #Deadpool pic.twitter.com/M4WOPGd8Hv,2016-02-15 18:48:03,0,0,@deadpoolmovie,#WheresFrancis #Deadpool,
"Al fiiiin vi #deadpool , estaaaaaa muy buena",2016-02-15 18:48:02,0,0,,#deadpool,
Gostei de um vídeo @YouTube de @naosalvo http:// youtu.be/kIhEUL4rnnQ?a ENTREVISTA: DEADPOOL - RYAN REYNOLDS - Premier de Londres,2016-02-15 18:48:02,0,0,@YouTube @naosalvo,,
¿Qué tal está #Deadpool ?,2016-02-15 18:48:02,0,0,,#Deadpool,
Meet my new friends Deadpool & Wolverine. Gonna start collecting… https://www. instagram.com/p/BB026ndMLhVl eiWwdzwrVo9PrT82d7MYphT0GU0/ …,2016-02-15 18:48:02,0,0,,,
@Kiko__Alonso @ShayneSkov @ScottHisakaCS este Es Deadpool,2016-02-15 18:48:02,0,1,@Kiko__Alonso @ShayneSkov @ScottHisakaCS,,
Yo soy el mejor fan de deadpool https:// twitter.com/SoyMasacre/sta tus/699007350179553280 …,2016-02-15 18:48:02,1,3,,,
"@Pp_is_here Sigh, Deadpool strikes again via @9gag http:// 9gag.com/gag/aGxz53G?re f=mobile …",2016-02-15 18:48:01,0,0,@Pp_is_here @9gag,,
Allez voir deadpool c'est un excellent film !,2016-02-15 18:48:01,0,0,,,
New Post: James Gunn & What Superhero Movies Can Learn From Deadpool &rsquo;s Success - http:// tinyurl.com/j6sw2ux #TV,2016-02-15 18:48:00,0,0,,#TV,
YOOOO DEADPOOL WAS GOOD OMF IM SO IM,2016-02-15 18:47:59,0,2,,,
Gostei de um vídeo @YouTube de @ei_nerd http:// youtu.be/10iS1rIrMSw?a E SE O DEADPOOL FOSSE CORTADO AO MEIO? | Ei Nerd,2016-02-15 18:47:59,0,0,@YouTube @ei_nerd,,
I'm giving away something for you on @Listia : Deadpool #s 12 and 14 Marvel Comic Books . Get it here - http://www. listia.com/r1vjy9n/4435287,2016-02-15 18:47:59,0,0,@Listia,#s,
@BoneHeadRegrets @mutantpunx I think it's like Deadpool in a hat/mouth cover combo with Peter Parker??,2016-02-15 18:47:59,0,1,@BoneHeadRegrets @mutantpunx,,
my life at the moment is a seemingly constant countdown to when i can see deadpool,2016-02-15 18:47:58,8,16,,,
@JMV1070 Really good #Deadpool,2016-02-15 18:47:58,0,0,@JMV1070,#Deadpool,
7 Reasons You Should NOT Bring Your Kids To See ' Deadpool ' http:// moviepilot.com/posts/3781217? utm_source=fb-channel-superheroes&utm_medium=facebook&utm_campaign=7-reasons-why-you-should-not-bring-your-kids-to-see-deadpool-seriously-don-t … via @moviepilotnews,2016-02-15 18:47:58,0,0,@moviepilotnews,,
Quiero ver deadpool de nuevo chabon,2016-02-15 18:47:58,0,0,,,
"ai meu deus o micão, o cara perguntando pq deadpool é da fox se no inicio do filme aparece o logo da marvel",2016-02-15 18:47:58,0,0,,,
Someone go see deadpool with me,2016-02-15 18:47:57,0,0,,,
JÁ MARQUEI O DIA COM O TATUADOR PRA TATUAR O DEADPOOL <3,2016-02-15 18:47:56,2,7,,,
Quieren saber mi opinión sobre Deadpool ?,2016-02-15 18:47:56,0,0,,,
Deadpool was great,2016-02-15 18:47:56,0,1,,,
Deadpool es un crack xD https://www. youtube.com/watch?v=LOrWYE x6mFg …,2016-02-15 18:47:55,0,4,,,
YES AGREED (crossbones and Deadpool crossover? ) https:// twitter.com/frankgrillo/st atus/699379032559734784 …,2016-02-15 18:47:55,0,0,,,
"La FOX está flipando con Deadpool . Exitazo, más de 250 millones recauidados en 3 días. Brutal, y eso que es Rated R",2016-02-15 18:47:54,11,5,,,
Deadpool #marvelcomics https://www. instagram.com/p/BB025fXsNzI/,2016-02-15 18:47:54,0,1,,#marvelcomics,
gusto ko manood deadpool !!,2016-02-15 18:47:53,0,0,,,
DEADPOOL FOR THE SECOND TIME !!!!,2016-02-15 18:47:53,0,0,,,
LIVE on #Periscope : Deadpool comics search https://www. pscp.tv/w/aZJbKDM0MjQ0 Njh8MVJER2xEcGtwVmpHTExeJzv1rqC8jhxUSdXfWLr4j3KlMWkNJElhApQ_TDmy …,2016-02-15 18:47:52,0,0,,#Periscope,
I liked a @YouTube video from @legodkstudio http:// youtu.be/5IjYVZWX4qA?a Lego Deadpool EP 3,2016-02-15 18:47:52,0,1,@YouTube @legodkstudio,,
DeadPool was dope af,2016-02-15 18:47:51,2,2,,,
Deadpool was absolutely amazing. Everything I could've asked for and more.,2016-02-15 18:47:50,0,0,,,
Por lo único que vería Deadpool es por Morena Baccarin,2016-02-15 18:47:50,0,0,,,
O Takito vai me levar pra ir assistir Deadpool amanhã. Hoo glória.,2016-02-15 18:47:50,0,0,,,
"""Now y'all Deadpool fans after watching the movie?"" Pretty sure that's the point of the movie",2016-02-15 18:47:50,5,4,,,
Deadpool was hilarious!!,2016-02-15 18:47:50,0,0,,,
i finally get to see deadpool YAS,2016-02-15 18:47:49,0,1,,,
Quando vc tá num grupo q nem todos assistiram Deadpool mas mesmo assim vc quer comentar sem dar spoilers pic.twitter.com/8X9Kiz45PE,2016-02-15 18:47:49,0,0,,,
@VancityReynolds #Deadpool was awesome and you did a fantastic job playing him!,2016-02-15 18:47:49,0,0,@VancityReynolds,#Deadpool,
at least now I can get a poster with Ryan as deadpool bc I've waited so long for one but imma keep my comic one too bc deadpool,2016-02-15 18:47:49,0,0,,,
RT @BrettRedacted hey people claiming DEADPOOL is the first R-rated comic book movie...really?! pic.twitter.com/5Zfc15MKMe,2016-02-15 18:47:48,0,0,@BrettRedacted,,
Deadpool dominó en su debut en la taquilla: http://www. el-nacional.com/escenas/iDeadp ooli-domino-debut-taquilla_0_794320718.html#.VsJiX9J_1uQ.twitter … vía @ElNacionalWeb,2016-02-15 18:47:48,0,0,@ElNacionalWeb,#,
Top 5 de FS en VEN: 1) DEADPOOL 2)GUERRA DE PAPÁS 3)LA QUINTA OLA 4)PUNTO DE QUIEBRE 5)COMO SER SOLTERA,2016-02-15 18:47:48,1,0,,,
"""oh you know i watched deadpool last night and...."" me: LALALALALALALALALALA",2016-02-15 18:47:48,0,1,,,
and i still wanna see deadpool but i have no one to go with so lmfao.,2016-02-15 18:47:47,0,1,,,
"@elizabethminkel I wound up searching for "" deadpool "" on pornhub today lololol",2016-02-15 18:47:47,0,2,@elizabethminkel,,
"@FrankGrillo @VancityReynolds right?!?! Sooo good. Who'd you think would win in a fight, crossbones or deadpool ?",2016-02-15 18:47:47,0,0,@FrankGrillo @VancityReynolds,,
"X-Men (2000): Smartly veiled social commentary on racial prejudice. Deadpool (2016): Hero farts in a blind lady's face and says "" #Driveby .""",2016-02-15 18:47:45,9,10,,#Driveby,
Went and seen deadpool ! Seriously amazing and I can't wait to see it again lol!!,2016-02-15 18:47:45,0,0,,,
"@VancityReynolds saw #Deadpool this weekend, nice buns. Thanks for that.",2016-02-15 18:47:44,0,1,@VancityReynolds,#Deadpool,
"Deadpool was perfect! I couldn't stop laughing, very inappropriate but who gives two fucks! I loved it",2016-02-15 18:47:44,0,0,,,
Ok deadpool was sick,2016-02-15 18:47:43,0,0,,,
Deadpool later,2016-02-15 18:47:42,0,0,,,
"@AperoDuCaptain Moi, j'étais très content ""d'entendre"" ""Hamster in my ass"" à la fin de Deadpool . Ca rend le film encore plus drôle.Merci! :D",2016-02-15 18:47:42,0,0,@AperoDuCaptain,,
"Box Office: Feb. 12-14, 2016: DEADPOOL , KUNG FU PANDA 3,… http:// dlvr.it/KWVSGL #BoxOffice #MovieNews #ComicBook #Deadpool #HowtoBeSingle",2016-02-15 18:47:41,0,0,,#BoxOffice #MovieNews #ComicBook #Deadpool #HowtoBeSingle,
"Deadpool director Tim Miller remembers when Fox execs told him, 'We just don't get it' http:// ift.tt/1U4o4yu @EW pic.twitter.com/65QTqosmgz",2016-02-15 18:47:39,0,0,@EW,,
Can't get over how good Deadpool was,2016-02-15 18:47:38,0,0,,,
@Bosslogic can you work your magic on turning @IAmStephenLang into Cable for Deadpool ?!,2016-02-15 18:47:37,0,1,@Bosslogic @IAmStephenLang,,
"My husband: “What the deadpool post credit sequence really means.” *turns to me with alien guy hands* ""There is going to be another movie.""",2016-02-15 18:47:37,0,1,,,
Deadpool was such a sick film,2016-02-15 18:47:36,0,2,,,
Deadpool sequel gonna get a budget: http://www. boxofficemojo.com/movies/?id=dea dpool2016.htm …,2016-02-15 18:47:36,0,0,,,
Queria mt vê deadpool,2016-02-15 18:47:36,1,0,,,
A vida é #Deadpool . https:// twitter.com/Miguel_Canhao/ status/699379451574878209 …,2016-02-15 18:47:36,1,0,,#Deadpool,
I really wanted to go see deadpool,2016-02-15 18:47:34,0,0,,,
Deadpool parfait rien à dire,2016-02-15 18:47:34,0,0,,,
@Herrera_0115 ¿Creías que #Deadpool era un superhéroe full time? Él también necesita distraerse… pic.twitter.com/qHuWakXCrg,2016-02-15 18:47:34,0,1,@Herrera_0115,#Deadpool,
viendo Deadpool Película,2016-02-15 18:47:34,0,0,,,
Esse deadpool,2016-02-15 18:47:33,0,0,,,
Seeing deadpool again,2016-02-15 18:47:31,0,1,,,
Gostei de um vídeo do @YouTube de @naosalvo http:// youtu.be/kIhEUL4rnnQ?a ENTREVISTA: DEADPOOL - RYAN REYNOLDS - Premier de Londres,2016-02-15 18:47:31,0,0,@YouTube @naosalvo,,
@Titus88Titus @KellyBridgwater Deadpool,2016-02-15 18:47:30,0,1,@Titus88Titus @KellyBridgwater,,
entrevista cidosa que o @naosalvo fez com deadpool http:// ln.is/www.youtube.co m/e4ogu …,2016-02-15 18:47:30,0,1,@naosalvo,,
EU QUERIA TANTO VER DEADPOOL AFFFF,2016-02-15 18:47:30,0,0,,,
Gostei de um vídeo @YouTube de @joaomarcos_q http:// youtu.be/Qnuw8SWEiHo?a DeadpoolPack - Textura do DeadPool !,2016-02-15 18:47:29,1,0,@YouTube @joaomarcos_q,,
@BrownsWinderm #Deadpool was #amazeballs !!!!,2016-02-15 18:47:28,0,1,@BrownsWinderm,#Deadpool #amazeballs,
I demand a gif with bad deadpool & good deadpool .... I need it because of reason,2016-02-15 18:47:27,0,0,,,
Deadpool was too nice!,2016-02-15 18:47:26,0,0,,,
@missmorenab #Deadpool #Gotham,2016-02-15 18:47:23,0,0,@missmorenab,#Deadpool #Gotham,
I give Deadpool an 11/10,2016-02-15 18:47:23,1,2,,,
DeadPool . #DeadPool #Amigos #Amizade #Filme #CineShow https://www. instagram.com/p/BB021mKC9HWY DeUF8OWdSSg80ctKNHPcqLNFgk0/ …,2016-02-15 18:47:23,0,0,,#DeadPool #Amigos #Amizade #Filme #CineShow,
"line from Deadpool that'll confuse some people, amuse others & might even arouse some ""happy international women's day""",2016-02-15 18:47:22,0,1,,,
I liked a @YouTube video from @tyronemagnus77 http:// youtu.be/JhGoPUCBRZw?a DEADPOOL MOVIE REVIEW!!!,2016-02-15 18:47:22,0,0,@YouTube @tyronemagnus77,,
"#Deadpool director Tim Miller remembers when Fox execs told him, 'We just don't get it' vi… http:// ift.tt/1U4o4yu pic.twitter.com/WOE7nacEH7",2016-02-15 18:47:21,0,0,,#Deadpool,
The best thing about coming back from work is putting on my #pajamas once more!!! #deadpool https://www. instagram.com/p/BB021HazIaV/,2016-02-15 18:47:21,0,0,,#pajamas #deadpool,
Fucking EPIC! That may have been the best Marvel movie I've ever seen! #DeadpoolWINS #Deadpool @deadpoolmovie pic.twitter.com/wIRgOV6JLU,2016-02-15 18:47:20,3,9,@deadpoolmovie,#DeadpoolWINS #Deadpool,
deadpool better blow my mind,2016-02-15 18:47:20,0,0,,,
"Essa mansão é tão grande mas só vejo vocês dois, parece até que o estúdio não tinha dinheiro pra pagar os outros X-Men...kkkkk' #Deadpool",2016-02-15 18:47:18,0,0,,#Deadpool,
Sábado ver Deadpool,2016-02-15 18:47:17,0,2,,,
"Estou em GNC Cinemas assistindo a Deadpool em Porto Alegre, RS https://www. swarmapp.com/c/1bcBX7SxGhZ",2016-02-15 18:47:16,0,0,,,
No veo la hora de ver Deadpool,2016-02-15 18:47:14,0,0,,,
@urbanbarbarian @cameronMstewart @dcwomenkicknass Comparing tailoring for a teen demographic to censoring GOT and Deadpool is idiotic.,2016-02-15 18:47:13,0,2,@urbanbarbarian @cameronMstewart @dcwomenkicknass,,
Deadpool é massaaaaaaa,2016-02-15 18:47:12,0,0,,,
Fui ver #Deadpool melhor filme,2016-02-15 18:47:12,1,0,,#Deadpool,
"Thanks for the extra day, Wayde. I haven't been able to see Deadpool yet :D",2016-02-15 18:47:10,0,1,,,
I honestly think this guy is the perfect guy to be casted as Cable in Deadpool 2 https:// twitter.com/IAmStephenLang /status/698637537565347841 …,2016-02-15 18:47:08,0,0,,,
Somebody please take me to go see Deadpool .,2016-02-15 18:47:08,0,0,,,
Btw Deadpool was FUCKING AMAZI MG,2016-02-15 18:47:08,0,1,,,
Gostei de um vídeo @YouTube de @naosalvo http:// youtu.be/kIhEUL4rnnQ?a ENTREVISTA: DEADPOOL - RYAN REYNOLDS - Premier de Londres,2016-02-15 18:47:08,0,0,@YouTube @naosalvo,,
Deadpool Nabs His $150 Million Bounty; Others May Seek His Success http:// buff.ly/1ok0FNw,2016-02-15 18:47:07,0,0,,,
Quero ver Deadpool !!! QUE CARALHA !!!,2016-02-15 18:47:07,0,0,,,
Deadpool was so fuckin dope,2016-02-15 18:47:07,1,3,,,
O deadpool está um filme do crl,2016-02-15 18:47:07,0,0,,,
Pour ma fête mon cadeau à moi de moi! #latenightmovie #Deadpool https://www. instagram.com/p/BB02z-zITB3/,2016-02-15 18:47:07,0,0,,#latenightmovie #Deadpool,
Deadpool was amazing,2016-02-15 18:47:06,0,1,,,
@nailbiter111 Wouldn't be shocked if WB just say fuck it and let it be rated R after DEADPOOL .,2016-02-15 18:47:06,0,0,@nailbiter111,,
"Chicos, me temo que……………………………………………………………………… NECESITO VER DEADPOOL OTRAS CINCO VECES",2016-02-15 18:47:06,0,1,,,
Quiero chillis y deadpool,2016-02-15 18:47:05,0,0,,,
"Ok guys, no stream for today, for now will be going to see DeadPool tonight with some friends, might stream when I get back, might not.",2016-02-15 18:47:05,0,2,,,
"Blade is dope. don't watch Deadpool , watch Blade.",2016-02-15 18:47:05,0,4,,,
Going to a Chinese buffet and finally going to see Deadpool after . Gonna do a late quick strim tonight when I get home <3,2016-02-15 18:47:03,0,3,,,
@VancityReynolds please include Colossus' sister on your next Marvel movie #deadpool #magik pic.twitter.com/7gjMrqZarJ,2016-02-15 18:47:02,3,3,@VancityReynolds,#deadpool #magik,
@aka_muggle virtual hug. Pero vivo en un hoyo y no puedo ir a ver Deadpool contigo,2016-02-15 18:47:01,1,1,@aka_muggle,,
THE DIRECTORS OF DEADPOOL HAVE NO CHILL,2016-02-15 18:47:01,0,0,,,
"están re mil inflando deadpool antes de que estrene, seguro va a ser una garcha",2016-02-15 18:47:01,0,0,,,
‘Guardians’ Helmer James Gunn Slams Deadline & Studio Exec Over Why ‘ Deadpool ’ Succeeded https://www. yahoo.com/tv/james-gunn- deadpool-takeaway-studios-180719153.html?soc_src=social-sh&soc_trk=tw … via @YahooTv,2016-02-15 18:47:00,0,0,@YahooTv,,
"I cant decide what was better, the new star wars or deadpool",2016-02-15 18:47:00,0,1,,,
Deadpool é sensacional!!!!!!!!!!!,2016-02-15 18:47:00,0,0,,,
Mt chateada pq os ingressos esgotaram e n deu p assistir deadpool,2016-02-15 18:46:58,0,0,,,
I've officially seen the deadpool movie three times now. I think I've finally heard all of the jokes. Incredible job @VancityReynolds .,2016-02-15 18:46:56,0,5,@VancityReynolds,,
Deadpool was absolutely sick,2016-02-15 18:46:55,2,1,,,
Obviously he didn't know who Deadpool was before seeing the movie. Senseless rant. https:// twitter.com/superherofeed/ status/699151847311802368 …,2016-02-15 18:46:54,0,0,,,
Vou assistir deadpool !,2016-02-15 18:46:54,0,0,,,
"Quiero ver Deadpool otra vez Subtitulada, ya que se perdieron muchos de los chistes en la traduccion.",2016-02-15 18:46:52,0,0,,,
nois queria um romance pique deadpool e a namorada prostituta dele,2016-02-15 18:46:51,0,1,,,
Assisti deadpool e o regresso,2016-02-15 18:46:51,0,0,,,
may be drawing negasonic teenage warhead because deadpool was great,2016-02-15 18:46:51,0,1,,,
Quero ver Deadpool ainda essa semana...,2016-02-15 18:46:51,0,0,,,
How are you gonna put the #Deadpool soundtrack on Spotify but don't have any Wham!,2016-02-15 18:46:51,0,1,,#Deadpool,
Duh. We saw Deadpool and it was great. He bought me popcorn. https:// twitter.com/chris_medi15/s tatus/699379192828289024 …,2016-02-15 18:46:50,0,1,,,
@FrankGrillo @VancityReynolds I went to watch earlier tonight. Great movie #Deadpool Forever,2016-02-15 18:46:50,0,0,@FrankGrillo @VancityReynolds,#Deadpool,
Con sólo un día en exhibición en Ven gracias a su pre estreno del 14-feb #Deadpool se ubicó como la película más taquillera de fin de semana,2016-02-15 18:46:48,0,0,,#Deadpool,
Deadpool était vraiment super !,2016-02-15 18:46:48,0,2,,,
Deadpool,2016-02-15 18:46:48,0,2,,,
Gostei de um vídeo @YouTube de @cross_gp http:// youtu.be/H2Yasmbetpk?a GTA V: Funny Moments - DEADPOOL THE MOVIE? SQN,2016-02-15 18:46:48,0,0,@YouTube @cross_gp,,
"@yokopopo Ya viste Deadpòol ? Tienes que ver Deadpool ! Es demasiado buena, Deadpool ! Deadpool rules! Deadpool ! ;)",2016-02-15 18:46:47,0,0,@yokopopo,,
Im going to see deadpool tmr idc idc,2016-02-15 18:46:46,0,1,,,
i wanna see Deadpool,2016-02-15 18:46:45,0,1,,,
Quero mtt ir no cine ver Deadpool,2016-02-15 18:46:45,0,1,,,
"Si piensan que Deadpool tiene demasiado gore, dejen que alguien decida hacer una película de Lobo",2016-02-15 18:46:42,3,3,,,
"@Davepretendo Your language was pretty angry though. :) Seemed disproportionate for just a trailer. Have you seen Deadpool yet, btw?",2016-02-15 18:46:41,0,0,@Davepretendo,,
quero ir ver o deadpool,2016-02-15 18:46:41,7,0,,,
to do list: 1. watch deadpool 2.die,2016-02-15 18:46:40,0,0,,,
I'm watching Deadpool with my boyfriend and I can't go to @GaladWarder 's stream. Someone go and live tweet the whole thing for me pls.,2016-02-15 18:46:39,0,0,@GaladWarder,,
I want to go see Deadpool again. L,2016-02-15 18:46:39,0,0,,,
Salir a break y leer un mensaje de mi novio diciendo que vamos a ir a ver esta noche deadpool me hizo la semana entera,2016-02-15 18:46:38,0,0,,,
assisti deadpool hoje OTIMO,2016-02-15 18:46:38,0,0,,,
Deadpool was amazing like @CammyReid_ @DeclanWatson_1,2016-02-15 18:46:38,0,4,@CammyReid_ @DeclanWatson_1,,
#deadpool #cinepolis joncarr934 #alcine #вкино #дэдпул #классныйфильм #chimichangas https://www. instagram.com/p/BB02wQDKb6T/,2016-02-15 18:46:37,0,0,,#deadpool #cinepolis #alcine # # # #chimichangas,
"Getting inundated with lists of other movies. Bottom line: if you say DEADPOOL is the first R rated comic book movie, you're an idiot.",2016-02-15 18:46:36,0,8,,,
gostei da dublagem do deadpool,2016-02-15 18:46:36,0,0,,,
"-Ese clapulin colorado como se volvio de violento -Abuelo, estamos viendo deadpool JAJAJAJA XD 󾌴󾌴󾌴󾌴󾌴󾌴",2016-02-15 18:46:36,0,0,,,
I'm still aghast at the people who brought their children to deadpool . Their was way to much nakedness for your under 10 to be looking at.,2016-02-15 18:46:35,0,0,,,
@QuintenLamar atrilli or piratebay thank me later,2016-02-15 18:46:33,0,0,@QuintenLamar,,
"La vie d'moi si elle veut pas aller voir deadpool demain, j'propose à quelqu'un d'autre.",2016-02-15 18:46:32,0,0,,,
"The Mission - Deadpool Triumphant, Fox's X-Men Forever & More Firepower http:// dld.bz/epz9M pic.twitter.com/ldqJGVYjWy",2016-02-15 18:46:32,0,0,,,
Yes please! RT @SuperheroFeed : DEADPOOL Producer Simon Kinberg Says X-FORCE Could Be R-Rated http:// bit.ly/1RHvLtM pic.twitter.com/rUiyjr2NOR,2016-02-15 18:46:32,0,0,@SuperheroFeed,,
"Deadpool director Tim Miller remembers when Fox execs told him, 'We just don't get it' http:// ift.tt/1U4o4yu",2016-02-15 18:46:31,0,0,,,
thank you @RyanReynolds . when an idol properly portrays your hero #Deadpool,2016-02-15 18:46:29,0,1,@RyanReynolds,#Deadpool,
@Yungdrew8 because then they would all be terrible. Deadpool was good because of the character. Can't pull that off with Thor,2016-02-15 18:46:29,0,0,@Yungdrew8,,
Deadpool was lit,2016-02-15 18:46:28,1,1,,,
Quiero ver Deadpool,2016-02-15 18:46:27,0,0,,,
Vou ve o filme deadpool,2016-02-15 18:46:27,0,1,,,
@TheNerdyTwit Deadpool Watched in cinema = Yes Rewatch at home = Yes Buy on Blu-Ray = Yes Buy the OST = Yes Recommend to others = Yes 5/5,2016-02-15 18:46:27,0,0,@TheNerdyTwit,,
"quiero ir a ver deadpool , esta la fiesta de la cerveza, con los guasones, los jovenes pordioseros, y nada aca sentado",2016-02-15 18:46:27,0,0,,,
Quiero ir a verrr deadpool,2016-02-15 18:46:24,0,0,,,
@mttgcast #askmttg tell me what you thought of the Grammys last night? Did you stay up & watch or have it TiVo. Did you see #deadpool yet?,2016-02-15 18:46:24,0,0,@mttgcast,#askmttg #deadpool,
BREAKING NEWS: the toughest critic (my bf) said #Deadpool wasn't bad = 2 had sex with 5,2016-02-15 18:46:23,0,0,,#Deadpool,
Deadpool was nice still,2016-02-15 18:46:23,1,0,,,
Deadpool rated R too I know it's the shit,2016-02-15 18:46:23,0,0,,,
"E o que dizer que todas as referências? MEU DEUS tinha muita referência para um filmes só, sem falar na zoação com os X-Men. #Deadpool",2016-02-15 18:46:23,0,0,,#Deadpool,
¿Habéis visto ya Deadpool ? ¿Qué os ha parecido? http://www. cuantarazon.com/998840/habeis- visto-ya-deadpool-que-os-ha-parecido … vía @cuantarazon,2016-02-15 18:46:23,0,0,@cuantarazon,,
' Deadpool ' tops the biggest R-rated box office debuts ever http:// fb.me/7bdsrU4ym,2016-02-15 18:46:23,0,0,,,
Gostei de um vídeo @YouTube de @loadcomics http:// youtu.be/NmMvgfs6WpM?a Crítica : DEADPOOL o Filme sem Spoiler !,2016-02-15 18:46:23,1,0,@YouTube @loadcomics,,
deadpool sem referências deve ter uns 10 minutos,2016-02-15 18:46:22,0,0,,,
"Deadpool was a great movie, then at 8 it will be time to watch the Grammys.",2016-02-15 18:46:22,0,3,,,
@LokiStrikes @YouTube o.o os imagináis que me toca uno seria un gran sueño tener esa figura de deadpool <3,2016-02-15 18:46:21,0,0,@LokiStrikes @YouTube,,
@VancityReynolds just watched deadpool for the 10th time in this short time.. best movie I've watched ..,2016-02-15 18:46:21,0,0,@VancityReynolds,,
Im actually tempted to go back to the cinema and pay to watch deadpool again it was that damn good,2016-02-15 18:46:21,0,1,,,
necesito ir a ver deadpool pero no tengo con quien q ganas de morir,2016-02-15 18:46:20,0,0,,,
@Castrezana Assisti ao deadpool ... Esperava mais depois do seu review e menos pelo Ryan R. e marvel. Então ficou na média!,2016-02-15 18:46:20,0,0,@Castrezana,,
Legal ver o deadpool entrevistar o monstro do @naosalvo .. Não péra...,2016-02-15 18:46:20,0,0,@naosalvo,,
If there's one thing #Deadpool proved this weekend it's that there is a HUGE untapped Leslie Uggams fanbase out there dying to be exploited.,2016-02-15 18:46:20,3,6,,#Deadpool,
por incrivel que pareça eu achei a dublagem de deadpool muito boa,2016-02-15 18:46:19,0,0,,,
Deadpool was so good man #L,2016-02-15 18:46:19,0,3,,#L,
#Deadpool pic.twitter.com/iqtHms0qCn,2016-02-15 18:46:18,0,0,,#Deadpool,
I thought deadpool was going to be better than it was.,2016-02-15 18:46:17,0,0,,,
DEADPOOL Marks The Death Of The X-Film As We Know It http:// birthmoviesdeath.com/2016/02/15/dea dpool-marks-the-death-of-the-x-film-as-we-know-them …,2016-02-15 18:46:16,0,1,,,
DeadPool was great,2016-02-15 18:46:15,0,0,,,
"Yo no fui, fue la mano de Deadpool #spoileralert",2016-02-15 18:46:14,0,0,,#spoileralert,
Deadpool is the best movie ever.,2016-02-15 18:46:13,0,2,,,
Muy buena Deadpool .,2016-02-15 18:46:13,0,1,,,
I already want another Deadpool movie,2016-02-15 18:46:13,0,0,,,
RT @kaskus Inilah Daftar Cameo dan Easter Egg Film Deadpool http:// ow.ly/YlBDq #ForumKaskus,2016-02-15 18:46:13,0,0,@kaskus,#ForumKaskus,
@FightOnTwist @MichaelCastFS Studios tried the R-rated comic adaptation before DEADPOOL . Remember that trash Tom Jane PUNISHER?,2016-02-15 18:46:12,0,0,@FightOnTwist @MichaelCastFS,,
Deadpool was dope. Can't wait for Hollywood to put out a ton of movies with a retro soundtrack that break the fourth wall due to its success,2016-02-15 18:46:12,0,1,,,
"Deadpool ( Deadpool ) - Latino, Ingles, Subtitulada, HD, 1080p, 720p, SD, Online Gratis - 2016 Gratis. http:// youpeliculasweb.com/deadpool ví @Youpeliculas",2016-02-15 18:46:12,0,0,@Youpeliculas,,
So Deadpool was amazing and so was dessert at Demetres pic.twitter.com/CavEw0kuRQ,2016-02-15 18:46:12,0,3,,,
Movie marathon kuy. Deadpool terus the boy. Sangar nih kak — the boy yuk. deadpool nya sama mas alvi soalnya https:// l.ask.fm/igoto/45DKECPW 7B667HQMHN2IG6NM7OGDZPYTRPZ6VCP7D7SLNZN62UYY2Z2MFFG46RZVKS67WHYJJQUH4DB7YEV7M2VONS5LPBR5UUARBEY3C53DWGP5B6MTGOHPZS2PFWD7SCSMUBQC2TTHDFMILWLAES3NVXGHNYUKYTFGLYDTQOPPYP7SFZZWHX6M6NPKJ47XTQI72VY= …,2016-02-15 18:46:12,0,0,,,
deadpool simplesmente foda,2016-02-15 18:46:11,0,0,,,
"Lol! Noooooooo Then deadpool is hell bound Mad max was on point, maybe u saw the camcorder version https:// twitter.com/sam_heat/statu s/699378681270112257 …",2016-02-15 18:46:11,0,0,,,
"Saw Deadpool again! Got even more amazing, don't know how",2016-02-15 18:46:10,0,3,,,
Rt o Fav si ya viste #DeadPool usando #YoYaViDeadPool pic.twitter.com/CON8TCSqIz,2016-02-15 18:46:10,0,0,,#DeadPool #YoYaViDeadPool,
Deadpool was fucking amazing.,2016-02-15 18:46:09,0,3,,,
"Preciso vê deadpool , geral falando que e muito bom",2016-02-15 18:46:09,0,0,,,
Seria uma pena.. SE EU DESSE O TRIPLO DE SPOILER DO FILME DO DEADPOOL,2016-02-15 18:46:09,0,0,,,
"@GerJP Por favor, que agarre por ese lado. Me sumo al pedido de los X-Force de Remender, pero ¿vos viste el final de Deadpool ? me da miedo.",2016-02-15 18:46:09,0,0,@GerJP,,
"Assisti Deadpool , best filme namoralzinha",2016-02-15 18:46:08,0,0,,,
"Ok...so Deadpool did/is doing well...I'm not a Warcraft,guy but I know they are nervous...",2016-02-15 18:46:05,2,4,,,
"Una nueva clase de Héroe... Una nueva clase de Rap... PRÓXIMAMENTE, DEADPOOL RAP, Esto va a estar bueno :G pic.twitter.com/YMh52o7VmH",2016-02-15 18:46:01,11,48,,,
DEADPOOL !,2016-02-15 18:46:01,0,0,,,
#cineenflamingos #Deadpool JJAJjajajaj XD,2016-02-15 18:45:59,0,1,,#cineenflamingos #Deadpool,
"Unidades limitadas de obsequios con motivo de Deadpool , solo lo más rápidos lo conseguirán!, ¡uno por persona!, ¿te lo vas a perder?",2016-02-15 18:45:57,3,4,,,
La película de Deadpool estuvo mejor con la compañía de los panas y mi novio,2016-02-15 18:45:56,0,0,,,
"Deadpool is awesome, definitely recommend watching it if you haven't!",2016-02-15 18:45:56,0,2,,,
