Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,polarity
699,ABigThingBadly,2017-10-22 13:21,0,0,happy death day,,,922150994728845312,-0.0516,0.453,0.43,0.116,Neg
700,fabiano_faca,2017-10-22 13:21,0,0,happy death day mt,@CinemarkOficial,,922150912092762115,-0.0516,0.406,0.385,0.208,Neg
701,Kreulgeek,2017-10-22 13:21,0,0,happy death day day lol,,,922150889456046081,0.3818,0.315,0.524,0.161,Pos
702,OriginalBryGuy,2017-10-22 13:20,0,0,loved happy death day please write movies get jessica rothe maybe make great,@ScottyLobdell,,922150746258329601,0.8779,0.151,0.541,0.309,Pos
703,shanjaneprior,2017-10-22 13:20,1,1,wait watch happy death day,@MattWhite92,#happydeathday,922150715228901377,-0.0516,0.368,0.349,0.283,Neg
704,RachelFelsey,2017-10-22 13:19,0,2,want someone take see happy death day,,,922150314828058625,0.0258,0.302,0.388,0.31,Pos
705,K5jayman,2017-10-22 13:18,0,0,happy death day scares box office,,,922150256464351232,-0.3818,0.485,0.285,0.231,Neg
706,KING5Seattle,2017-10-22 13:18,1,0,happy death day scares box office,,,922150256204230658,-0.3818,0.485,0.285,0.231,Neg
707,IVTpinky98,2017-10-22 13:18,0,0,happy death day,,,922150225053024256,-0.0516,0.453,0.43,0.116,Neg
708,hastings316,2017-10-22 13:18,0,0,film review terrible plot holes terrible watch miles,,#happydeathday #GroundhogDay,922150097579925507,-0.7351,0.508,0.0,0.492,Neg
709,pacaralvin,2017-10-22 13:17,0,0,happy death day,,,922150029065732096,-0.0516,0.453,0.43,0.116,Neg
710,ThemovieHB,2017-10-22 13:17,2,6,hey kids see check,,#happydeathday #happybirthday #movies #horror #cakes #knives,922149952863768576,0.0,0.0,0.0,1.0,Neu
711,anaclarazinh4,2017-10-22 13:17,0,1,finished watching happy death day say kinda like haha jessica rothe beautiful,,,922149897867968512,0.8238,0.166,0.535,0.299,Pos
712,_ObiMoo,2017-10-22 13:17,0,0,film lot groundhog whodunnit classic well done guessed,,#HappyDeathDay,922149827210772480,0.2732,0.0,0.231,0.769,Neu
713,yooitsbeaa,2017-10-22 13:17,0,1,happy death day,,,922149814191747073,-0.0516,0.453,0.43,0.116,Neg
714,DoniqueSybico,2017-10-22 13:16,0,0,happy death day,,,922149771485233152,-0.0516,0.453,0.43,0.116,Neg
715,samtheman7489,2017-10-22 13:16,0,0,film getting surprisingly decent see like watching happy death day,,,922149698609217536,0.5423,0.213,0.459,0.328,Pos
716,Phuiyie_B2UTY,2017-10-22 13:14,0,0,nice movie happy death day screen cinemas kuala wp kuala,@Golden @gscinemas,,922149297948446720,0.5574,0.212,0.462,0.326,Pos
717,joaofabricio_,2017-10-22 13:14,0,1,happy death day sc,@GNC_Cinemas @beea_oliv,,922149072089337856,-0.0516,0.406,0.385,0.208,Neg
718,intnmunirah,2017-10-22 13:13,0,0,thought happy death day would scary,,,922149016313331712,-0.5267,0.514,0.268,0.217,Neg
719,Scoots99,2017-10-22 13:13,0,0,liked video happy death day movie review,@YouTube,,922148818413645825,0.3818,0.271,0.451,0.278,Pos
720,LeahRuela,2017-10-22 13:12,0,1,watched movie robinsons galleria,,#HappyDeathDay #JessicaRothe #IsraelBroussard #RubyModine #CharlesmAitken,922148599898587136,0.0,0.0,0.0,1.0,Neu
721,szgnsude35,2017-10-22 13:11,0,1,word old friends met henson,,#happydeathday #sunday,922148542919204870,0.4767,0.0,0.437,0.563,Neu
722,MovieTickets,2017-10-22 13:11,7,11,box office top,,#Boo2 #Geostorm #HappyDeathDay #BladeRunner2049 #OnlyTheBrave,922148331601702912,0.2023,0.0,0.474,0.526,Neu
723,LCScreenTalk,2017-10-22 13:11,0,0,happy death day fell hard weekend domestic total,,#HappyDeathDay #Movies #Film,922148304242094081,-0.1531,0.379,0.264,0.357,Neg
724,HailLeviathan,2017-10-22 13:10,0,0,wonder alien ant farm getting royalties,,#HappyDeathDay,922148093847654400,0.0,0.0,0.0,1.0,Neu
725,AnisAsyiqin1,2017-10-22 13:09,0,1,neutral,,#HappyDeathDay,922147884841058304,0.0,0.0,0.0,1.0,Neu
726,JefferssonDavid,2017-10-22 13:09,0,0,happy death day jaja,,,922147873881501697,-0.0516,0.406,0.385,0.208,Neg
727,NiCaMillee13,2017-10-22 13:08,0,1,benta nung shetmalu oy happy death day interesting,,,922147643370889216,0.3612,0.255,0.418,0.327,Pos
728,MisterYoSoh1,2017-10-22 13:08,0,0,watching happy death day,,,922147601851432960,-0.0516,0.406,0.385,0.208,Neg
729,candidoooog,2017-10-22 13:07,0,2,tara ba haha fuck rio wallet si lennon nag aya din happy death day haha shetmalu,,,922147486570913792,-0.0516,0.334,0.328,0.338,Neu
730,Bridget_Cauley,2017-10-22 13:06,0,0,happy death day superb,,,922147159075680260,0.5994,0.307,0.614,0.079,Pos
731,TrevorJ1s,2017-10-22 13:05,0,0,happy death day worth seeing theaters trust sacred kind,@Uptomyknees,,922146927084539906,0.8126,0.193,0.609,0.198,Pos
732,dystineeleann,2017-10-22 13:04,16,5,still wanna go see boo happy death day,,,922146548628250624,-0.0516,0.287,0.272,0.441,Neu
733,VioletRosette,2017-10-22 13:03,0,0,happy death day dope,,,922146495918309377,-0.0516,0.406,0.385,0.208,Neg
734,Keyshowshoow,2017-10-22 13:02,9,8,need see happy death day,,,922146148336455681,-0.0516,0.368,0.349,0.283,Neg
735,AkiThomas1,2017-10-22 13:02,0,0,happy death day,,,922146115285286913,-0.0516,0.453,0.43,0.116,Neg
736,K1ngLevi,2017-10-22 13:00,0,0,happy death day something talk lls worth seeing,,,922145594461839363,0.1779,0.269,0.386,0.345,Pos
737,cineworld,2017-10-22 13:00,1,9,would die day,,#HappyDeathDay,922145539440852992,-0.5994,0.661,0.0,0.339,Neg
738,ODEONcinemasIRE,2017-10-22 13:00,0,0,think slasher version groundhog,,#HappyDeathDay,922145532545396736,0.0,0.0,0.0,1.0,Neu
739,RobRuiz123,2017-10-22 12:59,0,6,ringtone da club cent happy death day,,,922145499213262849,-0.0516,0.31,0.294,0.397,Neu
740,thearkofe,2017-10-22 12:58,0,0,enjoy,@Mr_Sun_Shine,#HappyDeathDay,922145038687227904,0.4939,0.0,1.0,0.0,Pos
741,Mr_Sun_Shine,2017-10-22 12:57,0,0,clever concept fix miserable lazy outta making worst major release seen,,#HappyDeathDay,922144770880876545,-0.7783,0.495,0.152,0.354,Neg
742,ShaamilJalil,2017-10-22 12:56,0,0,gila mindfcuk kaww happy death day dengan,,,922144670666207232,-0.0516,0.31,0.294,0.397,Neu
743,Piapasok,2017-10-22 12:55,0,3,bad happy death day sundays ano paaa huhuhuhu gusto ko marath huhu,,,922144320605470721,-0.5719,0.368,0.184,0.448,Neu
744,qusairiyami,2017-10-22 12:53,0,0,wanna watch happy death day baaad,,,922143934247243777,-0.0516,0.336,0.319,0.345,Neu
745,stephanielee_3,2017-10-22 12:52,0,1,happy death day really good recommend,,,922143556814430211,0.6976,0.25,0.621,0.128,Pos
746,OfficialCJ93,2017-10-22 12:52,0,0,let see good watching happy death day parkway cinemas,,,922143536329515008,0.4019,0.236,0.4,0.364,Pos
747,trinaboice,2017-10-22 12:51,0,0,warped version timed perfectly halloween,,#GroundhogDay #moviereview #HappyDeathDay,922143347355009025,0.6369,0.0,0.512,0.488,Pos
748,Maniah_,2017-10-22 12:50,0,0,nobody love enough take go see happy death day madea,,,922143100289667073,0.6124,0.207,0.42,0.372,Pos
749,Brietjuh,2017-10-22 12:48,0,1,dagje bioscoop,@Path,#bladerunner2049 #happydeathday #Cinemec,922142748127387648,0.0,0.0,0.0,1.0,Neu
750,CrispinoDouglas,2017-10-22 12:47,0,1,happy death day group writers cackling,,,922142475342381057,-0.0516,0.336,0.319,0.345,Neu
751,Brietjuh,2017-10-22 12:47,0,1,dagje bioscoop,@Path,#bladerunner2049 #happydeathday #Cinemec,922142450117955587,0.0,0.0,0.0,1.0,Neu
752,lanaxkyla,2017-10-22 12:47,0,0,happy death day fake,,,922142400755175429,-0.5106,0.598,0.316,0.085,Neg
753,biancasimonee,2017-10-22 12:47,3,1,wanna see happy death day,,,922142361676861440,-0.0516,0.368,0.349,0.283,Neg
754,clarkyox,2017-10-22 12:46,0,0,quick turn around watching happy death day last night boss baby today,,,922142061171748865,-0.0516,0.222,0.21,0.568,Neu
755,feraalwi,2017-10-22 12:46,0,0,okay next happy death day,,,922142058684358656,0.1779,0.339,0.487,0.174,Pos
756,maspqlele,2017-10-22 12:45,0,0,espero que esse filme happy death day seja bom,,,922141968725049344,-0.0516,0.267,0.253,0.479,Neu
757,cinematreasures,2017-10-22 12:45,0,0,happy death day rated starts friday halloween thriller takes template,,,922141775526952960,0.0516,0.244,0.319,0.438,Neu
758,buterace,2017-10-22 12:44,0,17,wig going happy death day,,,922141690638594048,-0.0516,0.368,0.349,0.283,Neg
759,austinpayne3579,2017-10-22 12:44,0,1,yall ready halloween mixtape coming,,#SoundCloud #happydeathday,922141579149705218,0.3612,0.0,0.385,0.615,Neu
760,paullferrer,2017-10-22 12:43,0,0,opens uk far less us opening due released cut,@BBFC @universaluk,#HappyDeathDay,922141473440714758,-0.2732,0.208,0.0,0.792,Neu
761,atikahfaizah97,2017-10-22 12:41,1,0,dasar sabrinaaa kau ni macam kat movie happy death day tauu,,,922140835105292288,-0.0516,0.235,0.223,0.542,Neu
762,angschmitchen,2017-10-22 12:41,0,0,okay real happy death day good disappointed,,,922140773658841089,0.128,0.4,0.486,0.114,Pos
763,fourteenacross,2017-10-22 12:39,0,0,happy death day delightfully,,#31horrorfilms31days,922140480217014272,0.5423,0.317,0.602,0.081,Pos
764,Mayacarolina9,2017-10-22 12:39,0,0,happy death day movie,,,922140446960136192,-0.0516,0.406,0.385,0.208,Neg
765,ophuton,2017-10-22 12:39,14,44,happy death day,,,922140332669538305,-0.0516,0.453,0.43,0.116,Neg
766,ashley10016,2017-10-22 12:38,1,1,quiero ver happy death day alguien que,,,922140216529424384,-0.0516,0.31,0.294,0.397,Neu
767,Jatay1985,2017-10-22 12:38,0,0,thought happy death day would scary,,,922140180517187584,-0.5267,0.514,0.268,0.217,Neg
768,theaugustusrex,2017-10-22 12:37,0,0,happy death day lol,,,922139955324903426,0.3818,0.342,0.57,0.088,Pos
769,Kim67072459,2017-10-22 12:37,0,0,finally going see happy death day excited see keep watching,,,922139747492999168,0.296,0.229,0.359,0.412,Neu
770,yadadscrib,2017-10-22 12:35,0,1,want go eat see happy death day,,,922139349743030272,0.0258,0.302,0.388,0.31,Pos
771,emmaovermatter,2017-10-22 12:35,0,1,happy death day dumb movie,,,922139331883499520,-0.5423,0.558,0.287,0.155,Neg
772,paullferrer,2017-10-22 12:34,0,0,certificate always going stop matching us opening scream ikwydls movies never well uk us,,#HappyDeathDay,922139125154803712,-0.6921,0.379,0.0,0.621,Neu
773,Jamie__Ervin,2017-10-22 12:34,0,0,need go see happy death day,,,922138984746291200,-0.0516,0.336,0.319,0.345,Neu
774,grommet,2017-10-22 12:33,0,0,wim big groundhog day cinema happy death day,@Century,,922138969210580992,-0.0516,0.287,0.272,0.441,Neu
775,NO_H8,2017-10-22 12:33,0,0,happy death day,,,922138939418382336,-0.0516,0.453,0.43,0.116,Neg
776,HCMovieReviews,2017-10-22 12:33,0,1,could start new slasher check review,,#HappyDeathDay #horror,922138826511876098,0.0,0.0,0.0,1.0,Neu
777,thesockpuppet,2017-10-22 12:33,0,1,first ever chiquitos experience going see happy death day bring,,,922138766063669248,-0.0516,0.25,0.237,0.513,Neu
778,IamKEEMAN,2017-10-22 12:33,0,1,entertained last reminded fun sort like scream much less gory also,,#HappyDeathDay,922138765090545664,0.7003,0.148,0.467,0.385,Pos
779,greylighteu,2017-10-22 12:33,0,0,happy death day ni macam dia cari pembunuh tapi dalaman dia yg mati hahaha,,,922138744823562241,0.5267,0.176,0.329,0.495,Neu
780,AdamTheQuirky,2017-10-22 12:32,0,0,going see lovely,@UniversalHorror,,922138632068231168,0.5859,0.0,0.655,0.345,Pos
781,DIANA_TMQ,2017-10-22 12:31,0,0,happy death day looks cool af,,,922138462039371776,0.2732,0.302,0.465,0.233,Pos
782,cue_movie,2017-10-22 12:30,0,0,happy death day,,#movie #,922138061001039873,-0.0516,0.453,0.43,0.116,Neg
783,shenipzn,2017-10-22 12:29,0,1,wanna watch happy death day,,,922137897322422274,-0.0516,0.368,0.349,0.283,Neg
784,TheJessePete,2017-10-22 12:29,0,0,happy death day funny friend said blade runner really,,,922137758885404673,0.7096,0.209,0.524,0.267,Pos
785,Melcakes88,2017-10-22 12:27,0,2,good perfect sunday afternoon film watch,,#happydeathday,922137364704694272,0.765,0.0,0.623,0.377,Pos
786,egy_share,2017-10-22 12:27,0,0,happy death day hd,,,922137345100582913,-0.0516,0.406,0.385,0.208,Neg
787,droidlife4me,2017-10-22 12:27,0,1,fool us see,@KermodeMovie,#happydeathday,922137337496330246,-0.4404,0.592,0.0,0.408,Neg
788,Dejaentendu88,2017-10-22 12:25,0,1,rare movie day happy death day,@testpatternshow @blinkbomber,#slendermanandtheoverlookhotel #horrormovielovers,922136944661975040,-0.0516,0.336,0.319,0.345,Neu
789,THEREAL_ARCHGOD,2017-10-22 12:25,0,0,happy death day,,,922136898650497024,-0.0516,0.453,0.43,0.116,Neg
790,RocksteadyYote,2017-10-22 12:25,0,2,oh yeah went see happy death day yesterday,,,922136898210095104,0.25,0.264,0.399,0.338,Pos
791,JahKiaBagby,2017-10-22 12:24,0,0,anybody seen happy death day,,,922136652440571904,-0.0516,0.368,0.349,0.283,Neg
792,maxtendolp,2017-10-22 12:24,0,0,ich mag das happy death day mit jodie calussi ninotaku tv smn,@YouTube,,922136485767405568,-0.0516,0.222,0.21,0.568,Neu
793,metacritic,2017-10-22 12:23,2,3,weekend box tyler boo madea halloween geostorm happy death day blade runner,,,922136434110164992,-0.0516,0.222,0.21,0.568,Neu
794,aljonyap,2017-10-22 12:22,0,0,thansk company,@victorolav,#backtobackmovie #badgenius #happydeathday,922136124796977158,0.0,0.0,0.0,1.0,Neu
795,azmihatta_,2017-10-22 12:22,0,0,pegi ah tengok happy death day confirm hilang penat,,,922135962339049473,-0.0516,0.267,0.253,0.479,Neu
796,SyahWong,2017-10-22 12:21,0,0,next happy death day,,,922135848958623744,-0.0516,0.406,0.385,0.208,Neg
797,glenntownsend06,2017-10-22 12:20,0,0,happy death day,,,922135693962354688,-0.0516,0.453,0.43,0.116,Neg
798,snsdoyeon,2017-10-22 12:20,0,0,seen every happy death day trailer bc im using dailymotion,,,922135589146845184,-0.0516,0.25,0.237,0.513,Neu
799,barryelbeardo85,2017-10-22 12:20,0,1,happy death day review barry el via,@YouTube,,922135490907734017,-0.0516,0.31,0.294,0.397,Neu
800,xverion_,2017-10-22 12:19,0,0,hear recommend bad movie called happy death day,,,922135403645296640,-0.296,0.42,0.352,0.227,Neg
801,ebbs18_,2017-10-22 12:18,0,0,want go see happy death day later,,,922135081438859270,0.0258,0.302,0.388,0.31,Pos
802,Matthew_Burton1,2017-10-22 12:18,0,0,performance thing makes,,#JessicaRothe #HappyDeathDay,922134970281414656,0.0,0.0,0.0,1.0,Neu
803,daniela_fidalgo,2017-10-22 12:17,1,0,estou planear ir ver happy death day com eloy e espero mesmo que quero imenso,,,922134937452666880,-0.0516,0.199,0.189,0.612,Neu
804,lulacinderella,2017-10-22 12:17,0,0,watched happy death day today brother usual cover eyes ears,,,922134769567129601,-0.0516,0.25,0.237,0.513,Neu
805,lina_uchi,2017-10-22 12:17,0,0,happy death day totally fun entertaining really like made love carter,,,922134749144956928,0.9304,0.146,0.666,0.188,Pos
806,playerhamster1,2017-10-22 12:17,0,0,happy death day really bad quality,@uk_turk,,922134726604984320,-0.6115,0.534,0.257,0.208,Neg
807,zulhilmizaim,2017-10-22 12:16,0,0,happy death day,,,922134645616951296,-0.0516,0.453,0.43,0.116,Neg
808,JamieNeish,2017-10-22 12:16,0,0,liked happy death day nice see slasher film making well deserved comeback jessica rothe,,,922134639715680256,0.7579,0.16,0.469,0.37,Pos
809,DEJATORIANA,2017-10-22 12:16,0,1,dead ass see happy death day leave houma imma mad,,,922134497692397573,-0.9081,0.676,0.155,0.168,Neg
810,GreatScott9185,2017-10-22 12:15,0,0,liked video happy death day movie clip parking garage movieclips coming soon,@YouTube,,922134377395519488,0.3818,0.201,0.335,0.464,Neu
811,GreatScott9185,2017-10-22 12:15,0,0,liked video happy death day movie clip tree gets attacked movieclips coming soon,@YouTube,,922134251113533443,-0.1027,0.308,0.29,0.402,Neu
812,Teece84,2017-10-22 12:15,0,0,bad,,#happydeathday #odeon,922134235942674436,-0.5423,1.0,0.0,0.0,Neg
813,charlcallaghan,2017-10-22 12:14,1,7,happy death day solid,,,922134061207949312,0.1027,0.382,0.52,0.098,Pos
814,amxxa1,2017-10-22 12:13,0,0,watched happy death day yesterday overrated tbh kinda creeped,,,922133753874534400,-0.0516,0.267,0.253,0.479,Neu
815,jlbenfield,2017-10-22 12:13,0,0,trying play cool watching,,#HappyDeathday #Halloween,922133744005341184,0.5719,0.0,0.701,0.299,Pos
816,GreatScott9185,2017-10-22 12:12,0,0,liked video happy death day jeffy sml,@YouTube,,922133689831706627,0.3818,0.271,0.451,0.278,Pos
817,sy4fqhwhat,2017-10-22 12:12,0,1,happy death day serius best,,,922133585292697601,0.6124,0.283,0.572,0.145,Pos
818,filmtvz,2017-10-22 12:12,0,0,happy death day college student relives day murder,,#film,922133575884996608,-0.7096,0.497,0.214,0.289,Neg
819,janocatalasan,2017-10-22 12:12,0,1,solid happy death day,,,922133525028933632,0.1027,0.382,0.52,0.098,Pos
820,idginicole,2017-10-22 12:11,0,7,alright still seen happy death day,,,922133398323261440,0.2023,0.31,0.452,0.238,Pos
821,okpahola,2017-10-22 12:11,9,6,quiero ver happy death day,,,922133334108590080,-0.0516,0.368,0.349,0.283,Neg
822,_CarlosReyesM,2017-10-22 12:11,0,1,yo ver happy death day ni cuando estuvo en,,,922133289061806080,-0.0516,0.267,0.253,0.479,Neu
823,GreatScott9185,2017-10-22 12:09,0,0,liked video happy death day official trailer,@YouTube,,922132881815887872,0.3818,0.271,0.451,0.278,Pos
824,mridgaf16,2017-10-22 12:09,0,0,happy death day film year,@UniversalHorror,,922132785195872256,-0.0516,0.368,0.349,0.283,Neg
825,richsambrook,2017-10-22 12:09,0,2,happy death day good film,,,922132728270741504,0.4019,0.312,0.528,0.16,Pos
826,therealeric916,2017-10-22 12:08,0,1,perry happy death runner,,,922132528873508864,-0.0516,0.406,0.385,0.208,Neg
827,kierstenmarie_,2017-10-22 12:08,0,2,wants go see happy death day w,,,922132516265324544,-0.0516,0.336,0.319,0.345,Neu
828,playerhamster1,2017-10-22 12:08,0,0,happy death day available,@PyramidAddOn,,922132454181351425,-0.0516,0.406,0.385,0.208,Neg
829,dannadehaan,2017-10-22 12:08,0,0,ganda ng happy death day,,,922132441233371136,-0.0516,0.368,0.349,0.283,Neg
830,caglaaduru,2017-10-22 12:07,0,0,happy death day istanbul,@Cinemaximum @emremerdamert,#nw,922132353945952258,-0.0516,0.406,0.385,0.208,Neg
831,MYSTCHAEY,2017-10-22 12:07,0,0,biar jadi happy death day,,,922132294466379776,-0.0516,0.368,0.349,0.283,Neg
832,luna_moonsilver,2017-10-22 12:06,0,1,got back seeing really fun got amazing montage middle leaves questions though,,#HappyDeathDay,922132094419193857,0.8251,0.0,0.434,0.566,Neu
833,rchrdrocks,2017-10-22 12:05,0,0,nood tayo happy death day,,,922131885991403522,-0.0516,0.368,0.349,0.283,Neg
834,Irfvvns,2017-10-22 12:05,0,0,happy death day disappointment really hahaha save cash watch,,,922131854861275137,0.5956,0.323,0.497,0.18,Pos
835,lovelyjaehyung,2017-10-22 12:04,0,0,literally ahaha go watch happy death day rrlllyyy good,,,922131631229546502,0.4019,0.236,0.4,0.364,Pos
836,DianaSyafuddin,2017-10-22 12:04,0,0,takboleh move dgn happy death day,,,922131467152453632,-0.0516,0.336,0.319,0.345,Neu
837,3plii,2017-10-22 12:03,0,2,happy death day,,# #,922131395895537668,-0.0516,0.453,0.43,0.116,Neg
838,hopeebuueno,2017-10-22 12:03,1,2,happy death day lame btw waste money,,,922131310717550593,-0.7003,0.586,0.228,0.185,Neg
839,budock_malas98,2017-10-22 12:03,0,0,nak tengok happy death day tak kesampaian sebab nak kena take care anak sedara yg still underage,,,922131301284462592,0.4588,0.157,0.278,0.565,Neu
840,dyemery,2017-10-22 12:03,0,0,happy death day pitch perfect maze death,,,922131227703902208,-0.1027,0.429,0.407,0.165,Neg
841,niknurhanini,2017-10-22 12:02,0,0,watch happy death day trailer help decide watch tomorrow haha,@dygnurhaziela,,922131082337599490,0.6705,0.202,0.487,0.311,Pos
842,privera0607,2017-10-22 12:02,0,1,ayer vi happy death day esta semana sola con la housemate que saben estoy,,,922131062586839040,-0.0516,0.199,0.189,0.612,Neu
843,AlexStrodder,2017-10-22 12:01,0,0,happy death day brilliant,,,922130919472926726,0.5574,0.315,0.605,0.081,Pos
844,WayneFox79,2017-10-22 12:01,0,0,groundhog day watching happy death day odeon kettering,,,922130910870372353,-0.0516,0.287,0.272,0.441,Neu
845,pikukuh22,2017-10-22 12:01,0,1,watching happy death day,,,922130834697601024,-0.0516,0.406,0.385,0.208,Neg
846,unitegeekradio,2017-10-22 12:01,0,0,week middle middle blade runner maybe happy death day plus brell gears unite,,,922130779106369536,-0.0516,0.21,0.199,0.591,Neu
847,bentheslayer,2017-10-22 12:00,0,0,check review clever,,#HappyDeathDay,922130595437785090,0.4588,0.0,0.6,0.4,Pos
848,BillieNH06,2017-10-22 12:00,0,0,went friend gabby pumpkin happy death day haunted haunted hills,,,922130441095827460,-0.4939,0.459,0.314,0.227,Neg
849,MovieNumbers,2017-10-22 12:00,0,0,weekend estimates,,#Boo2 #Geostorm #HappyDeathDay,922130438377705474,0.0,0.0,0.0,1.0,Neu
850,Melissa_perez02,2017-10-22 11:59,0,0,happy death day,,,922130415560749057,-0.0516,0.453,0.43,0.116,Neg
851,ivankajnino,2017-10-22 11:59,0,0,never even crossed mind killer going,,#happydeathday,922130338708672512,-0.6486,0.462,0.0,0.538,Neu
852,angecurtissmith,2017-10-22 11:59,0,0,akala ko dahil sa happy death day,,,922130296241135620,-0.0516,0.31,0.294,0.397,Neu
853,xyieanax33,2017-10-22 11:58,0,1,happy death day,,,922130024462999552,-0.0516,0.453,0.43,0.116,Neg
854,replikokurt,2017-10-22 11:57,0,0,kutlu olsun happy death day,,,922129788625661953,-0.0516,0.368,0.349,0.283,Neg
855,DianaSyafuddin,2017-10-22 11:56,0,0,happy death day sumpah best gilos,,,922129459808833536,0.6124,0.264,0.534,0.203,Pos
856,SB_inspiration,2017-10-22 11:56,0,0,older brothers show movies see happy death day,,,922129442348007424,-0.0516,0.287,0.272,0.441,Neu
857,lloydsmodrn,2017-10-22 11:56,0,4,happy death day actually really good movie,,,922129426598342656,0.4576,0.264,0.466,0.27,Pos
858,KingQuest100_,2017-10-22 11:55,0,1,happy death day decent ass movie,,,922129401717944321,-0.5719,0.525,0.262,0.213,Neg
859,SieanaMakeshift,2017-10-22 11:55,0,0,film review happy death day something fun coming,,,922129216648499200,0.4767,0.245,0.44,0.314,Pos
860,i71Sheriff,2017-10-22 11:55,0,1,loved every moment great mexican joke happy death day great way,,,922129176529899520,0.9337,0.145,0.669,0.186,Pos
861,keepinupw_b,2017-10-22 11:54,0,0,happy death day,,,922128953380343809,-0.0516,0.453,0.43,0.116,Neg
862,_daimonia,2017-10-22 11:53,0,1,going see happy death day today,,,922128860795240449,-0.0516,0.336,0.319,0.345,Neu
863,VirchyMG,2017-10-22 11:53,0,0,please half bag installment happy death day seriousness worst movie ever,@redlettermedia,,922128706180730880,-0.4939,0.434,0.283,0.283,Neg
864,Phinmeister,2017-10-22 11:52,0,0,heard happy death day awful,,,922128618226040832,-0.4939,0.548,0.294,0.159,Neg
865,RichterrCallie,2017-10-22 11:52,0,6,recommend happy death day,,,922128608092712965,0.3182,0.351,0.559,0.09,Pos
866,CrushesAndBlah,2017-10-22 11:52,0,0,going see couple god,,#HappyDeathDay,922128475594649600,0.2732,0.0,0.412,0.588,Neu
867,armnnrcso,2017-10-22 11:52,0,0,hey happy death day pretty,,,922128455914762240,0.4588,0.305,0.539,0.156,Pos
868,trinewman2,2017-10-22 11:52,1,5,happy death day done mod,,,922128415976648704,-0.0516,0.368,0.349,0.283,Neg
869,IshiLeeYanEh,2017-10-22 11:51,0,0,watched happy death day le boyfie,,,922128312247259137,-0.0516,0.336,0.319,0.345,Neu
870,hafidafhmsr,2017-10-22 11:51,0,0,happy death day,,,922128233004335104,-0.0516,0.453,0.43,0.116,Neg
871,katiekawaiii,2017-10-22 11:49,0,0,happy death day today might see,,,922127804627431425,-0.0516,0.336,0.319,0.345,Neu
872,Jeaneeeeel,2017-10-22 11:48,0,0,yung kahit hindi namin nasimulan yung happy death day gumora parin ahaha di nya ako natiis bwahahha,,,922127496773898240,-0.0516,0.173,0.164,0.664,Neu
873,riyardiarisman,2017-10-22 11:47,0,0,suka bgt sama,,#HappyDeathDay,922127349683970048,0.0,0.0,0.0,1.0,Neu
874,liz_ferrao,2017-10-22 11:47,1,2,happy death day es una basura de gasten su dinero,,,922127285465047043,-0.0516,0.25,0.237,0.513,Neu
875,nikaaaaaaaaaays,2017-10-22 11:47,0,1,happy death day,,,922127222344839168,-0.0516,0.453,0.43,0.116,Neg
876,1STMETALGOD,2017-10-22 11:47,0,1,bad expected entertaining refreshing film see,,#Geostorm #happydeathday,922127181060419584,-0.1531,0.337,0.279,0.385,Neu
877,Still_Prettyyyy,2017-10-22 11:46,0,0,still havent seen happy death day momoo brought tickets got loaded missed,,,922127067227086849,-0.2621,0.3,0.181,0.519,Neu
878,fay_snz,2017-10-22 11:45,0,0,finally gonna see happy death day,,,922126789387931650,-0.0516,0.336,0.319,0.345,Neu
879,jayylyyn_,2017-10-22 11:45,0,0,happy death day goood movie,,,922126721884794880,-0.0516,0.368,0.349,0.283,Neg
880,ProRoyalFamily,2017-10-22 11:45,1,0,came happy death day enjoyed much loved little nods teen horror genre groundhog,,,922126708572147721,0.552,0.28,0.415,0.305,Pos
881,RocioECano,2017-10-22 11:43,0,0,encontrar feliz de tu muerte gratis en buena calidad eso es estoy viendo happy death day,,,922126336029810692,0.0,0.179,0.225,0.596,Neu
882,mxxrakmalia,2017-10-22 11:43,0,1,happy death day saya bagi sebab carter senyum nampak dimple hikhik,,,922126324994424834,-0.0516,0.235,0.223,0.542,Neu
883,_DORCASLIM,2017-10-22 11:43,0,0,happy death day lol,,,922126322045820928,0.3818,0.342,0.57,0.088,Pos
884,ALFREYGREEN,2017-10-22 11:42,1,1,movie marathon happy death day snowman short break,,,922125977563684871,-0.0516,0.287,0.272,0.441,Neu
885,MrPopShit,2017-10-22 11:42,0,0,good movie watching happy death day,,,922125959154855936,0.4019,0.289,0.489,0.222,Pos
886,Shantelszxxxxxx,2017-10-22 11:41,0,0,j watching happy death day,,,922125883770638336,-0.0516,0.406,0.385,0.208,Neg
887,safiddnyzd,2017-10-22 11:41,0,0,geostorm happy death day escape room bisik pada langit kingsman crucifixion mother,,,922125838916530176,0.128,0.213,0.295,0.492,Neu
888,ngeltrash,2017-10-22 11:41,0,0,berasa lg jd peran utama happy death day yakk wkwk,,,922125674051072002,-0.0516,0.25,0.237,0.513,Neu
889,ERCboxoffice,2017-10-22 11:40,19,14,top boo geostorm happy death day blade runner brave,,#1 #2 #3 #4 #5,922125483671674880,0.6124,0.219,0.5,0.281,Pos
890,notjoelyn,2017-10-22 11:40,0,0,happy death day weee theatres,@Shaw @shawsg,,922125481171980290,-0.0516,0.368,0.349,0.283,Neg
