Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,polarity
1494,richfelix_,2017-10-23 22:58,0,0,happy death day,,,922658522885582848,-0.0516,0.453,0.43,0.116,Neg
1495,PHC_ONL,2017-10-23 22:56,0,0,created happy death day full,,,922658063365980160,0.2023,0.336,0.491,0.172,Pos
1496,Approximation,2017-10-23 22:54,0,0,saw happy death day today almost really dug thought,@jessica_rothe,,922657541007532032,-0.0516,0.267,0.253,0.479,Neu
1497,mila_rey02,2017-10-23 22:52,0,2,patch closed happy death day one showing,,,922656928475504641,-0.0516,0.31,0.294,0.397,Neu
1498,JayLightit,2017-10-23 22:51,0,2,showed killer minutes go knew plot twist coming horror fan logic,,#HappyDeathDay,922656892136181762,-0.7717,0.437,0.126,0.437,Neu
1499,PaulRex37,2017-10-23 22:51,0,0,sinking feeling screen would cut saw happy death day actually,@UniversalHorror,,922656891603480576,-0.2023,0.349,0.302,0.349,Neu
1500,horrorman1980,2017-10-23 22:51,0,0,great kept guessing till,@UniversalHorror,,922656750255394819,0.6249,0.0,0.577,0.423,Pos
1501,Ahmanduhx,2017-10-23 22:51,0,0,think happy death day funniest movie friends,,,922656730093416448,0.7579,0.225,0.601,0.173,Pos
1502,RestlessFighter,2017-10-23 22:51,0,0,pretty good,,#HappyDeathDay,922656645280354304,0.7269,0.0,1.0,0.0,Pos
1503,karenbascar,2017-10-23 22:50,2,13,happy death day,,,922656409929396224,-0.0516,0.453,0.43,0.116,Neg
1504,ddaddyjohnson,2017-10-23 22:49,0,0,kam see happy death day,,,922656157260500993,-0.0516,0.368,0.349,0.283,Neg
1505,ohyesitstanell_,2017-10-23 22:48,0,0,still want go see happy death day,,,922656061143863297,0.0258,0.302,0.388,0.31,Pos
1506,SpecialistDK,2017-10-23 22:48,0,0,thrown lack rude,@50cent,#HappyDeathDay,922656049789681664,-0.6486,0.841,0.0,0.159,Neg
1507,EbkDev_,2017-10-23 22:48,0,0,happy death day good,,,922656028709224449,0.4019,0.339,0.574,0.087,Pos
1508,hialexis_,2017-10-23 22:48,3,1,happy death day scary cute movie,,,922656006961758208,-0.1027,0.449,0.424,0.127,Neg
1509,gailexx,2017-10-23 22:48,0,10,happy death day actually good,,,922655926846230533,0.4019,0.312,0.528,0.16,Pos
1510,Kccunn10,2017-10-23 22:47,0,0,happy death day good movie,,,922655759942541312,0.4019,0.312,0.528,0.16,Pos
1511,Killaa_Z,2017-10-23 22:47,0,1,happy death day lame lol,,,922655647795204096,-0.0516,0.472,0.458,0.07,Neg
1512,naomyj_,2017-10-23 22:46,0,1,alex went see happy death day without,,,922655622134452224,-0.0516,0.31,0.294,0.397,Neu
1513,Jakobe_deveraa,2017-10-23 22:46,0,5,anyone watched happy death day catch sam pottorff end,,,922655485387407360,-0.0516,0.267,0.253,0.479,Neu
1514,Tone_MrPerfect,2017-10-23 22:46,2,3,wana see happydeathday tomorrow tuesday,,,922655452869152768,0.0,0.0,0.0,1.0,Neu
1515,AngieConstanti5,2017-10-23 22:45,0,1,sigo feliz porque desde el trailer de happy death day supe quien era el asesino,,,922655267002683392,-0.0516,0.189,0.18,0.631,Neu
1516,NORAFIFI_,2017-10-23 22:45,1,1,nak tengok tombiruo geostorm foreigner happy death day oct ni keluar thor pulak many movies watch,,,922655182604947457,-0.0516,0.181,0.171,0.648,Neu
1517,fayoyoyo,2017-10-23 22:43,0,2,ones wanna watch happy death day waht im gud,,,922654788700946432,-0.0516,0.267,0.253,0.479,Neu
1518,Zbrown110,2017-10-23 22:43,0,1,happy death day good,,,922654727690686466,0.4019,0.339,0.574,0.087,Pos
1519,ManassasCinema,2017-10-23 22:42,0,0,showtimes tuesday october mountain us happy death day,,,922654508110532608,-0.0516,0.287,0.272,0.441,Neu
1520,chasingthem00n,2017-10-23 22:42,0,0,happy death day like halloween movie,,,922654377130655746,0.3182,0.298,0.473,0.229,Pos
1521,SesiliaNv,2017-10-23 22:41,0,0,happy death day sih trailler nya nonton,,,922654368762961920,-0.0516,0.31,0.294,0.397,Neu
1522,CenayangFilm,2017-10-23 22:41,1,0,geostorm itu film lucu lucuan yang lebih ngehibur lagi si happy death day,,,922654200818892800,-0.0516,0.21,0.199,0.591,Neu
1523,troxytroxclair,2017-10-23 22:41,0,13,someone go see happy death day movie,,,922654182221299713,-0.0516,0.31,0.294,0.397,Neu
1524,SpecialistDK,2017-10-23 22:40,0,0,watch happy death day best teen slasher since scream,,,922653991900651521,0.3182,0.338,0.405,0.256,Pos
1525,marioradium,2017-10-23 22:39,0,0,added video playlist first impressions happy death day,@YouTube,,922653830927519744,0.1779,0.269,0.386,0.345,Pos
1526,cultjer,2017-10-23 22:38,2,4,jessica rothe must outplay happy death day,@DelaliBessa,,922653516019191809,-0.0516,0.31,0.294,0.397,Neu
1527,ljbarranda_,2017-10-23 22:36,0,3,happy death day,,,922653062782734336,-0.0516,0.453,0.43,0.116,Neg
1528,austinalanis04,2017-10-23 22:36,3,2,happy death day good,,,922653054301818880,0.4019,0.339,0.574,0.087,Pos
1529,_jordandos,2017-10-23 22:35,0,0,happy death day,,,922652697505026048,-0.0516,0.453,0.43,0.116,Neg
1530,henrrirosee,2017-10-23 22:33,1,1,visto happy death day veces honestamente la una,,,922652328813125633,-0.0516,0.287,0.272,0.441,Neu
1531,KuhnCinema,2017-10-23 22:33,0,0,showing mountain us rated showtimes monday thursday happy death day,,,922652300610539520,-0.0516,0.25,0.237,0.513,Neu
1532,BrinnayBilleter,2017-10-23 22:32,0,2,happy death day shit,,,922652019826946048,-0.5859,0.615,0.303,0.082,Neg
1533,ptrcklnce,2017-10-23 22:32,0,5,happy death day,,,922651909818691584,-0.0516,0.453,0.43,0.116,Neg
1534,awesome9866,2017-10-23 22:30,0,1,saw movie happy death day,,#happydeathday #happydeathdaymovie,922651570571038720,-0.0516,0.368,0.349,0.283,Neg
1535,thecomfyspot,2017-10-23 22:30,0,0,almost review happy death day,,,922651402341699584,-0.0553,0.362,0.34,0.298,Neg
1536,tylermiller2496,2017-10-23 22:30,0,0,almost review happy death day,,,922651394972282886,-0.0553,0.362,0.34,0.298,Neg
1537,Smalls2233,2017-10-23 22:29,0,0,happy death day stupid fun,,,922651206878748672,-0.0772,0.477,0.458,0.065,Neg
1538,Z1035Toronto,2017-10-23 22:29,2,4,listen win prize pack including tix movie passes,@TonyMonaco,#Halloween #TorontosHorrorHallways #HappyDeathDay,922651195314982913,0.7964,0.0,0.542,0.458,Pos
1539,_kingiil,2017-10-23 22:28,0,1,happy death day buena pero mato,,,922650898756751360,-0.0516,0.336,0.319,0.345,Neu
1540,LilCedes_,2017-10-23 22:27,0,0,either gonna come movies either way gonna go see happy death day,,,922650770067066885,-0.0516,0.222,0.21,0.568,Neu
1541,OhSnapItsMeBeck,2017-10-23 22:27,0,8,happy death day got shook,,,922650667839295490,-0.1531,0.482,0.336,0.182,Neg
1542,3pillars_ent,2017-10-23 22:26,0,0,happy death day halloween bash friday parties co giving away trip vegas chance win,,,922650520975687680,0.8658,0.147,0.551,0.302,Pos
1543,GudGuy_,2017-10-23 22:25,0,0,happy death day halloween bash friday parties co giving away trip vegas chance win,,,922650346169626624,0.8658,0.147,0.551,0.302,Pos
1544,RazanQraini,2017-10-23 22:25,0,1,happy death day il,@HollywoodBlvd,,922650328847314944,-0.0516,0.406,0.385,0.208,Neg
1545,jewelu_,2017-10-23 22:25,2,0,someone go watch happy death day,,,922650163600089089,-0.0516,0.336,0.319,0.345,Neu
1546,ScoopGirl79,2017-10-23 22:25,0,0,liked video happy death day movie review,@YouTube,,922650116225486848,0.3818,0.271,0.451,0.278,Pos
1547,Emi_Cv,2017-10-23 22:21,0,4,ya quiero ver happy death day,,,922649301087428609,-0.0516,0.336,0.319,0.345,Neu
1548,therealayul,2017-10-23 22:21,0,0,happy death day amazing,,,922649218967158784,0.5574,0.315,0.605,0.081,Pos
1549,B_lovescinema,2017-10-23 22:21,1,2,watching unc time loop movie slasher,@mrtthomas,#HappyDeathDay #LetsSee #MovieBuff,922649120761896961,0.0,0.0,0.0,1.0,Neu
1550,FelipeCicero,2017-10-23 22:20,0,0,normal mas coloquei como toque de celular mesmo toque da tree filme happy death day,,,922648994425266176,-0.0516,0.189,0.18,0.631,Neu
1551,aolpr,2017-10-23 22:20,0,0,happy death day good film,,,922648965052542977,0.4019,0.312,0.528,0.16,Pos
1552,kthmje,2017-10-23 22:20,0,0,wanna watch happy death day,,,922648933913960449,-0.0516,0.368,0.349,0.283,Neg
1553,kangmje,2017-10-23 22:18,0,0,might watch happy death day still stretch,,,922648474994249733,-0.0516,0.31,0.294,0.397,Neu
1554,sopeeezy,2017-10-23 22:17,0,1,dead af bc happy death day interesting funny omg spooky,,,922648251135705088,0.0258,0.364,0.413,0.222,Pos
1555,joybessonen,2017-10-23 22:15,1,1,btw love carter happy death day,,,922647672003084294,0.6124,0.264,0.534,0.203,Pos
1556,Reys_Sultan,2017-10-23 22:15,0,0,saya suka video happy death day official trailer theaters friday october,@YouTube,,922647644857683968,-0.0516,0.235,0.223,0.542,Neu
1557,sassgodjohnson,2017-10-23 22:15,0,0,watched happy death day hollywood set wkhcsuuwjw actress playing danielle rollercoaster,,,922647607054237701,0.1531,0.224,0.316,0.46,Neu
1558,NoahFilley,2017-10-23 22:14,0,5,hi happy death day scream queens,,,922647522744549376,-0.4404,0.496,0.278,0.226,Neg
1559,luvwinss,2017-10-23 22:14,0,0,happy death day scary like moments made jump,,,922647345782837250,-0.2263,0.41,0.358,0.231,Neg
1560,alivia_cross,2017-10-23 22:13,0,4,happy death day thinking going killed tonight relive day sos,,,922647315587923968,-0.6908,0.44,0.194,0.366,Neg
1561,keyofmgy,2017-10-23 22:12,0,2,happy death day surprisingly less humor golden,,#DriveInTheater,922647006094528512,0.4228,0.267,0.528,0.205,Pos
1562,schuylertwt,2017-10-23 22:11,0,0,watching happy death day,,,922646756956938240,-0.0516,0.406,0.385,0.208,Neg
1563,jxsrodriguez,2017-10-23 22:10,0,1,wanna watch happy death day bad,,,922646531026685953,-0.5719,0.525,0.262,0.213,Neg
1564,KyleTague,2017-10-23 22:10,0,3,happy death day slashery cupcake charming lead performance effective fun theater,,,922646431336349696,0.875,0.164,0.584,0.252,Pos
1565,__chloeee_,2017-10-23 22:10,0,5,happy death day actually good orrrr,,,922646366924541952,0.4019,0.289,0.489,0.222,Pos
1566,DevotedGenius,2017-10-23 22:09,0,0,neutral,,#HappyDeathDay #RegalMovies,922646181800501248,0.0,0.0,0.0,1.0,Neu
1567,jessiemaltin,2017-10-23 22:09,2,34,husband finally catching happy death day,,,922646097213800448,-0.0516,0.336,0.319,0.345,Neu
1568,ethanpete_34,2017-10-23 22:08,0,3,saw happy death day listen candyman zedd first two lines song absolutely piss,,,922645913444610053,-0.4927,0.335,0.18,0.486,Neu
1569,paulinearmie,2017-10-23 22:08,0,5,sundays genius foreigner happy death day want watch alllll,,,922645835099205632,0.0258,0.262,0.336,0.403,Neu
1570,IonCareeeeeee,2017-10-23 22:08,0,0,happy death day thought would way better tho,,,922645831592939520,0.4019,0.252,0.426,0.323,Pos
1571,aididroslan,2017-10-23 22:07,0,0,happy death day dh tkpe kita lepak jela klau free,,,922645787758149632,0.4767,0.218,0.391,0.391,Neu
1572,fav_movie0307,2017-10-23 22:05,0,0,happy death day,,,922645239185199105,-0.0516,0.453,0.43,0.116,Neg
1573,katiatca,2017-10-23 22:04,0,0,ya quierooooo ver,,#HappyDeathDay,922644923891011584,0.0,0.0,0.0,1.0,Neu
1574,GeeksUnderGrace,2017-10-23 22:03,0,0,may deliver great amount surprisingly fun deathday,@UniversalHorror,#HappyDeathDay,922644572819410946,0.8625,0.0,0.706,0.294,Pos
1575,InEvent_,2017-10-23 22:02,0,0,watch,,#moviesanywhere #movies #HappyDeathDay,922644455349473280,0.0,0.0,0.0,1.0,Neu
1576,Swaciey,2017-10-23 22:01,0,0,young audiences flock happy death day,,,922644073588121600,-0.0516,0.336,0.319,0.345,Neu
1577,_dianeroxanne,2017-10-23 21:58,0,2,happy death day,,,922643459948736512,-0.0516,0.453,0.43,0.116,Neg
1578,artsy3029,2017-10-23 21:58,0,1,walwal day happy death day,,#1,922643409000472576,-0.0516,0.368,0.349,0.283,Neg
1579,ryannbowling1,2017-10-23 21:57,0,1,happy death day best movie ever,,,922643199155417088,0.6124,0.264,0.534,0.203,Pos
1580,Thatcoolkidluke,2017-10-23 21:56,0,4,happy death day goddamn riot advertised self aware many questions,,,922642902211350529,-0.7845,0.522,0.182,0.296,Neg
1581,jonjondiaries,2017-10-23 21:53,0,0,box happy death day crushes runner million variety,,#utm_medium,922642175933874177,-0.4767,0.439,0.239,0.323,Neg
1582,marics_poclan,2017-10-23 21:52,0,0,october happy death day,,,922641885574733824,-0.0516,0.406,0.385,0.208,Neg
1583,nae_jnb,2017-10-23 21:52,0,0,seen happy death day,,,922641872165711872,-0.0516,0.406,0.385,0.208,Neg
1584,ebsterrrr,2017-10-23 21:51,0,0,watching happy death day although save fly,,,922641756323287040,0.4588,0.264,0.466,0.27,Pos
1585,_juicenjen,2017-10-23 21:51,0,0,happy death day,,,922641675176087552,-0.0516,0.453,0.43,0.116,Neg
1586,bathushah,2017-10-23 21:51,0,1,hopefully watch happy death day,,,922641582444052480,0.3612,0.317,0.52,0.163,Pos
1587,40ozNmyLap,2017-10-23 21:50,0,2,fuck gonna go see happy death day tonight dont feel like guess convinced watch amazing spidey,@TShakW,,922641536986288128,0.1754,0.32,0.343,0.337,Pos
1588,ConnerWS,2017-10-23 21:49,0,0,seeing really want see jessica rothe play barbara gordon flick,@jessica_rothe @joss,#HappyDeathDay #Batgirl,922641141618556928,0.4576,0.0,0.333,0.667,Neu
1589,horrosreviews,2017-10-23 21:49,1,0,gory happy death day review,,,922641134832189441,-0.0516,0.368,0.349,0.283,Neg
1590,MoviefreakSara,2017-10-23 21:46,0,0,happy death day christopher,,,922640417207627776,-0.0516,0.406,0.385,0.208,Neg
1591,heyitsmecang,2017-10-23 21:46,0,0,parang gusto panoorin happy death day,,,922640351680008192,-0.0516,0.336,0.319,0.345,Neu
1592,elizabethjhang,2017-10-23 21:45,0,3,guessed killer watching happy death day movie basically stephen,,,922640179273322496,-0.6705,0.458,0.207,0.335,Neg
1593,YONGESTREETGOG,2017-10-23 21:44,0,0,watching,,#happydeathday,922639975543332865,0.0,0.0,0.0,1.0,Neu
1594,rauchoman,2017-10-23 21:43,0,0,un video de la misma vida una otra happy death day,@YouTube,,922639728201093120,-0.0516,0.235,0.223,0.542,Neu
1595,mostlylisa1,2017-10-23 21:42,0,0,maybe keep serial killer red throw mom big,,#HappyDeathDay,922639401120825346,-0.6486,0.381,0.0,0.619,Neu
1596,Show_0223,2017-10-23 21:41,0,2,happy death day,,,922639185395240960,-0.0516,0.453,0.43,0.116,Neg
1597,laneh_,2017-10-23 21:41,0,1,yey naa najud happy death day,,,922639093246205954,-0.0516,0.336,0.319,0.345,Neu
1598,mostlylisa1,2017-10-23 21:40,0,0,spoiler really wish killer would think cool,,#HappyDeathDay,922638781135622144,-0.0735,0.33,0.382,0.288,Pos
1599,burnettski92,2017-10-23 21:38,1,4,got friend happy death day cupcake proud accurate got,@HallieKoontz,,922638401425297408,0.7269,0.206,0.529,0.265,Pos
1600,selfdxstruction,2017-10-23 21:36,0,0,happy death day good movie,,,922637953045643265,0.4019,0.312,0.528,0.16,Pos
1601,iFly__High,2017-10-23 21:35,0,0,finally found link happy death day something watch later,,,922637583255048192,-0.0516,0.267,0.253,0.479,Neu
1602,UntemperedTV,2017-10-23 21:32,0,1,saw last night quality pure fun entertainment found delightful,,#HappyDeathDay,922636975835897856,0.872,0.0,0.623,0.377,Pos
1603,Splosia,2017-10-23 21:32,0,1,yeah waited til today til hell slightly annoying happy death day,,,922636900602654720,-0.7203,0.478,0.252,0.269,Neg
1604,caaarri_,2017-10-23 21:30,0,0,happy death day actually good,,,922636467360419840,0.4019,0.312,0.528,0.16,Pos
1605,StarVsEvil4100,2017-10-23 21:30,0,5,get jump scared watching happy death day,,,922636325106454533,-0.4767,0.469,0.255,0.276,Neg
1606,kraftalek,2017-10-23 21:30,0,1,happy death day easily worst movie ever seen,,,922636282760695808,-0.4404,0.442,0.337,0.221,Neg
1607,KeatonZDixon,2017-10-23 21:29,0,0,happy death day worst writing movie ever see,,,922636184987123712,-0.6486,0.479,0.222,0.299,Neg
1608,lampacharlize_,2017-10-23 21:29,0,9,bad genius happy death day,,,922636029449846785,-0.5719,0.565,0.282,0.153,Neg
1609,chloehoughton_,2017-10-23 21:28,0,0,still get awesome happy death day amazing incredible actress,@jessica_rothe,,922635910063312898,0.8271,0.19,0.566,0.244,Pos
1610,BartoloRossell,2017-10-23 21:27,0,0,happy death day super dura,,,922635571176136705,0.5719,0.289,0.563,0.148,Pos
1611,fraanceferrer,2017-10-23 21:27,0,0,gusto ko mag sine ng happy death day,,,922635534156972037,-0.0516,0.287,0.272,0.441,Neu
1612,gilbertura,2017-10-23 21:26,1,1,happy death day worst movie ever seen dawg,,,922635482059681792,-0.6486,0.479,0.222,0.299,Neg
1613,nouispells,2017-10-23 21:26,0,1,translated wanna watch geostorm homeworks still ghosting even scarier happy death day,,,922635360013656064,-0.0516,0.222,0.21,0.568,Neu
1614,___andjackie,2017-10-23 21:26,0,0,roommate said happy death day good,,,922635356612235269,0.4019,0.289,0.489,0.222,Pos
1615,xoxokimmynicole,2017-10-23 21:26,2,2,wait see happy death day w thursday,@etx_marlee @_britanyy_,,922635355932651520,-0.0516,0.336,0.319,0.345,Neu
1616,MatthewKBegbie,2017-10-23 21:25,0,0,happy death day,,,922635099237056512,-0.0516,0.453,0.43,0.116,Neg
1617,SixthDeclension,2017-10-23 21:25,0,0,saw happy death day,,,922635074696372224,-0.0516,0.406,0.385,0.208,Neg
1618,morg44,2017-10-23 21:24,0,2,ok actually kinda legit,,#HappyDeathDay,922634820131414016,0.296,0.0,0.423,0.577,Neu
1619,lyrin_daniele,2017-10-23 21:23,0,5,well girl happy death day birthday gonna die,,,922634735104520198,-0.4588,0.443,0.33,0.227,Neg
1620,xfdrmag,2017-10-23 21:22,1,0,unexpected treat,@UniversalHorror,#HappyDeathDay,922634390819160064,0.4019,0.0,0.73,0.27,Pos
1621,FilmMomatic,2017-10-23 21:21,0,1,happy death day extremely silly lots brings fresh coat horror tropes impressive performance,@jessica_rothe,,922634139408281600,0.2716,0.3,0.423,0.277,Pos
1622,_DashawnJ_,2017-10-23 21:20,7,23,dude happy death day u call went fuckin fuck calling,,,922633940611018753,-0.5719,0.433,0.216,0.351,Neg
1623,Haley_Dorman11,2017-10-23 21:19,0,1,highly recommend everyone watching,,#HappyDeathDay,922633728362532864,0.4201,0.0,0.482,0.518,Neu
1624,BriaRonae,2017-10-23 21:19,0,0,see happy death day,,,922633641855012865,-0.0516,0.406,0.385,0.208,Neg
1625,ayekaysha,2017-10-23 21:19,0,1,ending happy death day actually surprising asf lmao,,,922633536200429568,0.7003,0.222,0.551,0.227,Pos
1626,sexistlemon,2017-10-23 21:19,0,0,happy death day fantastic hope jessica roth every role thrown bc goodest,,,922633521763676165,0.743,0.176,0.462,0.362,Pos
1627,LAimee76,2017-10-23 21:18,0,1,happy death day really pleasantly,,,922633261037309953,0.4927,0.3,0.546,0.154,Pos
1628,Trammel_Amy18,2017-10-23 21:16,0,0,going see happy death day tomorrow idc,,,922632825861558272,-0.0516,0.31,0.294,0.397,Neu
1629,dmbmeg,2017-10-23 21:16,0,0,happy death day,,,922632812305485825,-0.0516,0.453,0.43,0.116,Neg
1630,xfablizx,2017-10-23 21:15,1,1,un novio para que compre taquillas para mean saque ver happy death day que lleve cheesecake que abrace,,,922632696710533120,-0.0516,0.165,0.157,0.678,Neu
1631,MCKLEFLEUR,2017-10-23 21:14,0,0,watched happy death day wanna admit good movie fucking soundcloud ads knocked,,,922632243767627777,0.5423,0.192,0.414,0.394,Pos
1632,ChaChachinggg,2017-10-23 21:14,0,0,happy death day,,,922632240487571456,-0.0516,0.453,0.43,0.116,Neg
1633,1965EPerez,2017-10-23 21:13,0,2,dream warriors best nightmare taking daughter saturday see happy death day,,,922632109969174528,0.7184,0.188,0.476,0.337,Pos
1634,itschrispow,2017-10-23 21:12,0,1,happy death day,@blumhouse,#concept #art #chrispowdesign #design #designer #graphics,922631923679318017,-0.0516,0.453,0.43,0.116,Neg
1635,garinshouse,2017-10-23 21:12,0,0,hope like thank much seeing,,,922631899054510083,0.7845,0.0,0.798,0.202,Pos
1636,NahNahBad,2017-10-23 21:12,0,1,happy death day,,,922631804334628864,-0.0516,0.453,0.43,0.116,Neg
1637,thechickenbrat,2017-10-23 21:11,0,1,saw happy death day one funny scene wish could,,,922631724042997761,0.6597,0.214,0.511,0.275,Pos
1638,paulenelee,2017-10-23 21:11,0,0,going watch happy death day,,#16th,922631705432702976,-0.0516,0.368,0.349,0.283,Neg
1639,VanessaPocol,2017-10-23 21:11,0,0,happy death day one dumbest movies ever seen,,,922631486196523008,-0.5423,0.453,0.233,0.314,Neg
1640,trzx_,2017-10-23 21:10,0,0,want watch happy death day,,,922631471050801152,0.0258,0.358,0.459,0.183,Pos
1641,subvrbs,2017-10-23 21:10,0,0,decided watch happy death day battle sexes hope kt isnt uhhh,,,922631343422312448,0.0258,0.323,0.328,0.348,Neu
1642,danitza_lua,2017-10-23 21:10,0,1,ya quiero ver la de,,#HappyDeathDay,922631316029562881,0.0,0.0,0.0,1.0,Neu
1643,b6421,2017-10-23 21:09,0,1,always makes wary relegates title like happy death day play lakeline seat bei alamo drafthouse cinema slaughter lane,@drafthouse,,922631068410417152,0.5719,0.147,0.325,0.528,Neu
1644,canasa_theGOAT,2017-10-23 21:08,0,0,watched happy death day,,,922630827346944000,-0.0516,0.406,0.385,0.208,Neg
1645,teeSQUAARED,2017-10-23 21:06,0,0,ending day wit happy death day today good day like yesterday n day,,,922630410911150080,0.6369,0.186,0.433,0.381,Pos
1646,SikasAhmed2,2017-10-23 21:03,0,0,happy death day,,,922629704556908545,-0.0516,0.453,0.43,0.116,Neg
1647,scottishrose42,2017-10-23 21:03,0,2,sleep watched jeepers creeper happy death day movie see whats next,,,922629617864847361,-0.0516,0.235,0.223,0.542,Neu
1648,calellcasuncad,2017-10-23 20:58,0,0,happy death day,,,922628260315332608,-0.0516,0.453,0.43,0.116,Neg
1649,ONLifeCulture,2017-10-23 20:57,0,0,wanna see maybe jigsaw,,#HappyDeathDay,922628066383486976,0.0,0.0,0.0,1.0,Neu
1650,SwykiatriceJ,2017-10-23 20:57,0,0,thrilled happy death day storm fall asleep one,,#movienight,922627958656917504,0.4019,0.252,0.426,0.323,Pos
1651,HankSPa,2017-10-23 20:56,0,0,stand hey want go see,,#NFL #NoFlagsLeague #HappyDeathDay,922627887605387264,0.0772,0.0,0.245,0.755,Neu
1652,AliHonnold,2017-10-23 20:55,0,1,kind looks good happy death day playing,@RogersEva,,922627622055620609,0.7845,0.22,0.667,0.113,Pos
1653,MAYbeGigs,2017-10-23 20:55,0,0,watch happy death day also birthday sarah,,,922627546339950592,-0.0516,0.31,0.294,0.397,Neu
1654,Eva200029Salas,2017-10-23 20:55,0,0,need go watch,,#HappyDeathDay,922627476819345408,0.0,0.0,0.0,1.0,Neu
1655,Cinemax3d,2017-10-23 20:54,0,0,el jueves estrenaremos,,#FelizD #HappyDeathDay,922627349933379584,0.0,0.0,0.0,1.0,Neu
1656,vaagaaryy,2017-10-23 20:54,1,0,cant wait watch happy death day,,,922627327854395392,-0.7844,0.633,0.0,0.367,Neg
1657,uhItzel_,2017-10-23 20:53,0,2,happy death day good,,,922627128310554624,0.4019,0.339,0.574,0.087,Pos
1658,silaf_harris18,2017-10-23 20:53,0,0,trying go see happy death day,,,922627057405906944,-0.0516,0.336,0.319,0.345,Neu
1659,jaswiththeswag,2017-10-23 20:52,0,1,happy death day sooooo deff,,,922626752026947587,-0.0516,0.368,0.349,0.283,Neg
1660,Popn_C4,2017-10-23 20:49,1,2,want go see happy death day,,,922626118229938176,0.0258,0.328,0.42,0.252,Pos
1661,abbyridinger,2017-10-23 20:48,0,1,still want see happy death day,,,922625710841389056,0.0258,0.328,0.42,0.252,Pos
1662,BossLady_Kaury,2017-10-23 20:48,0,0,happy death day website trying figure wanna good friend watch watch anyway,,,922625710392569856,0.7096,0.18,0.452,0.369,Pos
1663,BohemierSnekz,2017-10-23 20:46,0,0,happy death day birthday biachhhhh miss u girlfriennnnnd,@Ghastly,,922625371681501185,-0.2023,0.417,0.28,0.303,Neg
1664,cmilasmwnd,2017-10-23 20:42,0,0,eu te ajudo com dois reais ai tu leva pra assistir happy death day pq eu sedenta,,,922624408174387201,-0.0516,0.173,0.164,0.664,Neu
1665,maweeeatsrice,2017-10-23 20:42,0,0,update im watching happy death day bogo prize,,,922624351303712768,0.4767,0.245,0.44,0.314,Pos
1666,murphmatinee,2017-10-23 20:42,0,0,bit late review new horror movie happy death day check,,,922624177919623168,-0.5994,0.415,0.202,0.383,Neg
1667,JakeCRobinson,2017-10-23 20:41,0,0,looks,,#HappyDeathDay #HappyDeathDayMovie,922624073863229442,0.0,0.0,0.0,1.0,Neu
1668,conlan007,2017-10-23 20:40,0,1,ok happy death day ridiculous scary thrilling stretch little clever intentionally,,,922623748213215238,0.2748,0.379,0.463,0.158,Pos
1669,bonniewright,2017-10-23 20:39,0,0,review happy death day,@letterboxd,,922623460827856897,-0.0516,0.406,0.385,0.208,Neg
1670,AyanaLayon,2017-10-23 20:38,0,0,watch happy death day tho,,,922623353889939456,-0.0516,0.368,0.349,0.283,Neg
1671,manuel_coutino,2017-10-23 20:38,0,1,para el estreno de,,#HappyDeathDay #FelizD,922623345614643201,0.0,0.0,0.0,1.0,Neu
1672,chrisssixo,2017-10-23 20:38,0,0,actually happy death day good,,,922623314945892352,0.4019,0.312,0.528,0.16,Pos
1673,boocanan,2017-10-23 20:38,0,5,horror movie awards hell snowman lmao jigsaw happy death day,,,922623228799053824,-0.3818,0.455,0.396,0.149,Neg
1674,kswdakt,2017-10-23 20:37,0,0,death,,,922623063375663105,-0.5994,1.0,0.0,0.0,Neg
1675,AlexaBlissfan09,2017-10-23 20:37,0,0,going see happy death day week looks awesome,,,922622998233927680,0.5994,0.234,0.467,0.299,Pos
1676,terrapingouda,2017-10-23 20:36,0,0,total fun halloween,@UniversalHorror,#happydeathday #HappyDeathDayMovie,922622917984247808,0.5106,0.0,0.623,0.377,Pos
1677,JasonMBray,2017-10-23 20:35,0,1,watching happy death day plays restaurant stop,,#Supernatural,922622600706215936,-0.1027,0.412,0.385,0.203,Neg
1678,Accordion27,2017-10-23 20:34,0,0,part happy death day whole audience reacted offended disgust character,@UniversalHorror,,922622358267006976,-0.7269,0.503,0.19,0.308,Neg
1679,bonniewright,2017-10-23 20:34,0,0,assisti hoje happy death day e aaaaa,,,922622183813328896,-0.0516,0.336,0.319,0.345,Neu
1680,greedy4dw,2017-10-23 20:34,0,6,happy death day soooo good,,,922622175642816512,0.4019,0.312,0.528,0.16,Pos
1681,elyjahbenitoII,2017-10-23 20:33,0,0,sine tayo happy death day lang sapat na,,,922622009829482496,-0.0516,0.287,0.272,0.441,Neu
1682,ervy_arceo,2017-10-23 20:33,0,1,happy death day,,,922621956762976256,-0.0516,0.453,0.43,0.116,Neg
1683,iamjoshuagrey,2017-10-23 20:32,0,0,round,@UniversalHorror,#HappyDeathDay,922621750797619200,0.0,0.0,0.0,1.0,Neu
1684,indoorswomen,2017-10-23 20:29,0,4,trying tonight originally turned intrigued premise good reviews,,#HappyDeathDay #Octoberflix,922620918844837888,0.4404,0.0,0.293,0.707,Neu
