Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,polarity
1639,HeardAndrew,2017-10-15 15:12,0,0,heard film,,#filmmaking #happydeathday,919642203990917121,0.0,0.0,0.0,1.0,Neu
1640,pheeee_b,2017-10-15 15:12,0,1,forever scared baby masks happy death day,,,919642184994897920,-0.4767,0.469,0.255,0.276,Neg
1641,Aintyouqwaun,2017-10-15 15:12,0,0,happy death day,,,919642157463556096,-0.0516,0.453,0.43,0.116,Neg
1642,noticiasrdapp,2017-10-15 15:12,0,0,happy death day sube al primer lugar en taquilla,,,919642079868829697,-0.0516,0.267,0.253,0.479,Neu
1643,411mania,2017-10-15 15:12,0,0,box office happy death day opens big claim,,#1,919642033500823552,-0.0516,0.287,0.272,0.441,Neu
1644,burpybrian,2017-10-15 15:12,0,13,omg believe followers main character,@jessica_rothe,#HappyDeathDay,919642027230486528,0.0,0.0,0.0,1.0,Neu
1645,thesarahevans,2017-10-15 15:11,1,3,fun slasher movie surprised made jump hard highly recommend,,#HAPPYDEATHDAY,919642022302109701,0.7645,0.097,0.555,0.347,Pos
1646,theianbagley,2017-10-15 15:11,0,0,young audiences flock happy death day,,,919642006057611270,-0.0516,0.336,0.319,0.345,Neu
1647,cozymamacita,2017-10-15 15:11,6,5,nah fr go w watch happy death day get wingstop,,,919641940013887488,-0.1531,0.353,0.247,0.4,Neu
1648,DaddyJazzy123,2017-10-15 15:11,0,0,lol happy death day funny af,,,919641931486978048,0.6705,0.255,0.614,0.131,Pos
1649,therealamiya_,2017-10-15 15:11,0,0,happy death day dumb asf,,,919641908325920768,-0.5423,0.558,0.287,0.155,Neg
1650,KapilLakra5,2017-10-15 15:10,0,0,happy death day via,@YouTube,,919641704331923456,-0.0516,0.406,0.385,0.208,Neg
1651,NYT,2017-10-15 15:10,0,0,young audiences flock happy death day,,,919641699546292225,-0.0516,0.336,0.319,0.345,Neu
1652,TitularesEnt,2017-10-15 15:10,0,0,happy death day ahuyenta blade runner de primer lugar en estados unidos,,,919641686585823234,-0.0516,0.222,0.21,0.568,Neu
1653,maddiejm25,2017-10-15 15:10,1,2,happy birthday one thanks fun times awful pictures together try get killed today,,#HappyDeathDay,919641595863019520,0.34,0.295,0.39,0.315,Pos
1654,Gvlden_NK,2017-10-15 15:10,0,0,wanna see happy death day,,,919641576233754625,-0.0516,0.368,0.349,0.283,Neg
1655,itz_otterpop21,2017-10-15 15:10,0,0,watch happy death day,,#askzach,919641575071739904,-0.0516,0.406,0.385,0.208,Neg
1656,andrewkfb,2017-10-15 15:09,0,2,happy death day exactly want nothing definitely recommend,,,919641347782475776,-0.5053,0.508,0.307,0.184,Neg
1657,urieonafurry,2017-10-15 15:08,0,2,going see happy death day wish luck,,,919641254044098561,0.6705,0.239,0.577,0.184,Pos
1658,_BrendaaaaaR,2017-10-15 15:08,0,1,happy death day fucking sucked gave much anxiety solid,,,919641208380469249,-0.5563,0.489,0.291,0.22,Neg
1659,FilmBookRomney,2017-10-15 15:08,0,0,movie news october happy death day harvey gigantic,,,919641126784692226,-0.0516,0.287,0.272,0.441,Neu
1660,raulvaderrdz,2017-10-15 15:08,2,5,reaction,,#HappyDeathDay #StardustApp,919641021520203777,0.0,0.0,0.0,1.0,Neu
1661,cincyfreemovies,2017-10-15 15:07,0,0,put happy death day must see,,,919640985923129344,-0.0516,0.336,0.319,0.345,Neu
1662,ii_newsdesk,2017-10-15 15:07,0,0,box happy death day crushes runner million,,#HollywoodNews,919640915345657860,-0.4767,0.469,0.255,0.276,Neg
1663,OnlyTrailers,2017-10-15 15:07,0,0,happy death day trailers clips movieclips trailer,,,919640822576025600,-0.0516,0.31,0.294,0.397,Neu
1664,The_Wise,2017-10-15 15:07,0,0,daddy daughter date movies theater,@Amc,#happydeathday #newportmall #jerseycity #amc,919640821099630592,0.0,0.0,0.0,1.0,Neu
1665,FilmBookTomasi,2017-10-15 15:07,0,1,news october,,#Movie #HAPPYDEATHDAY #HarveyWeinstein #GIGANTIC,919640807845408768,0.0,0.0,0.0,1.0,Neu
1666,tazminmerchant,2017-10-15 15:07,0,1,october,,#MovieNews #HAPPYDEATHDAY #HarveyWeinstein #GIGANTIC,919640802405396480,0.0,0.0,0.0,1.0,Neu
1667,TheHTMN,2017-10-15 15:07,0,0,october,,#Movie_News #HAPPY_DEATH_DAY #Harvey_Weinstein #GIGANTIC,919640800610226176,0.0,0.0,0.0,1.0,Neu
1668,FBMovieNews,2017-10-15 15:07,0,1,october,,#MovieNews #HAPPYDEATHDAY #HarveyWeinstein #GIGANTIC,919640795216351232,0.0,0.0,0.0,1.0,Neu
1669,Frankles2001,2017-10-15 15:06,0,0,happy death day shorter tho,,,919640721283534848,-0.0516,0.368,0.349,0.283,Neg
1670,CarmikeFlem12,2017-10-15 15:06,0,0,new foreigner pm happy death day,,,919640674470899718,-0.0516,0.336,0.319,0.345,Neu
1671,MobbinDre,2017-10-15 15:06,3,5,wanna go movies see happy death day,,,919640591780188160,-0.0516,0.31,0.294,0.397,Neu
1672,Kissinkaybee,2017-10-15 15:05,0,0,going watch happy death day get work,,,919640505117495296,-0.0516,0.31,0.294,0.397,Neu
1673,panda_on_alm,2017-10-15 15:05,0,1,see happy death day week,,#goals,919640434997059584,-0.0516,0.368,0.349,0.283,Neg
1674,PopHorrorNews,2017-10-15 15:05,0,3,tops weekend box office,@BoxOfficeMojo,#HappyDeathDay #Horror,919640425203453952,0.5106,0.0,0.524,0.476,Pos
1675,mmatalktrash22,2017-10-15 15:05,0,1,far likely get happy death day another blade runner sad state us movie crowds,,,919640424142303232,-0.5106,0.323,0.171,0.507,Neu
1676,LargeROBLOX,2017-10-15 15:05,0,0,twists freaking mind blowing story,@UniversalHorror,,919640395235160064,-0.4215,0.412,0.0,0.588,Neu
1677,ThePeterMancuso,2017-10-15 15:05,0,1,happy death day could mediocre horror film somewhat saved strong direction acting coy,,,919640376188776448,0.1602,0.306,0.372,0.322,Pos
1678,naooquerosaber,2017-10-15 15:05,0,1,que venha ver happy death day,,,919640345385816064,-0.0516,0.336,0.319,0.345,Neu
1679,FilmBookWilliam,2017-10-15 15:05,0,0,movie news october happy death day harvey gigantic,,,919640342886060033,-0.0516,0.287,0.272,0.441,Neu
1680,MikaylaBrieann1,2017-10-15 15:05,0,1,wanna see happy death day,,,919640323193745414,-0.0516,0.368,0.349,0.283,Neg
1681,realkirragenee,2017-10-15 15:05,5,0,want see happy death day,,,919640311705436160,0.0258,0.358,0.459,0.183,Pos
1682,hollyoutbreak,2017-10-15 15:05,1,1,film beating million,,#HappyDeathDay #1 #Boxoffice #BladeRunner2049 #TopTen,919640300397776897,-0.4588,0.6,0.0,0.4,Neg
1683,ElSoldeDurango,2017-10-15 15:05,0,0,happy death day destrona blade runner en taquillas de eu,,#Cine #NotiSolDgo #Durango,919640270915846144,-0.0516,0.25,0.237,0.513,Neu
1684,FilmBookJoseph,2017-10-15 15:04,0,0,movie news october happy death day harvey gigantic,,,919640236652683264,-0.0516,0.287,0.272,0.441,Neu
1685,216tameriya,2017-10-15 15:04,0,0,finna watch happy death day,,,919640213063954433,-0.0516,0.368,0.349,0.283,Neg
1686,ireri__,2017-10-15 15:04,0,1,happy death day like disney movie lol,,,919640189504454656,0.6249,0.245,0.566,0.189,Pos
1687,RichTVXAmerica,2017-10-15 15:04,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919640150199685120,-0.0516,0.21,0.199,0.591,Neu
1688,LargeROBLOX,2017-10-15 15:04,0,2,saw friggin recommend see,,#HappyDeathDay,919640081811599360,0.4201,0.0,0.482,0.518,Neu
1689,FilmBookdotCom,2017-10-15 15:03,0,0,movie news october,,#HAPPYDEATHDAY #HarveyWeinstein #GIGANTIC,919639878660341760,0.0,0.0,0.0,1.0,Neu
1690,sierraleee7,2017-10-15 15:03,0,0,wants go see happy death day,,,919639862164246529,-0.0516,0.336,0.319,0.345,Neu
1691,dutco,2017-10-15 15:03,0,1,liked happy death day really loved professor marston wonder women saw people probably know,,,919639819864756225,0.7778,0.159,0.435,0.407,Pos
1692,Perdomo37,2017-10-15 15:03,0,0,happy death day sube al primer lugar en taquilla,,,919639780123709440,-0.0516,0.267,0.253,0.479,Neu
1693,CreepyClowns4U,2017-10-15 15:02,0,0,box office glory piece cake happy death day,,#creepyclowns,919639702923292674,0.5106,0.242,0.447,0.311,Pos
1694,_SydniePaige,2017-10-15 15:02,1,0,wanna see happy death day,,,919639687656034307,-0.0516,0.368,0.349,0.283,Neg
1695,marsupialqueen,2017-10-15 15:02,0,0,okay happy death day fantastic loved,,,919639571767361538,0.8481,0.217,0.728,0.056,Pos
1696,ChrisKuszay,2017-10-15 15:01,1,1,good happy death day favorite movie far,@jessica_rothe,,919639440024317952,0.6908,0.236,0.582,0.182,Pos
1697,masscharlene,2017-10-15 15:01,0,0,happy death day sooooo,,,919639392104468481,-0.0516,0.406,0.385,0.208,Neg
1698,PickPosts,2017-10-15 15:01,0,0,young audiences flock happy,,,919639390997045248,0.5719,0.0,0.552,0.448,Pos
1699,ElCaribeRD,2017-10-15 15:01,2,8,happy death day en las taquillas norteamericanas millones de,,#Cine,919639364212264960,-0.0516,0.267,0.253,0.479,Neu
1700,THE2MNETWORK,2017-10-15 15:01,0,0,young audiences flock happy death day,,,919639283291451392,-0.0516,0.336,0.319,0.345,Neu
1701,AlfonnsErnes,2017-10-15 15:01,0,0,young audiences flock happy death day,,,919639282293252096,-0.0516,0.336,0.319,0.345,Neu
1702,ermestore,2017-10-15 15:01,0,0,young audiences flock happy death day,,,919639281559146496,-0.0516,0.336,0.319,0.345,Neu
1703,satelista,2017-10-15 15:01,0,0,young audiences flock happy death day,,,919639280447713280,-0.0516,0.336,0.319,0.345,Neu
1704,Cineskop,2017-10-15 15:01,0,0,young audiences flock happy death day,,,919639280187617280,-0.0516,0.336,0.319,0.345,Neu
1705,indovisionesia,2017-10-15 15:01,0,0,young audiences flock happy death day,,,919639277683609601,-0.0516,0.336,0.319,0.345,Neu
1706,matt_adlard,2017-10-15 15:00,0,0,happy death day horror hit marston wonder bombs,,,919639239599501314,-0.5994,0.466,0.227,0.307,Neg
1707,The_Wild_Line,2017-10-15 15:00,0,0,new ep weekend bo review happy death day pops blade runner collapses foreigner lands punch,,,919639219928256512,-0.34,0.28,0.17,0.55,Neu
1708,tapmilwaukee,2017-10-15 15:00,0,0,happy death day frightens runner box office,,,919639155113713667,-0.4404,0.462,0.259,0.28,Neg
1709,JeminezRafael,2017-10-15 15:00,0,0,happy death day scares box virtual mailbox,,#Virtual_Mailbox_on_Facebook,919639145806360576,-0.3818,0.45,0.264,0.286,Neg
1710,theeyeofsauron_,2017-10-15 15:00,0,2,happy death day pretty,,,919639130321104898,0.4588,0.331,0.585,0.085,Pos
1711,ICV2,2017-10-15 15:00,0,0,happy death day horror hit marston wonder bombs,,,919639085228191744,-0.5994,0.466,0.227,0.307,Neg
1712,violetlayne,2017-10-15 15:00,0,0,happy death day saw last night super kinda fucked highly,,,919639027141283840,-0.1045,0.371,0.352,0.278,Neg
1713,jedcorp,2017-10-15 15:00,0,0,young audiences flock happy death day,,#paranormal,919639026528788480,-0.0516,0.336,0.319,0.345,Neu
1714,hamaramagnews,2017-10-15 15:00,0,0,box happy death day crushes runner million,,,919639025912184832,-0.4767,0.469,0.255,0.276,Neg
1715,PDergarabedian,2017-10-15 14:59,1,3,scares box office abc news via,@bladerunner @ABC @ldbahr @AP @comScore,#HappyDeathDay #comScoreMovies,919638934224756736,-0.34,0.324,0.0,0.676,Neu
1716,WooSZN5,2017-10-15 14:59,0,2,go see happy death day,@Jennayee12,,919638918177394688,-0.0516,0.368,0.349,0.283,Neg
1717,artfrontierpro,2017-10-15 14:59,0,0,young audiences flock happy death day,,,919638915648286722,-0.0516,0.336,0.319,0.345,Neu
1718,That_GirlLauren,2017-10-15 14:59,0,0,going see happy death day tonight literally,,,919638914482270209,-0.0516,0.31,0.294,0.397,Neu
1719,Kyomica_27,2017-10-15 14:59,0,5,lot ppl watching happy death day ninjago little pony lel,,,919638819502219264,-0.0516,0.25,0.237,0.513,Neu
1720,markreviews,2017-10-15 14:59,0,0,sunday including happy death day professor florida project,,,919638757090869248,-0.0516,0.287,0.272,0.441,Neu
1721,waltzingalong,2017-10-15 14:58,0,4,counting seconds book,,#HappyDeathDay #JigsawMovie,919638694591713280,0.0,0.0,0.0,1.0,Neu
1722,Mondestuff,2017-10-15 14:58,0,0,young audiences flock happy death day,,,919638680909860866,-0.0516,0.336,0.319,0.345,Neu
1723,melinda41white1,2017-10-15 14:58,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919638639092617217,-0.0516,0.21,0.199,0.591,Neu
1724,babypinkdove,2017-10-15 14:58,0,1,said killer happy death day saw trailer call raven,,,919638555072303104,-0.6705,0.458,0.207,0.335,Neg
1725,brandleeey_,2017-10-15 14:58,2,3,trying go watch happy death day,,,919638541696565248,-0.0516,0.336,0.319,0.345,Neu
1726,Ab_ipc,2017-10-15 14:58,3,0,trying go movies watch happy death day,,,919638539691753472,-0.0516,0.31,0.294,0.397,Neu
1727,burpybrian,2017-10-15 14:58,0,9,excited see happy death day little,,,919638530263060480,0.296,0.3,0.469,0.231,Pos
1728,KweenyTodd,2017-10-15 14:58,0,0,liked video happy death day movie review maniacal cinephile,@YouTube,,919638525875752961,0.3182,0.311,0.389,0.299,Pos
1729,Lakotasky,2017-10-15 14:57,0,0,happy death day carves million opening box office,,,919638451577933825,-0.0516,0.287,0.272,0.441,Neu
1730,Cinetimesco,2017-10-15 14:57,16,54,happy death day,,,919638417046228997,-0.0516,0.453,0.43,0.116,Neg
1731,TXK2002,2017-10-15 14:57,0,0,happy death day carves million opening box office,,,919638382459760640,-0.0516,0.287,0.272,0.441,Neu
1732,MattCroweAHHHA,2017-10-15 14:57,0,0,young audiences flock happy death day brooks barnes,,,919638372695625729,-0.0516,0.287,0.272,0.441,Neu
1733,Doug_Dtb,2017-10-15 14:56,0,0,happy death day dumb weak,,,919638238956007424,-0.7506,0.682,0.25,0.068,Neg
1734,theziyascholz,2017-10-15 14:56,0,0,really wanna see happy death day,,,919638190402674688,0.0164,0.329,0.334,0.337,Neu
1735,Cinetimesco,2017-10-15 14:56,12,52,happy death day,,,919638189618450433,-0.0516,0.453,0.43,0.116,Neg
1736,hoelyfrick,2017-10-15 14:56,0,0,watched happy death day think love boy movie,,,919638124476628992,0.6124,0.232,0.47,0.298,Pos
1737,chavez_mar86,2017-10-15 14:56,0,0,go see happy death day,,,919638059187965952,-0.0516,0.368,0.349,0.283,Neg
1738,news_bravo,2017-10-15 14:55,0,0,young audiences flock happy death day,,,919637983879364613,-0.0516,0.336,0.319,0.345,Neu
1739,GeekNterpreter,2017-10-15 14:55,0,0,happy death day pretty made horror groundhog day reminded friend,,,919637983690706944,0.3612,0.335,0.445,0.22,Pos
1740,daeee_07,2017-10-15 14:55,0,1,watch happy death day jeremy takes,,,919637933384175619,-0.0516,0.336,0.319,0.345,Neu
1741,PDergarabedian,2017-10-15 14:55,0,1,young audiences flock,@brooksbarnesNYT @nytimes @comScore,#HappyDeathDay #comScoreMovies,919637888274280448,0.0,0.0,0.0,1.0,Neu
1742,CurrentSocials,2017-10-15 14:55,0,0,weekend box really happy death day quirky horror,,#SM,919637846759215104,-0.5974,0.467,0.237,0.296,Neg
1743,Thug_N3rd,2017-10-15 14:55,0,0,galaxy theatres highland happy death day tx,,,919637824722399233,0.3182,0.277,0.44,0.284,Pos
1744,AliceLempik,2017-10-15 14:55,0,0,happy death day ocupa el primer lugar en taquilla de eu,,,919637792979787777,-0.0516,0.235,0.223,0.542,Neu
1745,RichTVXAfrica,2017-10-15 14:54,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919637626306662402,-0.0516,0.21,0.199,0.591,Neu
1746,sarakmt,2017-10-15 14:54,0,0,happy death day one,@beverlymantle,,919637613056745472,-0.0516,0.406,0.385,0.208,Neg
1747,MiggsyMedia,2017-10-15 14:54,0,0,young audiences flock happy death day brooks barnes via nyt,,,919637570497273857,-0.0516,0.25,0.237,0.513,Neu
1748,RobMeer,2017-10-15 14:54,0,0,top filmbezoek op zaterdag oktober,@Pathe @bladerunner @IMAX,#Pathe #AmericanAssasin #HappyDeathDay,919637560011427841,0.2023,0.0,0.31,0.69,Neu
1749,TONYYFORD,2017-10-15 14:54,0,0,sorry happy death day stupid,,,919637523424530432,-0.5994,0.647,0.278,0.075,Neg
1750,Rose_Hofstadt,2017-10-15 14:53,0,0,feel like douche saying kind embarrassing well happy death day compared blade,,,919637423151345671,0.4019,0.35,0.455,0.195,Pos
1751,shaterracaethi,2017-10-15 14:53,0,0,wanna c happy death day lord please remove wicked,,,919637415668613120,-0.3182,0.422,0.347,0.231,Neg
1752,thehorrorchick,2017-10-15 14:53,5,37,glad see well yer fence dig murder cannot recommend much,,#HappyDeathDay,919637340921905152,-0.4039,0.38,0.285,0.335,Neg
1753,WanillaCo,2017-10-15 14:52,0,0,young audiences flock happy death day brooks barnes via nyt,,,919637169446248448,-0.0516,0.25,0.237,0.513,Neu
1754,JPrice02,2017-10-15 14:52,0,0,happy death day may cake full skulls death full,@GayPatriot,,919637164350230528,-0.6249,0.446,0.211,0.343,Neg
1755,AwardsCircuit,2017-10-15 14:52,1,1,happy death day celebrates top box office,,,919637148256604163,0.6486,0.242,0.571,0.186,Pos
1756,manujarch,2017-10-15 14:52,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919637124248457216,-0.0516,0.21,0.199,0.591,Neu
1757,travis112096,2017-10-15 14:52,0,1,rated happy death day broke nine week box office streak number one movie r rated movie,@braidsnglasses,,919637092283510784,-0.4019,0.295,0.22,0.485,Neu
1758,kittypt47_,2017-10-15 14:52,0,0,happy death day good,,,919637073254125568,0.4019,0.339,0.574,0.087,Pos
1759,KopitiamBot,2017-10-15 14:51,0,0,box office glory piece cake happy,,,919636985190301696,0.802,0.0,0.643,0.357,Pos
1760,CinemaTrailercl,2017-10-15 14:51,0,0,happy death day beats blade second week earnings third blumhouse success,,,919636960569937921,0.5423,0.202,0.383,0.415,Neu
1761,nuggette__,2017-10-15 14:51,0,5,know sorority girls movies put way lmaoooo scared gonna like happy death day,,,919636936129761280,-0.1531,0.309,0.282,0.409,Neu
1762,octchills,2017-10-15 14:51,0,0,happy death day one bad birthday,,,919636929120911360,-0.5719,0.525,0.262,0.213,Neg
1763,tubaaydnnn,2017-10-15 14:51,0,0,happy death day,@AtlasparkAvm @ozzzy1907 @nergizbeyazt @egemen_ozdek,,919636917183954944,-0.0516,0.453,0.43,0.116,Neg
1764,BigEastMemphis,2017-10-15 14:51,4,10,really want somebody go see happy death day girls legit messy tryna get high asf go get eat afterwards take home,,,919636915422457856,-0.2748,0.223,0.184,0.592,Neu
1765,_MeelaGarza_,2017-10-15 14:50,0,0,go watch happy death day,,,919636619115642880,-0.0516,0.368,0.349,0.283,Neg
1766,reversetees,2017-10-15 14:50,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919636571443335169,-0.0516,0.21,0.199,0.591,Neu
1767,CTVNews,2017-10-15 14:50,4,6,happy death day carves top spot box office,,,919636494389862400,0.1531,0.271,0.382,0.347,Pos
1768,GamePlayViews,2017-10-15 14:50,0,0,happy death day stands among weak lineup wide releases los angeles,,,919636490954661888,-0.4767,0.368,0.2,0.432,Neu
1769,SuhaylaToma,2017-10-15 14:49,0,0,young audiences flock happy death day new york times,,,919636411367723008,-0.0516,0.267,0.253,0.479,Neu
1770,FLiXERcom,2017-10-15 14:49,0,0,young audiences flock happy death day brooks barnes via new york times,,#FLIXNEWS,919636408838615045,-0.0516,0.222,0.21,0.568,Neu
1771,MontforCliveden,2017-10-15 14:49,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919636402236723200,-0.0516,0.21,0.199,0.591,Neu
1772,popcornparlour,2017-10-15 14:49,0,0,young audiences flock happy death day continuing horror boom box happy death day arrived movie,,,919636396138254336,-0.6249,0.398,0.256,0.346,Neg
1773,gossip_24_365,2017-10-15 14:49,0,0,young audiences flock happy death day brooks barnes via nyt,,,919636379662995456,-0.0516,0.25,0.237,0.513,Neu
1774,sudo_wo,2017-10-15 14:49,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919636379520438272,-0.0516,0.21,0.199,0.591,Neu
1775,hap_santos,2017-10-15 14:49,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919636334163251201,-0.0516,0.21,0.199,0.591,Neu
1776,3eT5s,2017-10-15 14:49,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919636317692186627,-0.0516,0.21,0.199,0.591,Neu
1777,RichTVXChannel3,2017-10-15 14:49,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919636317495013377,-0.0516,0.21,0.199,0.591,Neu
1778,jeffjetting,2017-10-15 14:49,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919636249656414208,-0.0516,0.21,0.199,0.591,Neu
1779,EvaSonia22rocha,2017-10-15 14:48,0,0,happy death day even good,,,919636214642368512,0.4019,0.312,0.528,0.16,Pos
1780,thepeterhawk,2017-10-15 14:48,0,0,young audiences flock happy death day,@NYTimes,#movies,919636159579422721,-0.0516,0.336,0.319,0.345,Neu
1781,jdhr1981,2017-10-15 14:48,0,0,young audiences flock happy death day brooks barnes via nyt continuing horror boom box,,,919636139266531328,-0.5994,0.341,0.166,0.493,Neu
1782,AbbyFilmFest,2017-10-15 14:48,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919636115350487041,-0.0516,0.21,0.199,0.591,Neu
1783,imHelenH,2017-10-15 14:48,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919636102247575552,-0.0516,0.21,0.199,0.591,Neu
1784,EKevin_HOTS,2017-10-15 14:48,0,1,saw happy death day last lot mixed feelings kind like bad giving,,,919636084673466368,0.5574,0.291,0.472,0.236,Pos
1785,danspector,2017-10-15 14:48,0,0,weekend box happy death day another win horror via,@thr,,919636076200906756,-0.0258,0.378,0.373,0.249,Neg
1786,potaylortots,2017-10-15 14:48,0,3,promote happy death day reaaaal go support movie actors deserve,,,919636051307761665,0.6249,0.206,0.476,0.317,Pos
1787,michael_gabrill,2017-10-15 14:48,0,0,young audiences flock happy death day brooks barnes via nyt,,,919636044378763264,-0.0516,0.25,0.237,0.513,Neu
1788,Chantalkate11,2017-10-15 14:48,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919636042742927361,-0.0516,0.21,0.199,0.591,Neu
1789,johncampea,2017-10-15 14:47,6,26,box office happy death day scores blade runner continues,,,919635977861255168,-0.0516,0.267,0.253,0.479,Neu
1790,Bronxvoice1,2017-10-15 14:47,0,0,happy death day stands among weak lineup wide releases,,,919635962958839809,-0.4767,0.412,0.224,0.364,Neg
1791,NewsYunkY,2017-10-15 14:47,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919635932126597120,-0.0516,0.21,0.199,0.591,Neu
1792,BORReport,2017-10-15 14:47,1,1,weekend box office report,,#BoxOffice #HappyDeathDay #BladeRunner2049 #ForeignerMovie,919635929127460864,0.0,0.0,0.0,1.0,Neu
1793,timothyabernard,2017-10-15 14:47,0,0,young audiences flock happy death day,,,919635894155571200,-0.0516,0.336,0.319,0.345,Neu
1794,RichTVXRussia,2017-10-15 14:47,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919635893228658688,-0.0516,0.21,0.199,0.591,Neu
1795,reversetees,2017-10-15 14:47,0,0,young audiences flock happy death day brooks barnes via nyt,,,919635890615537664,-0.0516,0.25,0.237,0.513,Neu
1796,sK2380_,2017-10-15 14:47,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919635881581076480,-0.0516,0.21,0.199,0.591,Neu
1797,HootTeam,2017-10-15 14:47,0,0,happy death day trailer,,,919635880679108608,-0.0516,0.406,0.385,0.208,Neg
1798,VintageVHS,2017-10-15 14:47,0,0,breaking video young audiences flock happy death day via nyt,@VintageVHS,#movies #films,919635870998843393,-0.0516,0.25,0.237,0.513,Neu
1799,Alex_Mecca4Ever,2017-10-15 14:47,0,0,happy death day pretty good,,,919635824173559809,0.7096,0.265,0.667,0.068,Pos
1800,sapphosmoon,2017-10-15 14:47,0,0,watching happy death day hope get nightmares,,,919635806205161478,0.4019,0.269,0.455,0.276,Pos
1801,nieceynumbaa7,2017-10-15 14:47,0,0,brother taking movies see happy death day,,,919635770750550016,-0.0516,0.31,0.294,0.397,Neu
1802,RichTVXLive,2017-10-15 14:46,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919635686675841024,-0.0516,0.21,0.199,0.591,Neu
1803,EmeralDQueen,2017-10-15 14:46,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919635669928042497,-0.0516,0.21,0.199,0.591,Neu
1804,BrunoscTimbeta,2017-10-15 14:46,0,0,young audiences flock happy death day brooks barnes via nyt,,,919635646397992960,-0.0516,0.25,0.237,0.513,Neu
1805,euniceanne17,2017-10-15 14:46,0,0,box office glory piece cake happy death day comedy horror slasher happy death day excuse,,,919635621655625728,0.296,0.346,0.443,0.211,Pos
1806,ucrazyutaraptor,2017-10-15 14:46,1,8,fucking excited happy death day wanna shit,,,919635618820513800,-0.2715,0.445,0.383,0.172,Neg
1807,WinterBourne123,2017-10-15 14:46,0,0,young audiences flock happy death day brooks barnes via nyt,,#MoviesNews,919635611450998785,-0.0516,0.25,0.237,0.513,Neu
1808,budrowb3,2017-10-15 14:46,0,0,young audiences flock happy death day via nyt,,,919635606023569408,-0.0516,0.287,0.272,0.441,Neu
1809,RandomTweetums,2017-10-15 14:46,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919635602089369600,-0.0516,0.21,0.199,0.591,Neu
1810,khaii_phan,2017-10-15 14:46,0,0,happy death day scares million,,,919635557847674880,-0.3818,0.525,0.308,0.167,Neg
1811,Quiet_ImTalkin,2017-10-15 14:46,0,0,wanna go see happy death day later today,,,919635552349184000,-0.0516,0.287,0.272,0.441,Neu
1812,NewsDaily112,2017-10-15 14:46,0,0,young audiences flock happy death day brooks barnes via nyt movies,,,919635527711842304,-0.0516,0.235,0.223,0.542,Neu
1813,Edmontonsun,2017-10-15 14:46,0,0,happy death day scares box office,,,919635522787606532,-0.3818,0.485,0.285,0.231,Neg
1814,ChichoChichob,2017-10-15 14:46,0,0,young audiences flock happy death day brooks barnes via nyt,,,919635508560580608,-0.0516,0.25,0.237,0.513,Neu
1815,The_SummerMan,2017-10-15 14:46,0,5,tryin sneak happy death day,,,919635493163294720,-0.0516,0.368,0.349,0.283,Neg
1816,akvinchrist,2017-10-15 14:46,0,0,young audiences flock happy death day brooks barnes via nyt new york times,,,919635487542988800,-0.0516,0.21,0.199,0.591,Neu
1817,carsunsbazaar,2017-10-15 14:45,0,0,happy death day sequel works blumhouse slasher opens strong box office,,,919635473311690753,0.4767,0.206,0.37,0.423,Neu
1818,Eunice_JR,2017-10-15 14:45,0,0,happy death day ahuyenta blade runner de primer lugar en estados unidos,,#Entretenimiento,919635438935183360,-0.0516,0.222,0.21,0.568,Neu
1819,marta__ferreira,2017-10-15 14:45,47,12,que venha comigo ver happy death day ao cinema,,,919635423382646784,-0.0516,0.267,0.253,0.479,Neu
1820,x_since1994,2017-10-15 14:45,0,1,il trop bien,,#HappyDeathDay,919635418961924097,0.0,0.0,0.0,1.0,Neu
1821,VayronGzz,2017-10-15 14:45,0,0,young audiences flock happy death day brooks barnes via nyt,,,919635415279329280,-0.0516,0.25,0.237,0.513,Neu
1822,riverpso,2017-10-15 14:45,0,0,young audiences flock happy death day brooks barnes new york times,,,919635374334464001,-0.0516,0.235,0.223,0.542,Neu
