body,date,retweets,favorites,mentions,hashtags,geo,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
amc thearters watch,2016-02-12 18:44:36,0,0,,#DEADPOOL,,0.0,0.0,0.0,1.0,NN,77
stay till end deadpool credits,2016-02-12 18:44:35,0,1,,,,0.3612,0.0,0.385,0.615,PP,77
deadpool favorite superhero,2016-02-12 18:44:35,1,2,,,,0.4588,0.0,0.6,0.4,PP,77
deadpool literally best movie seen,2016-02-12 18:44:34,0,1,,,,0.6369,0.0,0.512,0.488,PP,77
en directo en deadpool,2016-02-12 18:44:34,0,0,,#Periscope,,0.0,0.0,0.0,1.0,NN,77
deadpool mt burro,2016-02-12 18:44:34,0,0,,,,0.0,0.0,0.0,1.0,NN,77
responsible deadpool sold unreal,2016-02-12 18:44:34,0,0,,,,0.3182,0.0,0.434,0.566,PP,77
sobre ir ver deadpool domingo,2016-02-12 18:44:33,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool sickkkk,2016-02-12 18:44:33,0,1,,,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-12 18:44:33,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool sooooo worth sneaking,2016-02-12 18:44:32,0,3,,,,0.2263,0.0,0.388,0.612,PP,77
cannot contain excitement,2016-02-12 18:44:32,0,0,@iamecdiaz,#Deadpool,,-0.3875,0.568,0.0,0.432,Neg,77
fucking deadpool,2016-02-12 18:44:31,0,0,@Michael5SOS,,,0.0,0.0,0.0,1.0,NN,77
estou em assistindo deadpool em sp com,2016-02-12 18:44:31,0,2,@Kinoplex @rventurelli,,,0.0,0.0,0.0,1.0,NN,77
new episode poscast right talk deadpool kanye west,2016-02-12 18:44:31,1,1,,,,0.0,0.0,0.0,1.0,NN,77
tristeza chegar cinema pra ver deadpool e lotada,2016-02-12 18:44:30,0,0,,,,0.0,0.0,0.0,1.0,NN,77
liked video plz deadpool,2016-02-12 18:44:29,0,0,@YouTube,,,0.4767,0.0,0.672,0.328,PP,77
solo deadpool,2016-02-12 18:44:29,0,0,,,,0.0,0.0,0.0,1.0,NN,77
pre deadpool,2016-02-12 18:44:29,0,0,,#7907,,0.0,0.0,0.0,1.0,NN,77
one best movies,2016-02-12 18:44:29,0,1,,#Deadpool,,0.6369,0.0,0.677,0.323,PP,77
reasons love deadpool,2016-02-12 18:44:29,0,0,,,,0.6369,0.0,0.677,0.323,PP,77
meus irmaos vao ver deadpool eu chorando,2016-02-12 18:44:28,0,1,,,,0.0,0.0,0.0,1.0,NN,77
ik vind een van deadpool snuckel plays deadpool,2016-02-12 18:44:28,0,0,@YouTube @moosnuckel,,,0.25,0.0,0.222,0.778,PP,77
hollywood stadium rpx,2016-02-12 18:44:28,0,0,@Regal,#DEADPOOL,,0.0,0.0,0.0,1.0,NN,77
deadpool lit,2016-02-12 18:44:28,0,1,,,,0.0,0.0,0.0,1.0,NN,77
chaotic neutral cat effortlessly pulls deadpool cosplay,2016-02-12 18:44:27,0,0,,,,-0.4939,0.348,0.0,0.652,Neg,77
victor zsasz needs meet deadpool,2016-02-12 18:44:27,0,0,,#DeadpoolSwag,,0.0,0.0,0.0,1.0,NN,77
live pre deadpool movie come hang,2016-02-12 18:44:27,1,2,@TwitchSharer,#SupportSmallerStreams,,0.0,0.0,0.0,1.0,NN,77
getting ready see deadpool,2016-02-12 18:44:27,0,0,,#marvel #deadpool #deadpoolmovie #mercwithamouth #geeklife,,0.3612,0.0,0.455,0.545,PP,77
going see deadpool tell thought,2016-02-12 18:44:27,0,0,@wlr312 @Dutchface,,,0.0,0.0,0.0,1.0,NN,77
someone take showing deadpool tonight weslaco,2016-02-12 18:44:26,0,0,,,,0.0,0.0,0.0,1.0,NN,77
letting superhero movie give existential,2016-02-12 18:44:26,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
lol deadpool hilarious,2016-02-12 18:44:26,1,1,,,,0.6705,0.0,0.846,0.154,PP,77
deadpool muy cabrona,2016-02-12 18:44:26,0,0,,,,0.0,0.0,0.0,1.0,NN,77
td mundo falando de deadpool e eu aqui doidinha pra assistir,2016-02-12 18:44:26,2,0,,,,0.0,0.0,0.0,1.0,NN,77
man actually really,2016-02-12 18:44:25,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
oh,2016-02-12 18:44:24,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
quero assistir deadpool quase indo assistir sozinha,2016-02-12 18:44:23,0,0,,,,0.0,0.0,0.0,1.0,NN,77
extremely excited day year deadpool concert yay,2016-02-12 18:44:23,0,1,,,,0.7264,0.0,0.549,0.451,PP,77
wait see omg,2016-02-12 18:44:23,0,0,,#DeadPool #50ShadesofBlack,,0.0,0.0,0.0,1.0,NN,77
stoked see,2016-02-12 18:44:23,1,2,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
sem piadinhas de baixo por enquanto,2016-02-12 18:44:22,0,0,,#deadpool,,0.0,0.0,0.0,1.0,NN,77
hope marcelo go see deadpool without,2016-02-12 18:44:22,0,1,,,,0.4404,0.0,0.367,0.633,PP,77
deadpool tengo una terrible necesidad de,2016-02-12 18:44:22,0,1,,,,-0.4767,0.383,0.0,0.617,Neg,77
watched deadpool regret every,2016-02-12 18:44:22,0,0,,#marvel #marvelstudios #ryanreynolds,,-0.4215,0.483,0.0,0.517,Neg,77
liked video deadpool movie spoilers review,2016-02-12 18:44:21,0,0,@YouTube @blacknerd,,,0.4215,0.0,0.359,0.641,PP,77
movie amazing,2016-02-12 18:44:21,0,0,@deadpool,,,0.5859,0.0,0.792,0.208,PP,77
good part deadpool teenage negasonic warhead,2016-02-12 18:44:21,0,0,,,,0.4404,0.0,0.367,0.633,PP,77
ayer noche de amigos,2016-02-12 18:44:21,0,0,,#premier #deadpool #risas #esperado,,0.0,0.0,0.0,1.0,NN,77
vou assistir deadpool c meu lovezao,2016-02-12 18:44:21,0,0,,,,0.0,0.0,0.0,1.0,NN,77
gostei de um de deadpool duelo de,2016-02-12 18:44:19,0,0,@YouTube @ucasberto,,,0.0,0.0,0.0,1.0,NN,77
deadpool watching deadpool movie portsmouth cinema,2016-02-12 18:44:19,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-12 18:44:19,0,0,,,,0.0,0.0,0.0,1.0,NN,77
seeing opening first time seeing movie like sold,2016-02-12 18:44:18,0,0,,#Deadpool,,0.3612,0.0,0.263,0.737,PP,77
deadpool something else,2016-02-12 18:44:18,0,2,,,,0.0,0.0,0.0,1.0,NN,77
eu queria ver deadpool de mais,2016-02-12 18:44:18,0,1,,,,0.0,0.0,0.0,1.0,NN,77
number kids see deadpool outrageous,2016-02-12 18:44:18,0,2,,,,-0.4019,0.411,0.178,0.411,Neg,77
deadpool con jon,2016-02-12 18:44:17,0,0,,,,0.0,0.0,0.0,1.0,NN,77
estoy viendo deadpool,2016-02-12 18:44:17,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-12 18:44:16,0,0,@RobProvince,,,0.0,0.0,0.0,1.0,NN,77
visiten mi canal donde ire subiendo muuuuchos videos de acabamos de empezar con deadpool doblado,2016-02-12 18:44:16,0,0,,,,0.0,0.0,0.0,1.0,NN,77
estoy en para deadpool en buenos argentina,2016-02-12 18:44:15,0,0,@Village_cines,,,0.0,0.0,0.0,1.0,NN,77
deadpool weekend chasing hitler new rewards,2016-02-12 18:44:15,1,1,@himwhatjolts,,,0.4767,0.0,0.383,0.617,PP,77
andddddd time,2016-02-12 18:44:15,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
deadpool everything expected epicness wall,2016-02-12 18:44:15,0,1,,,,0.0,0.0,0.0,1.0,NN,77
neutral,2016-02-12 18:44:14,0,0,@VancityReynolds @IMAX,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
deadpool incredible thing ever best movie made based done exactly,2016-02-12 18:44:14,0,1,,,,0.6369,0.0,0.318,0.682,PP,77
deadpool manda um salve eh tois,2016-02-12 18:44:14,0,0,,#deadpoolresponde,,0.0,0.0,0.0,1.0,NN,77
im deadpool thing ive waiting wanting,2016-02-12 18:44:14,0,0,,,,0.0,0.0,0.0,1.0,NN,77
see deadpool eatery,2016-02-12 18:44:14,0,0,@Moviehouse,#deadpoolmovie #marvel,,0.0,0.0,0.0,1.0,NN,77
sisters planning seeing deadpool months go,2016-02-12 18:44:14,0,0,@NiallOfficial,,,0.0,0.0,0.0,1.0,NN,77
also deadpool fucking looking forward next,2016-02-12 18:44:13,0,0,@VancityReynolds,,,0.0,0.0,0.0,1.0,NN,77
yall deadpool lit af,2016-02-12 18:44:13,1,8,,,,0.0,0.0,0.0,1.0,NN,77
deadpool dimi,2016-02-12 18:44:13,0,0,@bihterekinci,,,0.0,0.0,0.0,1.0,NN,77
blake fashion feedback helped refine per,2016-02-12 18:44:13,0,0,@YahooMovies,#Deadpool #Fashion,,0.0,0.0,0.0,1.0,NN,77
wonder rated guess depends percieve somebody like deadpool mostly seen,2016-02-12 18:44:12,0,2,@TrailerDrake,,,0.3612,0.0,0.217,0.783,PP,77
melany vou te trocar pelo deadpool,2016-02-12 18:44:12,0,0,,,,0.0,0.0,0.0,1.0,NN,77
life pablo comes watching deadpool blow,2016-02-12 18:44:12,0,4,,,,0.0,0.0,0.0,1.0,NN,77
anyone wanna go see deadpool,2016-02-12 18:44:12,2,6,,,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-12 18:44:11,1,2,,,,0.0,0.0,0.0,1.0,NN,77
family says take see deadpool,2016-02-12 18:44:11,0,1,,,,0.0,0.0,0.0,1.0,NN,77
movie funny lol wait deadpool,2016-02-12 18:44:11,0,0,@VancityReynolds,,,0.6908,0.0,0.655,0.345,PP,77
get deadpool tardis shirt,2016-02-12 18:44:10,0,0,,,,0.0,0.0,0.0,1.0,NN,77
time,2016-02-12 18:44:10,0,1,,#DeadPool,,0.0,0.0,0.0,1.0,NN,77
cant fucking wait see deadpool,2016-02-12 18:44:10,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool sick,2016-02-12 18:44:10,0,1,@TomahawkTiff,,,-0.5106,0.767,0.0,0.233,Neg,77
funny comic hero action film rr mutant xs bad language good action,2016-02-12 18:44:10,0,0,,#Deadpool,,0.7096,0.167,0.45,0.383,PP,77
deadpool well worth watch,2016-02-12 18:44:10,0,0,,,,0.4588,0.0,0.667,0.333,PP,77
deadpool soooo good,2016-02-12 18:44:09,0,0,,#L,,0.4404,0.0,0.592,0.408,PP,77
hope,2016-02-12 18:44:09,1,1,@lawvalamp,#Deadpool #ZBrush #Keyshot #Photoshop #digital #cg #DeadpoolMovie,,0.4404,0.0,1.0,0.0,PP,77
goodbye watching deadpool,2016-02-12 18:44:09,0,0,@50shades0ftheo,,,0.0,0.0,0.0,1.0,NN,77
ha gustado un de curiosidades deadpool,2016-02-12 18:44:08,0,0,@YouTube,,,0.34,0.0,0.324,0.676,PP,77
ser mi date para ver deadpool,2016-02-12 18:44:08,1,0,@OneBluntMan @fxckjumqy,#nohomo,,0.0,0.0,0.0,1.0,NN,77
want go see deadpool tonight,2016-02-12 18:44:08,0,0,,,,0.0772,0.0,0.245,0.755,PP,77
got wow foul mouthed unique superhero movie ever brilliant,2016-02-12 18:44:06,0,0,,#Deadpool,,0.8225,0.0,0.521,0.479,PP,77
deadpool took every expectation blew fucking perfect movie,2016-02-12 18:44:06,0,0,,,,0.6115,0.0,0.363,0.637,PP,77
neutral,2016-02-12 18:44:05,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
triple,2016-02-12 18:44:05,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
geht deadpool es lohnt,2016-02-12 18:44:04,0,2,,,,0.0,0.0,0.0,1.0,NN,77
son las sigo sin ver deadpool,2016-02-12 18:44:03,0,0,,,,-0.5574,0.419,0.0,0.581,Neg,77
maior da minha ainda ter visto deadpool,2016-02-12 18:44:03,0,0,,,,0.0,0.0,0.0,1.0,NN,77
creo que todos sabemos que mis tuits van ser todos sobre deadpool,2016-02-12 18:44:03,0,0,,,,0.0,0.0,0.0,1.0,NN,77
nada que,2016-02-12 18:44:02,0,0,@danielppablo,#LoQueValeEsLoDeAdentro #Deadpool #SoloEnCines,,0.0,0.0,0.0,1.0,NN,77
review deadpool,2016-02-12 18:44:02,0,0,,#Deadpool #marvel #PMRBonez88 #pitwah #moviereview,,0.0,0.0,0.0,1.0,NN,77
irei assistir deadpool,2016-02-12 18:44:02,0,1,,,,0.0,0.0,0.0,1.0,NN,77
deadpool tonight,2016-02-12 18:44:02,0,1,,,,0.0,0.0,0.0,1.0,NN,77
go see stars daughter general saw last night kicks major,2016-02-12 18:44:02,0,3,@GinaCarano,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
want watch deadpool broke afford movie tickets,2016-02-12 18:44:01,0,0,,,,-0.3612,0.308,0.143,0.549,Neg,77
deadpool sold fuck,2016-02-12 18:44:01,0,0,,,,-0.5423,0.636,0.0,0.364,Neg,77
mention deadpool past child makes inference shady government guy,2016-02-12 18:44:01,0,0,@connorclang,,,0.0,0.0,0.0,1.0,NN,77
chicos mi quiere ver deadpool conmigo voy morir,2016-02-12 18:44:01,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-12 18:44:00,0,0,,,,0.0,0.0,0.0,1.0,NN,77
going see deadpool wait,2016-02-12 18:44:00,0,0,,#DeadpoolRules,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-12 18:43:59,0,0,@TrailerDrake,,,0.0,0.0,0.0,1.0,NN,77
deadpool sick oh hod,2016-02-12 18:43:59,0,0,,,,-0.5106,0.524,0.0,0.476,Neg,77
deadpool ha,2016-02-12 18:43:57,0,0,,,,0.34,0.0,0.706,0.294,PP,77
estou em de cinemas assistindo deadpool em porto rs,2016-02-12 18:43:57,0,1,@itaucinemas,,,0.0,0.0,0.0,1.0,NN,77
vou ver deadpool com gui,2016-02-12 18:43:57,1,1,,,,0.0,0.0,0.0,1.0,NN,77
vim dizer vou ver deadpool,2016-02-12 18:43:57,0,0,,,,0.0,0.0,0.0,1.0,NN,77
def see awesome best ryan reynolds movie,2016-02-12 18:43:55,0,3,,#Deadpool #DeadpoolMovie,,0.8519,0.0,0.624,0.376,PP,77
deadpool,2016-02-12 18:43:55,0,0,,,,0.0,0.0,0.0,1.0,NN,77
bout watch deadpool,2016-02-12 18:43:55,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool soundtrack,2016-02-12 18:43:55,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool meu saco,2016-02-12 18:43:55,0,0,,,,0.0,0.0,0.0,1.0,NN,77
olha esse deadpool que filme lindo,2016-02-12 18:43:55,0,0,,,,0.0,0.0,0.0,1.0,NN,77
vi el trailer de deadpool parecio una retiro,2016-02-12 18:43:54,0,0,,,,0.0,0.0,0.0,1.0,NN,77
huevo ya es tanta espera al fin,2016-02-12 18:43:52,0,0,,#Deadpool #WooWooWoo,,0.0,0.0,0.0,1.0,NN,77
still laughing stuff deadpool definitely seeing,2016-02-12 18:43:52,0,0,,,,0.7096,0.0,0.596,0.404,PP,77
watched deadpool good friend really good worth,2016-02-12 18:43:52,1,1,@4eversupafly,,,0.8801,0.0,0.788,0.212,PP,77
gostei de um de deadpool game ainda,2016-02-12 18:43:51,0,0,@YouTube @funkyblackcat,,,0.0,0.0,0.0,1.0,NN,77
deadpool make crazy amount green lantern sure feels like long time ryan,2016-02-12 18:43:51,1,0,,,,0.34,0.148,0.296,0.556,PP,77
deadpool new reviewed washington post,2016-02-12 18:43:51,0,0,,,,0.0,0.0,0.0,1.0,NN,77
ikea would allow deadpool writers use joke furniture authentic consumerist,2016-02-12 18:43:51,0,0,,,,0.4767,0.0,0.339,0.661,PP,77
deadpool make crazy amount green lantern sure feels like long time ryan,2016-02-12 18:43:51,1,0,,,,0.34,0.148,0.296,0.556,PP,77
jajaja la viendo deadpool todo el,2016-02-12 18:43:51,0,2,,,,0.0,0.0,0.0,1.0,NN,77
quiero ver zoolander deadpool,2016-02-12 18:43:50,0,0,,,,0.0,0.0,0.0,1.0,NN,77
big thanks director us screening movie deadpool actionpacked full heart,2016-02-12 18:43:50,14,85,@timblur,,,0.4404,0.0,0.244,0.756,PP,77
deadpool make crazy amount green lantern sure feels like long time ryan,2016-02-12 18:43:50,1,0,,,,0.34,0.148,0.296,0.556,PP,77
want weekend go see,2016-02-12 18:43:50,0,0,,#DeadpoolMovie #DeadPool #worldpremiere,,0.0772,0.0,0.302,0.698,PP,77
deadpool make crazy amount green lantern sure feels like long time ryan,2016-02-12 18:43:50,0,0,,,,0.34,0.148,0.296,0.556,PP,77
deadpool il est,2016-02-12 18:43:49,1,0,,,,0.0,0.0,0.0,1.0,NN,77
make sure see deadpool tonight check hour plus spoiler filled podcast st,2016-02-12 18:43:49,1,0,,,,0.3182,0.0,0.173,0.827,PP,77
deadpool make crazy amount green lantern sure feels like long time ryan return,2016-02-12 18:43:49,1,0,,,,0.34,0.14,0.279,0.581,PP,77
ikea would allow deadpool writers use joke furniture authentic consumerist,2016-02-12 18:43:48,0,0,,,,0.4767,0.0,0.339,0.661,PP,77
deadpool one best films seen,2016-02-12 18:43:48,0,1,,#carelesswhisper,,0.6369,0.0,0.512,0.488,PP,77
steam deadpool,2016-02-12 18:43:48,0,0,@steam_games,,,0.0,0.0,0.0,1.0,NN,77
bring kids deadpool marketing campaign clearly many kids,2016-02-12 18:43:48,0,1,,#ParentsareMorons #Deadpool,,0.4019,0.0,0.278,0.722,PP,77
people got rejected go deadpool bought tickets stop trying say even look,2016-02-12 18:43:48,0,0,,,,-0.6705,0.355,0.0,0.645,Neg,77
neutral,2016-02-12 18:43:47,0,0,@deadpoolmovie @20thcenturyfox @VancityReynolds,#DeadPool #BestRomCom,,0.0,0.0,0.0,1.0,NN,77
movie date see,2016-02-12 18:43:47,0,0,,#deadpool #movienight #chillinwitmahboy #mom #son #family #love #mylove,,0.0,0.0,0.0,1.0,NN,77
lots people talking le deadpool,2016-02-12 18:43:47,0,0,@mlp_NovaWish,,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-12 18:43:46,0,0,@AcyCy,,,0.0,0.0,0.0,1.0,NN,77
seeing deadpool whole experience,2016-02-12 18:43:45,0,0,,,,0.0,0.0,0.0,1.0,NN,77
movie night deadpool,2016-02-12 18:43:45,0,0,,,,0.0,0.0,0.0,1.0,NN,77
watching deadpool movie gaylord cinema west,2016-02-12 18:43:44,0,0,,,,0.0,0.0,0.0,1.0,NN,77
someone want go see deadpool movie,2016-02-12 18:43:44,0,0,,,,0.0772,0.0,0.206,0.794,PP,77
hey seeing deadpool,2016-02-12 18:43:44,0,0,,,,0.0,0.0,0.0,1.0,NN,77
saw go see,2016-02-12 18:43:44,0,0,,#DeadpoolMovie #DeadpoolMovie #Deadpool #RyanReynolds,,0.0,0.0,0.0,1.0,NN,77
im honestly excited see deadpool,2016-02-12 18:43:43,0,0,,,,0.6597,0.0,0.643,0.357,PP,77
thought,2016-02-12 18:43:43,0,3,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
pumped deadpool,2016-02-12 18:43:43,1,1,,#DeadpoolMovie #chimichangas #scaredofcows,,0.0,0.0,0.0,1.0,NN,77
liked deadpool thought leaving theater face would blown left flesh see theaters,2016-02-12 18:43:42,0,3,,,,0.4215,0.0,0.203,0.797,PP,77
ready movie greenwood park,2016-02-12 18:43:42,0,0,@Regal,#deadpool,,0.3612,0.0,0.455,0.545,PP,77
e poderiam assistir deadpool comigo,2016-02-12 18:43:42,0,0,@paulahlobo @llunallice,#deadpoolresponde,,0.0,0.0,0.0,1.0,NN,77
got hair ate mexican food hottest guy know watched today good day,2016-02-12 18:43:41,0,1,@neilmcknight85,#Deadpool,,0.4404,0.0,0.209,0.791,PP,77
deadpool,2016-02-12 18:43:41,0,1,@arnold_rafa,,,0.0,0.0,0.0,1.0,NN,77
superhero movie advertised like kids omg say deadpool advertised like,2016-02-12 18:43:41,0,0,,,,0.6124,0.0,0.385,0.615,PP,77
hope go see deadpool,2016-02-12 18:43:41,0,0,,,,0.4404,0.0,0.492,0.508,PP,77
weekend pc download deadpool nba free steam,2016-02-12 18:43:41,0,0,,,,0.5106,0.0,0.355,0.645,PP,77
deadpool new favorite,2016-02-12 18:43:40,1,0,@SamanthaKate98,,,0.4588,0.0,0.6,0.4,PP,77
omg rt guys hit date saved,2016-02-12 18:43:40,0,0,@KhadiDon @deadpoolmovie,#DeadPool,,0.4215,0.0,0.359,0.641,PP,77
rt heading movies reviews,2016-02-12 18:43:40,0,0,,#Deadpool #Zoolander2,,0.0,0.0,0.0,1.0,NN,77
god damn deadpool awesome,2016-02-12 18:43:40,0,1,,,,0.5423,0.273,0.626,0.101,PP,77
saw congrats hit g,2016-02-12 18:43:40,0,0,@VancityReynolds,#DeadPool,,0.5267,0.0,0.63,0.37,PP,77
encanto estoy viendo deadpool,2016-02-12 18:43:40,0,0,,,,0.0,0.0,0.0,1.0,NN,77
saw deadpool words summarize damn go see riff movie xd,2016-02-12 18:43:39,4,7,,,,0.2732,0.186,0.262,0.552,PP,77
least watch deadpool,2016-02-12 18:43:39,0,0,@Lynea_93,,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-12 18:43:39,0,1,,,,0.0,0.0,0.0,1.0,NN,77
deadpool literalmente se tornou fav,2016-02-12 18:43:39,0,0,,,,0.4588,0.0,0.429,0.571,PP,77
deadpool banged,2016-02-12 18:43:38,1,3,,,,0.0,0.0,0.0,1.0,NN,77
bout watch deadpool,2016-02-12 18:43:38,0,1,,,,0.0,0.0,0.0,1.0,NN,77
watching deadpool movie theatre self leather chairs tonight dope night shall,2016-02-12 18:43:38,0,0,,,,0.0,0.0,0.0,1.0,NN,77
liked video titles deadpool,2016-02-12 18:43:38,0,0,@YouTube,#243,,0.4215,0.0,0.483,0.517,PP,77
ver mil veces deadpool,2016-02-12 18:43:38,1,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool izledim ama izlenesi film,2016-02-12 18:43:37,0,3,,,,0.0,0.0,0.0,1.0,NN,77
taking girl see deadpool weekend wrong,2016-02-12 18:43:36,0,2,,,,-0.4767,0.383,0.0,0.617,Neg,77
cannot wait see deadpool tomorrow,2016-02-12 18:43:36,0,0,,,,0.0,0.0,0.0,1.0,NN,77
little munchkins,2016-02-12 18:43:36,0,0,,#Deadpool #Cinema #CosWeAreCoolTakingPhotosInTheCinema,,0.0,0.0,0.0,1.0,NN,77
queria pra ver filme deadpool cmg,2016-02-12 18:43:36,0,0,,,,0.0,0.0,0.0,1.0,NN,77
podoba mi film deadpool recenzja w od,2016-02-12 18:43:35,0,0,@YouTube @mr_fan_page,,,0.0,0.0,0.0,1.0,NN,77
deadpool park ayce popcorn drink stoked wade bought first dp comic secret stash,2016-02-12 18:43:35,0,0,@ComicBookMenAMC,,,0.0,0.0,0.0,1.0,NN,77
thinking going movies betty white thinks go see deadpool,2016-02-12 18:43:35,0,0,@FollowNewsNow,#USATODAY,,0.0,0.0,0.0,1.0,NN,77
yeah fab super,2016-02-12 18:43:35,0,0,@Deadpool,,,0.8442,0.0,1.0,0.0,PP,77
deadpool tomorrow,2016-02-12 18:43:34,0,0,,,,0.0,0.0,0.0,1.0,NN,77
foi ao cinema ver deadpool e se via,2016-02-12 18:43:34,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,77
weekend play plan clean tube deadpool,2016-02-12 18:43:34,0,7,@unravel_game,#HalfAssedCrew,,0.6249,0.0,0.56,0.44,PP,77
course day usually decided check see theres milk cereal,2016-02-12 18:43:34,0,1,,#Kanye #deadpool #remix #followme #holler #SkyQ #hi,,0.0,0.0,0.0,1.0,NN,77
deadpool valentines,2016-02-12 18:43:33,0,3,,#ootd,,0.0,0.0,0.0,1.0,NN,77
mashable chaotic neutral cat effortlessly pulls deadpool cosplay,2016-02-12 18:43:33,0,0,,,,-0.4939,0.314,0.0,0.686,Neg,77
rdv demain,2016-02-12 18:43:33,1,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
going see deadpool,2016-02-12 18:43:32,0,0,,,,0.0,0.0,0.0,1.0,NN,77
getting ready little,2016-02-12 18:43:32,0,1,@deadpoolmovie,#Deadpool #TickPics,,0.3612,0.0,0.556,0.444,PP,77
postei fotinho que tirei com carinha vestido de deadpool,2016-02-12 18:43:32,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool probably funniest film ever,2016-02-12 18:43:31,0,1,,,,0.5574,0.0,0.474,0.526,PP,77
really want see know leave work trip sunday done,2016-02-12 18:43:31,0,0,,#Deadpool,,0.101,0.123,0.163,0.715,PP,77
surprised get deadpool lots choose u missed antman actors,2016-02-12 18:43:31,0,0,@DavidPoland,,,-0.0772,0.218,0.188,0.594,Neg,77
seven questions ask watch deadpool desiring god,2016-02-12 18:43:31,0,0,,,,0.2732,0.0,0.259,0.741,PP,77
see deadpool meet cat doppleganger cnet,2016-02-12 18:43:31,0,0,,,,0.0,0.0,0.0,1.0,NN,77
lets go watch deadpool,2016-02-12 18:43:31,0,0,@muglackh,,,0.0,0.0,0.0,1.0,NN,77
take deadpool good,2016-02-12 18:43:30,0,1,,,,0.4404,0.0,0.592,0.408,PP,77
enjoying refreshments watching big,2016-02-12 18:43:29,1,1,@VancityReynolds,#Deadpool,,0.5267,0.0,0.531,0.469,PP,77
deadpool,2016-02-12 18:43:29,0,2,@mariarengi_,,,0.0,0.0,0.0,1.0,NN,77
deadpool movie,2016-02-12 18:43:29,0,0,@Binta1_,,,0.0,0.0,0.0,1.0,NN,77
happy hour fellas deadpool new ny,2016-02-12 18:43:29,0,1,@JakesDilemma,,,0.5719,0.0,0.425,0.575,PP,77
movies brother watching,2016-02-12 18:43:28,0,0,@magik_asu,#deadpool,,0.0,0.0,0.0,1.0,NN,77
funny af bruh,2016-02-12 18:43:28,0,0,,#Deadpool,,0.4404,0.0,0.592,0.408,PP,77
think people realize deadpool breaks fourth wall jokes people really stupid,2016-02-12 18:43:28,0,0,@mikeBithell,,,-0.4005,0.251,0.136,0.613,Neg,77
por visita este fin de semana oculta en mi en el cine pobre de av tlahuac,2016-02-12 18:43:28,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
vou ver deadpool com crush ahhhhh eu lokis,2016-02-12 18:43:28,0,0,,,,-0.1531,0.186,0.0,0.814,Neg,77
someone pls watch deadpool wt,2016-02-12 18:43:28,0,0,,,,0.0772,0.0,0.245,0.755,PP,77
currently movies waiting deadpool insanely excited,2016-02-12 18:43:27,0,2,,,,0.34,0.0,0.324,0.676,PP,77
pretty awesome seeing trailer imax,2016-02-12 18:43:27,0,8,@burnie @AH_Michael @roosterteeth,#LazerTeam #Deadpool,,0.8074,0.0,0.709,0.291,PP,77
por fin vuelto lo tengo que llevar ver deadpool,2016-02-12 18:43:26,0,0,,,,0.0,0.0,0.0,1.0,NN,77
show cbs vladimir gravitational deadpool,2016-02-12 18:43:26,0,0,,,,0.0,0.0,0.0,1.0,NN,77
neutral,2016-02-12 18:43:26,0,2,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
rob liefeld looks back deadpool real secret origin comic book resources via,2016-02-12 18:43:25,0,0,@cbr,,,-0.5574,0.247,0.0,0.753,Neg,77
went seen twice see,2016-02-12 18:43:24,2,3,@JayHooft,#DEADPOOL,,0.0,0.0,0.0,1.0,NN,77
geral indo assistir deadpool,2016-02-12 18:43:23,1,0,,,,0.0,0.0,0.0,1.0,NN,77
dad text said stay roads tonight wanna go see deadpool still feel bad,2016-02-12 18:43:23,0,1,,,,-0.5423,0.226,0.0,0.774,Neg,77
