body,date,retweets,favorites,mentions,hashtags,geo,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
deadpool sigue liderando taquillas,2016-02-21 17:45:01,0,0,,#Cine #Deadpool,,0.0,0.0,0.0,1.0,NN,60
went see deadpool lived fucking amazing,2016-02-21 17:45:00,0,0,,,,0.624,0.0,0.45,0.55,PP,60
liked video blow doll bouncy castle deadpool random moments,2016-02-21 17:44:59,0,0,@YouTube @uberhaxornova,,,0.4215,0.0,0.259,0.741,PP,60
thinking changing twitter handle negasonic teenage warhead,2016-02-21 17:44:56,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
es hora de hacer las putas chimichangas l,2016-02-21 17:44:55,1,3,,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
que buena que buena es deadpool,2016-02-21 17:44:53,0,0,,,,0.0,0.0,0.0,1.0,NN,60
christmas someone naughty,2016-02-21 17:44:52,0,1,,#deadpool,,0.0,0.0,0.0,1.0,NN,60
tell british villain deadpool prettiest man seen,2016-02-21 17:44:52,0,1,,,,0.0258,0.293,0.301,0.407,NN,60
cinema assistindo deadpool,2016-02-21 17:44:51,0,0,,,,0.0,0.0,0.0,1.0,NN,60
da sind mehrere von deadpool bei,2016-02-21 17:44:51,0,1,@varrjc @acegigolas,,,0.0,0.0,0.0,1.0,NN,60
deadpool sigue liderando taquillas,2016-02-21 17:44:50,1,0,,#Cine #Deadpool,,0.0,0.0,0.0,1.0,NN,60
watched ride along deadpool idk whether movie bad nothing seems funny watching deadpool,2016-02-21 17:44:49,1,0,,,,-0.7435,0.422,0.0,0.578,Neg,60
deadpool jviens de le vouar tonight il,2016-02-21 17:44:46,0,1,@hedgehogpunk,,,0.0,0.0,0.0,1.0,NN,60
quiero ver deadpool joder,2016-02-21 17:44:45,0,0,,,,0.0,0.0,0.0,1.0,NN,60
sexy,2016-02-21 17:44:45,1,2,@lootcrate @UndeadWalkingFS @BamSmackPow,#TWD #Deadpool,,0.5267,0.0,1.0,0.0,PP,60
deadpool class,2016-02-21 17:44:44,0,0,,,,0.0,0.0,0.0,1.0,NN,60
lo tuve una que liam neeson le secuestrar la hija el se dejaba,2016-02-21 17:44:40,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
mi madre ha dicho que encantada de que vaya ver deadpool otra vez al cine si es con mi aunque ella odie,2016-02-21 17:44:39,0,0,,,,0.34,0.0,0.103,0.897,PP,60
saw deadpool second loved catching stuff missed first,2016-02-21 17:44:39,0,3,,,,0.4019,0.182,0.322,0.496,PP,60
added collection first ever deadpool figure thank rob,2016-02-21 17:44:38,0,0,,,,-0.2732,0.298,0.207,0.496,Neg,60
ahora derrepente de toda la vida sois todos super fans de deadpool venga ni la mitad sabiais que existia,2016-02-21 17:44:35,0,1,,,,0.5994,0.0,0.178,0.822,PP,60
neutral,2016-02-21 17:44:35,0,0,@VancityReynolds,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
captain deadpool deadpool,2016-02-21 17:44:34,0,0,,,,0.0,0.0,0.0,1.0,NN,60
estoy viendo deadpool,2016-02-21 17:44:33,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool dominates fifty five million,2016-02-21 17:44:33,0,0,,,,0.0516,0.0,0.231,0.769,NN,60
deadpool vraiment marrant comme film,2016-02-21 17:44:32,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool es un desfase de risas irreverente jajajaaaja,2016-02-21 17:44:32,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool shit lmao,2016-02-21 17:44:29,0,0,,,,0.0772,0.424,0.459,0.118,PP,60
probably lame havent watched deadpool,2016-02-21 17:44:28,0,0,,,,-0.4215,0.412,0.0,0.588,Neg,60
e deadpool mt foda,2016-02-21 17:44:28,0,2,,,,0.0,0.0,0.0,1.0,NN,60
deadpool,2016-02-21 17:44:28,0,0,,#FuckYouReynolds #Deadpool #GreenLantern #ComeOnTooManyHashtags,,0.0,0.0,0.0,1.0,NN,60
deadpool horrible mi,2016-02-21 17:44:27,0,3,,,,-0.5423,0.636,0.0,0.364,Neg,60
deadpool makes much,2016-02-21 17:44:26,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool stays behind gets letting sweetpea escape finally free,2016-02-21 17:44:24,1,2,,#DeadpoolSpoilers,,0.6124,0.0,0.417,0.583,PP,60
love deadpool,2016-02-21 17:44:24,0,0,@deadpoolmovie,,,0.6369,0.0,0.808,0.192,PP,60
buenisima deadpool buenisimaaaa,2016-02-21 17:44:17,0,0,,,,0.0,0.0,0.0,1.0,NN,60
cutest little deadpool ever,2016-02-21 17:44:15,0,0,,#pensacon #pensacon2016,,0.5859,0.0,0.559,0.441,PP,60
acredito que pagaram pau pra esse filme deadpool,2016-02-21 17:44:14,0,0,,,,0.0,0.0,0.0,1.0,NN,60
porque en deadpool han dicho que se fea es como yo de amor cada que jajaja ay,2016-02-21 17:44:12,0,0,@feastforwolf,,,0.6124,0.0,0.2,0.8,PP,60
wanna go see deadpool heard lit,2016-02-21 17:44:11,0,0,,,,0.0,0.0,0.0,1.0,NN,60
daquelas q gosta de deadpool mas vai assistir pq ryan reynolds,2016-02-21 17:44:11,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool amazing funny great,2016-02-21 17:44:10,0,0,@VancityReynolds,,,0.8957,0.0,0.915,0.085,PP,60
io vado al cinema per guardare deadpool sono eccitato,2016-02-21 17:44:10,0,0,,#grandeverdeW16,,0.0,0.0,0.0,1.0,NN,60
amazing made laugh whole great job deadpool wait,2016-02-21 17:44:10,0,0,@VancityReynolds @deadpoolmovie,#unicorn,,0.91,0.0,0.697,0.303,PP,60
brand deadpool get,2016-02-21 17:44:10,0,1,,#Deadpool #DeadpoolMovie,,0.0,0.0,0.0,1.0,NN,60
quero assistir deadpool se dan der pra bato nele kk,2016-02-21 17:44:09,0,0,,,,0.3612,0.0,0.217,0.783,PP,60
rant stupid meme deadpool claiming first rated r comic book,2016-02-21 17:44:09,1,0,,,,-0.7003,0.453,0.0,0.547,Neg,60
like captain deadpool better,2016-02-21 17:44:08,0,1,@SuperheroFeed,,,0.6597,0.0,0.73,0.27,PP,60
wait till,2016-02-21 17:44:07,0,0,,#deadpoolmoviepremier #deadpool #deadpoolmovie #deadpoolmovie2016,,0.0,0.0,0.0,1.0,NN,60
assisti melhor filme ano deadpool,2016-02-21 17:44:07,0,0,,#PeideiSai,,0.0,0.0,0.0,1.0,NN,60
deadpool,2016-02-21 17:44:05,0,0,@laurajpotter,,,0.0,0.0,0.0,1.0,NN,60
deadpool timing dpool,2016-02-21 17:44:03,0,0,,#watchit,,0.0,0.0,0.0,1.0,NN,60
happy thing bc deadpool,2016-02-21 17:44:02,0,0,@VancityReynolds,,,0.5719,0.0,0.552,0.448,PP,60
saw deadpool got spoiled getting moved miss,2016-02-21 17:44:02,0,0,@KristinaJ917,,,-0.1531,0.211,0.0,0.789,Neg,60
deadpool,2016-02-21 17:43:55,0,1,,,,0.0,0.0,0.0,1.0,NN,60
si gusto deadpool,2016-02-21 17:43:55,0,0,,,,0.0,0.0,0.0,1.0,NN,60
une de deadpool menu popcorn,2016-02-21 17:43:54,0,0,@YouTube @menumanga,,,0.0,0.0,0.0,1.0,NN,60
see,2016-02-21 17:43:53,0,0,,#Deadpool #movienight,,0.0,0.0,0.0,1.0,NN,60
que buena deadpool aguanten mis tioss,2016-02-21 17:43:53,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool pretty freakin,2016-02-21 17:43:53,0,1,,,,0.4939,0.0,0.615,0.385,PP,60
la gente flipando con deadpool la pared cuando marvel ya lo hizo antes con un mejor personaje,2016-02-21 17:43:52,1,3,@CarlosPlaybook,,,0.4215,0.0,0.149,0.851,PP,60
watched deadpool nothing literally nothing wrong take damn kids,2016-02-21 17:43:52,0,1,,,,0.0279,0.188,0.198,0.614,NN,60
mocks says percent influential iphone cnet,2016-02-21 17:43:51,0,0,,#Deadpool #News #Tech #ftag,,-0.0258,0.303,0.293,0.404,NN,60
seeing deadpool tonight,2016-02-21 17:43:50,0,1,,,,0.0,0.0,0.0,1.0,NN,60
mientras tanto yo viendo deadpool con jajajajajaja,2016-02-21 17:43:50,0,2,@nicksilrey,,,0.0,0.0,0.0,1.0,NN,60
gereken olarak buralarda,2016-02-21 17:43:49,0,1,,#spoilerman #deadpool,,0.0,0.0,0.0,1.0,NN,60
nickharriganartwork deadpool thinks head etsy store grab,2016-02-21 17:43:47,0,0,,,,0.0,0.0,0.0,1.0,NN,60
going really disappointed cast cable keira knightley next deadpool,2016-02-21 17:43:46,0,0,,#L,,-0.5256,0.298,0.0,0.702,Neg,60
rt kellyshannonn nyt deadpool holds top spot box office,2016-02-21 17:43:43,0,0,,#arts,,0.2023,0.0,0.184,0.816,PP,60
tryna go see deadpool,2016-02-21 17:43:43,1,4,,,,0.0,0.0,0.0,1.0,NN,60
por cierto voy ver zootopia porque deadpool tiene contenido,2016-02-21 17:43:43,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deus esse deadpool tem ngm merece gritaria de cinema,2016-02-21 17:43:42,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool less jokes authenticity movie mcu levels committed,2016-02-21 17:43:41,0,0,@HuffmanDickings,,,0.4228,0.0,0.388,0.612,PP,60
mas irei pq deadpool amigos,2016-02-21 17:43:41,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool,2016-02-21 17:43:37,0,1,,,,0.0,0.0,0.0,1.0,NN,60
watching deadpool dad mistake,2016-02-21 17:43:35,0,0,,,,-0.34,0.444,0.0,0.556,Neg,60
gostei de um de deadpool player red,2016-02-21 17:43:34,0,1,@YouTube @viihferreiratm,,,0.0,0.0,0.0,1.0,NN,60
deadpool como lida com fato marketing ter levado mais pessoas ao seu filme que sua,2016-02-21 17:43:34,1,1,,#DeadpoolResponde,,0.0,0.0,0.0,1.0,NN,60
enjoyed deadpool first time saw loved watched last stop stop quoting rest life,2016-02-21 17:43:29,0,2,,,,0.5859,0.214,0.35,0.437,PP,60
bit,2016-02-21 17:43:26,0,0,,#Deadpool #maybemyfavourite,,0.0,0.0,0.0,1.0,NN,60
deadpool tops weekend box office second straight deadpool king,2016-02-21 17:43:26,0,0,,,,0.6369,0.0,0.426,0.574,PP,60
domingo com os parceiro assistindo deadpool filme,2016-02-21 17:43:25,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool awesome movie taken ok movie da fuq rated,2016-02-21 17:43:25,1,2,,,,0.743,0.0,0.474,0.526,PP,60
gostei de um de deadpool lucky block pvp,2016-02-21 17:43:24,0,0,@YouTube @rezende_evil,,,-0.0258,0.248,0.239,0.513,NN,60
invitas bobbi mi mi vuelo aun ha,2016-02-21 17:43:24,0,0,,,,0.34,0.0,0.286,0.714,PP,60
neutral,2016-02-21 17:43:22,0,0,,#epic #Deadpool #colossus #xmen #movie #simpsons #mashup #thesimpsons #humor #funny #funnyshit,,0.0,0.0,0.0,1.0,NN,60
wait see deadpool understand dishsoap jokes,2016-02-21 17:43:22,0,0,,,,0.25,0.0,0.286,0.714,PP,60
mi en este,2016-02-21 17:43:22,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
btw deadpool great,2016-02-21 17:43:20,0,0,,,,0.6249,0.0,0.672,0.328,PP,60
gente eu preciso ver deadpool de novo,2016-02-21 17:43:19,1,0,,,,0.0,0.0,0.0,1.0,NN,60
marketing deadpool century fox innovated marketing,2016-02-21 17:43:18,0,0,,#Digital,,0.0,0.0,0.0,1.0,NN,60
wanna get deadpool ass,2016-02-21 17:43:18,0,3,,,,-0.5423,0.538,0.0,0.462,Neg,60
luego mis comentarios de ahora,2016-02-21 17:43:15,0,0,@BarcelonaSCweb,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
complete waited till end movie foolish guy decided crack,2016-02-21 17:43:15,0,0,,#deadpool,,-0.2732,0.208,0.0,0.792,Neg,60
rated deadpool,2016-02-21 17:43:13,0,0,,#IMDb,,0.0,0.0,0.0,1.0,NN,60
deadpool ele melhor sem hahahahah deadpool imax,2016-02-21 17:43:13,0,0,@UCI @ucicinemas,,,0.0,0.0,0.0,1.0,NN,60
deadpool hosting snl,2016-02-21 17:43:12,0,0,,#trending #topvideos,,0.0,0.0,0.0,1.0,NN,60
quem quer ver deadpool,2016-02-21 17:43:11,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool rated full,2016-02-21 17:43:11,0,0,,,,0.0,0.0,0.0,1.0,NN,60
real credit goes made happen much,2016-02-21 17:43:11,31,179,@deadpoolmovie @blakelively,#Deadpool #recordbreaker #1stladyaspresident,,0.3818,0.0,0.342,0.658,PP,60
hora de deadpool via,2016-02-21 17:43:11,0,1,@YouTube @CanalEuTeSalvo,#PeideieSai,,0.0,0.0,0.0,1.0,NN,60
deadpool podia virar uma,2016-02-21 17:43:09,1,1,,,,0.0,0.0,0.0,1.0,NN,60
taquilla usa deadpool es un maldito de la,2016-02-21 17:43:08,0,0,,,,0.0,0.0,0.0,1.0,NN,60
gostei de um de deadpool ryan reynolds premiere de londres,2016-02-21 17:43:08,0,0,@YouTube @naosalvo,,,0.0,0.0,0.0,1.0,NN,60
deadpool,2016-02-21 17:43:08,0,0,@Cin @cinepolis,,,0.0,0.0,0.0,1.0,NN,60
hoy deadpool choros de mierda quhrribsiflpanwf,2016-02-21 17:43:03,0,0,,,,0.0,0.0,0.0,1.0,NN,60
finally see deadpool laughed absolute dick,2016-02-21 17:43:02,0,2,,#hilarious,,-0.0772,0.32,0.291,0.388,Neg,60
seen deadpool twice love every,2016-02-21 17:43:02,0,0,,,,0.6369,0.0,0.512,0.488,PP,60
gostei de um de deadpool rezende jean e totalcraft,2016-02-21 17:43:01,1,2,@YouTube @oriongplays,,,0.0,0.0,0.0,1.0,NN,60
getting ready go see deadpool hope good like everybody says,2016-02-21 17:43:01,0,0,,,,0.8689,0.0,0.643,0.357,PP,60
imax puro,2016-02-21 17:43:00,0,0,,#deadpool,,0.0,0.0,0.0,1.0,NN,60
still seen deadpool,2016-02-21 17:43:00,0,0,,,,0.0,0.0,0.0,1.0,NN,60
eso es lo que pasa vas ver deadpool por poser sin haber el comic,2016-02-21 17:43:00,0,3,,,,-0.5574,0.217,0.0,0.783,Neg,60
deadpool brand new,2016-02-21 17:42:59,0,0,,#Deals_UK,,0.0,0.0,0.0,1.0,NN,60
brett favre deadpool,2016-02-21 17:42:59,0,0,,,,0.0,0.0,0.0,1.0,NN,60
ryan renolds put deadpool character choke good movie overall,2016-02-21 17:42:57,0,2,,,,-0.1531,0.261,0.216,0.522,Neg,60
marvel inspired deadpool art print poster abstact study herofied ryan reynolds,2016-02-21 17:42:57,0,0,,#Herofied,,0.7184,0.0,0.4,0.6,PP,60
porque llamado para ir ver deadpool,2016-02-21 17:42:56,0,0,@RoSenpaiii @AleX_17__ @game_maker26 @SlimeZizau,,,0.0,0.0,0.0,1.0,NN,60
deadpool lo cattivissima,2016-02-21 17:42:56,0,0,,,,0.0,0.0,0.0,1.0,NN,60
made nks,2016-02-21 17:42:55,0,0,,#contentmarketing #Deadpool #Marketing #Humor #SocialMedia,,0.0,0.0,0.0,1.0,NN,60
socorro deadpool team,2016-02-21 17:42:55,0,0,,,,0.0,0.0,0.0,1.0,NN,60
rt watching deadpool alone onjeepneytv,2016-02-21 17:42:54,0,0,,#VoteKathrynFPP #KCA,,-0.25,0.333,0.0,0.667,Neg,60
deadpool superou todas minhas expectativas pqp,2016-02-21 17:42:54,1,1,,,,0.0,0.0,0.0,1.0,NN,60
deadpool melhor filme,2016-02-21 17:42:54,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool pin marvel super hero dead pool symbol icon movie merc mouth mercinary logo pinback,2016-02-21 17:42:53,0,0,,,,0.7184,0.168,0.402,0.43,PP,60
gostei de um de como fazer deadpool,2016-02-21 17:42:53,0,1,@YouTube @ga_manfredi,,,0.0,0.0,0.0,1.0,NN,60
deadpool se mantiene en el primer puesto de la taquilla,2016-02-21 17:42:52,0,1,,,,0.0,0.0,0.0,1.0,NN,60
por kits de deadpool de,2016-02-21 17:42:52,1,4,@peliculasdeFOX @altapeli,,,0.0,0.0,0.0,1.0,NN,60
pero pero pero salvajada es deadpool,2016-02-21 17:42:52,1,1,,,,0.0,0.0,0.0,1.0,NN,60
el antes el en los efectos especiales de deadpool,2016-02-21 17:42:51,9,27,,,,0.0,0.0,0.0,1.0,NN,60
box deadpool bedevils,2016-02-21 17:42:49,0,0,,,,0.0,0.0,0.0,1.0,NN,60
devia estar estudando pra prova de que vai foder meu crg em vez de ter ido ver deadpool mas crlh valeu pena que filme fodaaaaaa,2016-02-21 17:42:48,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool piadas dele tudo jfjfjdj e unicornio com ele em cima final jfjdjd amo esse homem,2016-02-21 17:42:48,0,0,,,,0.0,0.0,0.0,1.0,NN,60
queria saber de um pessoal q eu ainda nao que vai ver deadpool pra fazer amizade nova,2016-02-21 17:42:48,0,1,,,,0.0,0.0,0.0,1.0,NN,60
neutral,2016-02-21 17:42:47,0,0,,#Cine #Cinemark #XD #Deadpool #Marvel #Girlfriend #Novia,,0.0,0.0,0.0,1.0,NN,60
neutral,2016-02-21 17:42:46,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
try owe one deadpool viewing,2016-02-21 17:42:46,0,2,@BrynRayUX,,,0.0,0.0,0.0,1.0,NN,60
new deadpool mocks says percent influential iphone,2016-02-21 17:42:45,0,0,,,,-0.0258,0.275,0.266,0.459,NN,60
liked video deadpool best superhero origin story,2016-02-21 17:42:44,0,0,@YouTube,,,0.7906,0.0,0.583,0.417,PP,60
deadpool brand new,2016-02-21 17:42:44,0,0,,#Deals_UK,,0.0,0.0,0.0,1.0,NN,60
tu aimer deadpool,2016-02-21 17:42:44,0,0,,,,0.0,0.0,0.0,1.0,NN,60
comendo uma pipoca e assistindo deadpool,2016-02-21 17:42:43,0,2,,,,0.0,0.0,0.0,1.0,NN,60
please tell audio commentary deadpool,2016-02-21 17:42:42,0,0,@VancityReynolds,,,0.3182,0.0,0.365,0.635,PP,60
fui cinema ver deadpool se loco que filme foda,2016-02-21 17:42:40,0,0,,,,0.0,0.0,0.0,1.0,NN,60
funny went see deadpool two month away got asked age,2016-02-21 17:42:40,0,0,,,,0.4404,0.0,0.244,0.756,PP,60
time go see,2016-02-21 17:42:40,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
see deadpool,2016-02-21 17:42:39,0,0,,,,0.0,0.0,0.0,1.0,NN,60
wanna see deadpool,2016-02-21 17:42:38,0,4,,,,0.0,0.0,0.0,1.0,NN,60
deadpool es el concepto de por parte de mucha gente lo considero como,2016-02-21 17:42:38,0,2,,,,0.0,0.0,0.0,1.0,NN,60
deadpool fucking jokes film,2016-02-21 17:42:37,0,0,,#DeadPool #DriveBy,,0.3167,0.0,0.433,0.567,PP,60
si los padres se mas en informarse de lo que ven sus hijos pasaria lo que esta pasando con deadpool,2016-02-21 17:42:37,0,0,,,,0.0,0.0,0.0,1.0,NN,60
time deadpool,2016-02-21 17:42:37,0,0,,,,0.0,0.0,0.0,1.0,NN,60
really wanna watch deadpool,2016-02-21 17:42:36,0,0,,,,0.0,0.0,0.0,1.0,NN,60
texting asks,2016-02-21 17:42:36,0,1,@Vanessa_Bean_ @deadpoolmovie,#Deadpool #smh,,0.0,0.0,0.0,1.0,NN,60
al vi media temporada de deadpool guerreros vikings,2016-02-21 17:42:36,0,0,,,,0.0,0.0,0.0,1.0,NN,60
ya quiero tener deadpool en hd para hacer mis propios,2016-02-21 17:42:35,0,0,,,,0.0,0.0,0.0,1.0,NN,60
la calavera es la caca es al final es la si lo juntamos quedaria deadpool,2016-02-21 17:42:34,0,1,@AngelR120 @LokiStrikes,,,0.0,0.0,0.0,1.0,NN,60
liked video deadpool hosting snl,2016-02-21 17:42:33,0,0,@YouTube,,,0.4215,0.0,0.412,0.588,PP,60
deadpool still stephen hit chinese comedy mermaid opens strong,2016-02-21 17:42:32,1,2,,,,0.7003,0.0,0.453,0.547,PP,60
e filme deadpool sustenta discursos preconceituosos e alimenta eles como se fossem uma coisa,2016-02-21 17:42:30,0,0,,,,0.0,0.0,0.0,1.0,NN,60
good relaxing date night mary torres outback deadpool ice cream,2016-02-21 17:42:30,0,0,,,,0.7269,0.0,0.433,0.567,PP,60
hate scavenger,2016-02-21 17:42:30,0,1,@IMAX,#Deadpool,,-0.5719,0.787,0.0,0.213,Neg,60
fui ver deadpool una familia con una nena como de ese trauma es peor,2016-02-21 17:42:27,0,0,@mangelrogel,,,-0.4215,0.177,0.0,0.823,Neg,60
movie night dr eyad cinemas ibn battuta,2016-02-21 17:42:27,0,1,@leila1h @Novo,#Deadpool #mydubai,,0.0,0.0,0.0,1.0,NN,60
encanta todos los que se meten con nosotros los frikis que cagan con deadpool va este puto pais bueno el puto mundo,2016-02-21 17:42:26,0,1,,,,0.0,0.0,0.0,1.0,NN,60
deadpool gick loss folk,2016-02-21 17:42:26,0,0,,#deadpool #nochill,,-0.3182,0.434,0.0,0.566,Neg,60
hindi na tapos yung deadpool,2016-02-21 17:42:25,0,1,,,,0.0,0.0,0.0,1.0,NN,60
una pasada,2016-02-21 17:42:25,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
added video playlist geek fuel unboxing deadpool firefly february,2016-02-21 17:42:25,0,0,@YouTube,,,-0.2023,0.184,0.0,0.816,Neg,60
ahora resulta que todos son todo sobre pero desconocen su arma,2016-02-21 17:42:22,0,0,,#Deadpool #LeanLosComics,,0.0,0.0,0.0,1.0,NN,60
went see great,2016-02-21 17:42:20,0,1,@BrandenOlson1,#Deadpool,,0.6249,0.0,0.672,0.328,PP,60
complementing deadpool different cbm,2016-02-21 17:42:20,2,7,@JustACardist @JJ_Avrams @GreenleafQuinn @DrGhett0Batman,,,0.0,0.0,0.0,1.0,NN,60
deadpool guide latest via,2016-02-21 17:42:19,1,2,@YouTube,#deadpool,,0.0,0.0,0.0,1.0,NN,60
deadpool hosting snl,2016-02-21 17:42:18,0,0,,#trending #topvideos,,0.0,0.0,0.0,1.0,NN,60
lo dejo por,2016-02-21 17:42:17,0,0,,#Deadpool #portait #digitaldrawing #digitalpainting,,0.0,0.0,0.0,1.0,NN,60
deadpool listens music bridge,2016-02-21 17:42:15,0,1,,,,0.0,0.0,0.0,1.0,NN,60
finally watch deadpool,2016-02-21 17:42:15,0,1,,,,0.0,0.0,0.0,1.0,NN,60
remembered disturbing story wrote long time,2016-02-21 17:42:15,0,1,,,,-0.5106,0.398,0.0,0.602,Neg,60
finalmente fui assistir deadpool,2016-02-21 17:42:14,0,0,,,,0.0,0.0,0.0,1.0,NN,60
hasssss evin istemsizce sexy motherfucker diye ritim tutarak geziniyorum deadpool yan etkisi bu,2016-02-21 17:42:13,0,1,,,,-0.296,0.242,0.179,0.579,Neg,60
deadpool,2016-02-21 17:42:13,0,0,,,,0.0,0.0,0.0,1.0,NN,60
gostei de um de deadpool player red,2016-02-21 17:42:13,0,1,@YouTube @viihferreiratm,,,0.0,0.0,0.0,1.0,NN,60
another round deadpool xd social surprising,2016-02-21 17:42:12,0,1,,,,0.7096,0.0,0.596,0.404,PP,60
watching deadpool made weak marvel movies never ready civil war,2016-02-21 17:42:12,0,6,,,,0.2349,0.295,0.351,0.354,PP,60
tuerie deadpool,2016-02-21 17:42:12,0,1,,,,0.0,0.0,0.0,1.0,NN,60
finalmente vou ver deadpool,2016-02-21 17:42:11,0,0,,,,0.0,0.0,0.0,1.0,NN,60
next weekend consists seeing deadpool getting drunk like sound,2016-02-21 17:42:10,1,0,,,,0.0258,0.202,0.21,0.588,NN,60
saw deadpool day came missed wednesday raid thats,2016-02-21 17:42:10,0,3,,,,-0.296,0.239,0.0,0.761,Neg,60
acabo de salir de ver de decir que es muy es muy diferente una pelicula de superheroes,2016-02-21 17:42:10,0,0,,#deadpool,,0.0,0.0,0.0,1.0,NN,60
reynolds miller participate deadpool session goes smoothly,2016-02-21 17:42:09,0,0,,,,0.0,0.0,0.0,1.0,NN,60
les meilleures de deadpool,2016-02-21 17:42:09,0,0,,,,0.0,0.0,0.0,1.0,NN,60
voy definir la de en tres la puta apta para menores,2016-02-21 17:42:09,1,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
ihihihi mas vamo assistir deadpool eu sou menor de idade vc diz q meu pai,2016-02-21 17:42:09,0,0,@Springlees,,,0.0,0.0,0.0,1.0,NN,60
box deadpool bedevils,2016-02-21 17:42:07,0,0,,,,0.0,0.0,0.0,1.0,NN,60
estoy tan feliz porque ver deadpool,2016-02-21 17:42:07,0,0,,,,0.0,0.0,0.0,1.0,NN,60
go watch deadpool,2016-02-21 17:42:05,0,2,,,,0.0,0.0,0.0,1.0,NN,60
liked video things need happen deadpool,2016-02-21 17:42:04,0,0,@YouTube @clevvermovies,,,0.4215,0.0,0.359,0.641,PP,60
box deadpool bedevils deadpool easily battle heaven,2016-02-21 17:42:04,0,0,,,,0.4767,0.211,0.463,0.325,PP,60
box deadpool bedevils deadpool easily battle heaven,2016-02-21 17:42:04,0,0,,,,0.4767,0.211,0.463,0.325,PP,60
deadpool honestly best film seen watched seriously missing,2016-02-21 17:41:57,0,0,@deadpoolmovie,,,0.6486,0.258,0.477,0.265,PP,60
deadpool reaches million worldwide box,2016-02-21 17:41:56,0,0,,,,0.0516,0.0,0.231,0.769,NN,60
sucesso de deadpool demonstra q um filme de superheroi pode ser rated diz isso pro,2016-02-21 17:41:56,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool nears million worldwide box office,2016-02-21 17:41:56,0,0,,,,0.0,0.0,0.0,1.0,NN,60
watched deadpool watching zoolander,2016-02-21 17:41:56,0,1,,,,0.0,0.0,0.0,1.0,NN,60
group year olds get deadpool got carded first,2016-02-21 17:41:55,0,1,,,,0.0,0.0,0.0,1.0,NN,60
ahora de deadpool quedo ver la ola,2016-02-21 17:41:54,0,4,,,,0.0,0.0,0.0,1.0,NN,60
deadpool porto rs,2016-02-21 17:41:53,0,0,@GNC_Cinemas,,,0.0,0.0,0.0,1.0,NN,60
deadpool amazing,2016-02-21 17:41:53,0,0,,,,0.5859,0.0,0.792,0.208,PP,60
rated deadpool,2016-02-21 17:41:53,0,0,,#IMDb,,0.0,0.0,0.0,1.0,NN,60
deadpool controversos pra gostar dele misoginia e homofobia na real sociedade isso numa oa,2016-02-21 17:41:52,0,0,,,,0.0,0.0,0.0,1.0,NN,60
ayer viendo deadpool en la escena del dia de la mujer mire al bae con cara de su cara de helpme fue epica,2016-02-21 17:41:52,1,2,,,,0.0,0.0,0.0,1.0,NN,60
empresta um,2016-02-21 17:41:51,0,0,@Deadpool,,,0.0,0.0,0.0,1.0,NN,60
salen los te quedas sentada esperando que vuelva salir como en toda,2016-02-21 17:41:47,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
aw think gonna see deadpool today,2016-02-21 17:41:47,0,0,,,,0.0,0.0,0.0,1.0,NN,60
deadpool fun,2016-02-21 17:41:46,1,0,@LRJFilmShow,,,0.5106,0.0,0.767,0.233,PP,60
foda que eu fui assistir vezes e pensando na terceira,2016-02-21 17:41:44,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,60
maiores hits da marvel da fox deadpool e days future past,2016-02-21 17:41:44,0,0,,,,0.4215,0.0,0.237,0.763,PP,60
deadpool holds top spot box office,2016-02-21 17:41:43,0,0,,,,0.2023,0.0,0.265,0.735,PP,60
wanna watch deadpool,2016-02-21 17:41:43,0,0,,,,0.0,0.0,0.0,1.0,NN,60
entrando ver,2016-02-21 17:41:42,0,1,,#cine #Deadpool,,0.0,0.0,0.0,1.0,NN,60
