body,date,retweets,favorites,mentions,hashtags,geo,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
es que rompa la cuarta es que la destruye por acercando al espectador un personaje en el mundo,2016-02-20 18:38:59,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
quero assistir deadpool,2016-02-20 18:38:57,0,0,,,,0.0,0.0,0.0,1.0,NN,62
real deadpool fucking great,2016-02-20 18:38:57,0,0,,,,0.659,0.0,0.594,0.406,PP,62
wait deadpool inserting sure could end better ride along,2016-02-20 18:38:56,0,0,@EmperorBigD,,,0.6369,0.0,0.426,0.574,PP,62
deadpool minutes,2016-02-20 18:38:55,0,1,,,,0.0,0.0,0.0,1.0,NN,62
deadpool um filme muito maravilhoso,2016-02-20 18:38:54,0,0,,,,0.0,0.0,0.0,1.0,NN,62
many kids theater deadpool,2016-02-20 18:38:54,0,0,,,,0.0,0.0,0.0,1.0,NN,62
bond watched deadpool,2016-02-20 18:38:54,45,52,,,,0.0,0.0,0.0,1.0,NN,62
tell deadpool,2016-02-20 18:38:54,0,0,@RobertDowneyJr @VancityReynolds,,,0.0,0.0,0.0,1.0,NN,62
te deadpool,2016-02-20 18:38:53,0,0,@EvilAFM,,,0.0,0.0,0.0,1.0,NN,62
liked video teamheadkick deadpool rap,2016-02-20 18:38:52,0,0,@YouTube,,,0.4215,0.0,0.412,0.588,PP,62
ela mesmo ela uma manoooo quero ver deadpool eu acho que tem filme na internet,2016-02-20 18:38:51,0,0,@LolisEverdeen1,,,0.0,0.0,0.0,1.0,NN,62
deadpool definitely worth seeing,2016-02-20 18:38:50,0,0,,,,0.5574,0.0,0.697,0.303,PP,62
deadpool pre sick,2016-02-20 18:38:49,0,1,,,,-0.5106,0.623,0.0,0.377,Neg,62
prize bundle including signed photo deadpool jacket,2016-02-20 18:38:47,0,0,,#Win #Deadpool #RyanReynolds #capncookuk,,0.5106,0.0,0.355,0.645,PP,62
les gens qui aiment pas deadpool mais adore ces aigris de piges,2016-02-20 18:38:47,1,1,,,,0.5574,0.0,0.247,0.753,PP,62
saw deadpool nice,2016-02-20 18:38:46,0,1,,,,0.4215,0.0,0.583,0.417,PP,62
longer deadpool fan,2016-02-20 18:38:44,0,0,@VancityReynolds @ChrisEvans,,,0.3182,0.0,0.535,0.465,PP,62
ok iron man tweeting lol closest get marvel lol,2016-02-20 18:38:44,0,2,,#Deadpool,,0.8625,0.0,0.679,0.321,PP,62
believe post deadpool done premiere goals right,2016-02-20 18:38:43,0,0,,,,0.0,0.0,0.0,1.0,NN,62
feel like one people planet seen deadpool yet,2016-02-20 18:38:43,0,0,,,,0.3612,0.0,0.263,0.737,PP,62
deadpool thanks battling get,2016-02-20 18:38:42,1,0,@VancityReynolds,,,0.2023,0.3,0.414,0.286,PP,62
deadpool ha con todas mis buenas risas con,2016-02-20 18:38:41,2,1,@jose7pm @Davidpardi97,,,0.34,0.0,0.255,0.745,PP,62
want see deadpool bad,2016-02-20 18:38:39,0,0,,,,-0.4939,0.515,0.191,0.294,Neg,62
could deadpool,2016-02-20 18:38:39,0,0,@RobertDowneyJr @VancityReynolds,#TeamIronMan,,0.0,0.0,0.0,1.0,NN,62
lot deadpool cap miss,2016-02-20 18:38:38,0,0,@RobertDowneyJr @VancityReynolds,,,-0.1531,0.348,0.0,0.652,Neg,62
deadpool eh muito,2016-02-20 18:38:38,2,2,,,,0.0,0.0,0.0,1.0,NN,62
deadpool great experience movie beat every shitbag corn muncher,2016-02-20 18:38:38,0,1,@KVNatFL @HayesEli,,,0.6249,0.0,0.339,0.661,PP,62
loved deadpool,2016-02-20 18:38:37,0,0,@RobertDowneyJr @VancityReynolds,#TeamIronMan,,0.5994,0.0,0.796,0.204,PP,62
deadpool damn great mind seeing,2016-02-20 18:38:36,0,1,@neonshudder @cryoclaire242,,,0.34,0.276,0.418,0.306,PP,62
gostei de um de eu sou deadpool uma madrugada,2016-02-20 18:38:35,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,62
irreplaceable actors play superheroes reynolds deadpool downey jr iron man evans cap,2016-02-20 18:38:35,0,0,@VancityReynolds,,,0.34,0.0,0.179,0.821,PP,62
el la impenetrabilidad los silencios en los deadpool,2016-02-20 18:38:35,0,0,,,,0.0,0.0,0.0,1.0,NN,62
time deadpool,2016-02-20 18:38:35,0,0,,,,0.0,0.0,0.0,1.0,NN,62
um menino aqui meu bairro chamou ver deadpool que eu ja tinha visto e eu sabia pq ele queria ir,2016-02-20 18:38:32,0,1,,,,0.0,0.0,0.0,1.0,NN,62
new favourite film,2016-02-20 18:38:32,1,2,@Marvel,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
liked video list boss low budget deadpool random moments,2016-02-20 18:38:32,0,0,@YouTube @uberhaxornova,#2,,0.1779,0.176,0.235,0.588,PP,62
mi piaciuto un video di da deadpool,2016-02-20 18:38:32,0,0,@YouTube @guido2211guido,,,0.0,0.0,0.0,1.0,NN,62
deadpool traitor,2016-02-20 18:38:32,0,0,@RobertDowneyJr @VancityReynolds,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:38:31,0,0,,,,0.0,0.0,0.0,1.0,NN,62
ryan reynolds outstanding deadpool buy often deadpool definitely getting deadpool,2016-02-20 18:38:30,2,12,,,,0.7717,0.0,0.456,0.544,PP,62
ok might,2016-02-20 18:38:29,0,0,,#Deadpool,,0.296,0.0,0.688,0.313,PP,62
deadpool hosting snl,2016-02-20 18:38:28,0,0,,#trending #topvideos,,0.0,0.0,0.0,1.0,NN,62
es realmente tiene nada de trasgresor deadpool en el es un quiero puedo,2016-02-20 18:38:26,0,0,@SublieMe,,,0.0,0.0,0.0,1.0,NN,62
aconselho todos twitter assistirem filme deadpool,2016-02-20 18:38:25,0,0,,,,0.0,0.0,0.0,1.0,NN,62
tengo entendido que esa es normalita incluso estando nominado los yo con dolor de de deadpool,2016-02-20 18:38:24,0,0,@BeatrizConca,,,0.0,0.0,0.0,1.0,NN,62
real tho ainda n vi deadpool,2016-02-20 18:38:22,0,0,,,,0.0,0.0,0.0,1.0,NN,62
puede deadpool ser mi esposo porfisss,2016-02-20 18:38:21,0,1,,,,0.0,0.0,0.0,1.0,NN,62
tu,2016-02-20 18:38:20,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
best movie seen long,2016-02-20 18:38:20,0,5,,#Deadpool,,0.6369,0.0,0.583,0.417,PP,62
siempre deadpool,2016-02-20 18:38:19,0,1,@WolffLunatico @emaier_ny,,,0.0,0.0,0.0,1.0,NN,62
ah god seen deadpool three times,2016-02-20 18:38:18,0,0,,,,0.2732,0.0,0.296,0.704,PP,62
deadpool tu peux en parler de tu sera de pas le pck il est vraiment fou,2016-02-20 18:38:18,9,5,,,,0.0,0.0,0.0,1.0,NN,62
liked video x gon give ya dmx deadpool,2016-02-20 18:38:16,0,0,@YouTube,,,0.4215,0.0,0.318,0.682,PP,62
ready deadpool,2016-02-20 18:38:15,0,3,,,,0.3612,0.0,0.714,0.286,PP,62
deadpool opens,2016-02-20 18:38:15,0,0,,#FunnyQuotes #smallbusiness,,0.0,0.0,0.0,1.0,NN,62
deadpool es gloriosa,2016-02-20 18:38:14,0,2,,,,0.0,0.0,0.0,1.0,NN,62
deadpool de rir bues msm,2016-02-20 18:38:14,0,0,,,,0.0,0.0,0.0,1.0,NN,62
ir ver deadpool sola,2016-02-20 18:38:13,1,0,,,,0.0,0.0,0.0,1.0,NN,62
wanna go see deadpool hear really,2016-02-20 18:38:13,0,9,,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:38:12,0,2,,,,0.0,0.0,0.0,1.0,NN,62
finally see deadpool expectations,2016-02-20 18:38:10,0,4,,,,0.0,0.0,0.0,1.0,NN,62
everyone recommending deadpool really good,2016-02-20 18:38:10,0,1,,,,0.4927,0.0,0.444,0.556,PP,62
organised cinema night clients everybody working hard past,2016-02-20 18:38:09,0,0,,#deadpool,,-0.1027,0.167,0.0,0.833,Neg,62
taylorfreakinwhite,2016-02-20 18:38:09,0,0,,#wadewilson #deadpool #nickiminaj #lolz #marvelcomics #marvel #mercwithamouth #ryanreynolds #,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:38:08,5,14,,,,0.0,0.0,0.0,1.0,NN,62
neutral,2016-02-20 18:38:08,0,0,@RobertDowneyJr @VancityReynolds,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
solamente voy describir con una palabra la pelicula de deadpool que de reir joder,2016-02-20 18:38:08,0,3,,,,0.0,0.0,0.0,1.0,NN,62
participo en el concurso de de info en contra,2016-02-20 18:38:07,0,1,@noescinetodo @noescinetodo,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
por la escena es de las mejores que visto xd,2016-02-20 18:38:07,1,2,,#Deadpool,,0.5859,0.0,0.297,0.703,PP,62
think deadpool,2016-02-20 18:38:07,0,0,@TBNRfrags,,,0.0,0.0,0.0,1.0,NN,62
eu loca pra sair dando spoiler de deadpool pra todo mundo agora cara que filme porra,2016-02-20 18:38:05,0,0,,,,0.0,0.0,0.0,1.0,NN,62
please love god put seeing deadpool,2016-02-20 18:38:05,0,3,,,,0.8225,0.0,0.741,0.259,PP,62
want see deadpool,2016-02-20 18:38:05,0,0,,,,0.0772,0.0,0.394,0.606,PP,62
im finally watch deadpool yall lit,2016-02-20 18:38:05,0,0,,,,0.0,0.0,0.0,1.0,NN,62
comic deadpool mutant alongside,2016-02-20 18:38:04,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool science hadsund amerikansk action og adventurefilm om den ukonventionelle,2016-02-20 18:38:03,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool funny,2016-02-20 18:38:02,0,1,,,,0.4404,0.0,0.744,0.256,PP,62
ya es,2016-02-20 18:38:01,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:38:01,0,4,,,,0.0,0.0,0.0,1.0,NN,62
deadpool deadman,2016-02-20 18:38:00,2,6,@RobertDowneyJr @VancityReynolds,,,0.0,0.0,0.0,1.0,NN,62
neta regalo boletos para deadpool en pls,2016-02-20 18:37:58,11,0,,,,0.0772,0.0,0.178,0.822,PP,62
things saw leaked deadpool explains never host,2016-02-20 18:37:56,2,2,,#SNL,,-0.3182,0.277,0.0,0.723,Neg,62
still need watch deadpool ffs,2016-02-20 18:37:54,0,2,,,,-0.5859,0.487,0.0,0.513,Neg,62
relate deadpool lot violently mentally ill gay,2016-02-20 18:37:54,0,0,,,,-0.765,0.569,0.0,0.431,Neg,62
con los el papel de los cameos de stan lee en de marvel va mejorando los que visto deadpool lo,2016-02-20 18:37:54,0,0,,,,0.4215,0.0,0.128,0.872,PP,62
vraiment cool deadpool,2016-02-20 18:37:52,0,4,,,,0.3182,0.0,0.535,0.465,PP,62
got first good month sign deadpool fucking,2016-02-20 18:37:51,0,0,@pewdiepie,,,0.4404,0.0,0.326,0.674,PP,62
un una lista de de deadpool,2016-02-20 18:37:51,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,62
wanna see deadpool bad omg,2016-02-20 18:37:49,0,0,,,,-0.5423,0.467,0.0,0.533,Neg,62
deadpool totally ships stony,2016-02-20 18:37:49,0,2,,,,0.0,0.0,0.0,1.0,NN,62
vaya la de deadpool,2016-02-20 18:37:48,1,2,@AbelSanchezGome,,,0.0,0.0,0.0,1.0,NN,62
deadpool good would actually pay see,2016-02-20 18:37:47,0,7,,,,0.3612,0.169,0.349,0.482,PP,62
deadpool,2016-02-20 18:37:46,0,0,@EricShethar @NOTCHRISTYLER @fedrod,,,0.0,0.0,0.0,1.0,NN,62
esse filme deadpool muito foda,2016-02-20 18:37:44,0,1,,,,0.0,0.0,0.0,1.0,NN,62
deadpool foda pra,2016-02-20 18:37:42,0,1,,#PEIDEI_E_SAI,,0.0,0.0,0.0,1.0,NN,62
please tell going commentary deadpool would,2016-02-20 18:37:42,0,0,@VancityReynolds,,,0.3182,0.0,0.315,0.685,PP,62
got funny looks wearing shirt see deadpool,2016-02-20 18:37:40,0,5,,,,0.4404,0.0,0.326,0.674,PP,62
sushi king deadpool sweetfrog better lit,2016-02-20 18:37:39,0,1,,,,0.4404,0.0,0.367,0.633,PP,62
liked video list boss low budget deadpool random moments,2016-02-20 18:37:38,0,0,@YouTube @uberhaxornova,#2,,0.1779,0.176,0.235,0.588,PP,62
yo la visto en el cine la voy volver ver el lunes pero soy imparcial porque deadpool es,2016-02-20 18:37:38,0,0,@sehensiemich,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:37:37,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:37:36,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool muito bom kkk obrigado fox por cagar nesse filme,2016-02-20 18:37:36,0,0,,,,0.0,0.0,0.0,1.0,NN,62
fui ver deadpool sou de mas achei bom,2016-02-20 18:37:36,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool ha estado bastante bien,2016-02-20 18:37:35,0,0,,,,0.34,0.0,0.375,0.625,PP,62
deadpool es trasgresor como personaje lo es durante toda la la trama la trama solo es un,2016-02-20 18:37:35,0,0,@Agui_chan,,,0.0,0.0,0.0,1.0,NN,62
little kids sure outraged mom deadpool line right,2016-02-20 18:37:34,0,0,,,,-0.2992,0.287,0.18,0.533,Neg,62
anyone wants see deadpool see theaters u go,2016-02-20 18:37:34,0,0,,,,0.0,0.0,0.0,1.0,NN,62
adapted deadpool premiere layout quad display loving,2016-02-20 18:37:34,1,14,@vashikoo,,,0.5994,0.0,0.394,0.606,PP,62
finished deadpool super funny,2016-02-20 18:37:32,0,0,,,,0.7783,0.0,0.773,0.227,PP,62
liked video list boss low budget deadpool random moments,2016-02-20 18:37:31,0,0,@YouTube @uberhaxornova,#2,,0.1779,0.176,0.235,0.588,PP,62
finally getting see deadpool,2016-02-20 18:37:31,0,1,,,,0.0,0.0,0.0,1.0,NN,62
omg case u cant quite liked hehe xd hunt hehe,2016-02-20 18:37:31,0,2,,#Deadpool,,0.3643,0.187,0.299,0.514,PP,62
deadpool es la polla,2016-02-20 18:37:31,1,1,,,,0.0,0.0,0.0,1.0,NN,62
check poster deadpool,2016-02-20 18:37:31,0,0,,,,0.0,0.0,0.0,1.0,NN,62
quiero que llegue solo por ver deadpool,2016-02-20 18:37:29,0,1,,,,0.0,0.0,0.0,1.0,NN,62
wants boyfriend next deadpool looks like new goal life,2016-02-20 18:37:29,0,0,@VancityReynolds,#datbooty,,0.3612,0.0,0.238,0.762,PP,62
back deadpool adults took young kids get shittiest shit poop moji,2016-02-20 18:37:28,0,0,,,,-0.8402,0.471,0.0,0.529,Neg,62
deadpool como pra engatar em um relacionamento,2016-02-20 18:37:28,0,0,@FoxFilmdoBrasil,,,0.0,0.0,0.0,1.0,NN,62
feel like watching deadpool star still could go something require,2016-02-20 18:37:28,0,0,,,,0.3612,0.0,0.217,0.783,PP,62
want fight deadpool,2016-02-20 18:37:27,0,0,,,,-0.3182,0.531,0.265,0.204,Neg,62
three actors mentioned cable deadpool scene dolph mel keira,2016-02-20 18:37:25,0,0,@KristianHarloff @ThinkHero,,,0.0,0.0,0.0,1.0,NN,62
ha gustado un de teamheadkick deadpool rap,2016-02-20 18:37:24,0,0,@YouTube,,,0.34,0.0,0.286,0.714,PP,62
ha gustado un de genialidades de deadpool strip,2016-02-20 18:37:24,0,0,@YouTube,,,0.34,0.0,0.255,0.745,PP,62
voy ver deadpool,2016-02-20 18:37:23,0,0,,,,0.0,0.0,0.0,1.0,NN,62
joke old,2016-02-20 18:37:23,0,0,@VancityReynolds,#Deadpool,,0.296,0.0,0.688,0.313,PP,62
alors deadpool,2016-02-20 18:37:23,0,0,@EmiSetsuna,,,0.0,0.0,0.0,1.0,NN,62
ir ver deadpool pronto,2016-02-20 18:37:23,0,0,,,,0.0,0.0,0.0,1.0,NN,62
prima chata ja viu deadpool e eu olha prova que mundo injusto,2016-02-20 18:37:21,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool fantastic marvel,2016-02-20 18:37:21,0,0,,,,0.7506,0.0,0.865,0.135,PP,62
deadpool acc sick film tho solid,2016-02-20 18:37:20,0,2,,,,-0.4019,0.371,0.18,0.449,Neg,62
deadpool sick,2016-02-20 18:37:19,0,2,,,,-0.5106,0.767,0.0,0.233,Neg,62
brooooooo seeing deadpool mom crazy,2016-02-20 18:37:19,0,3,,,,-0.34,0.375,0.0,0.625,Neg,62
double date parents,2016-02-20 18:37:18,0,2,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:37:15,0,2,,,,0.0,0.0,0.0,1.0,NN,62
deadpool loews white marsh deadpool,2016-02-20 18:37:11,0,0,@AMC @amctheatres,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:37:11,0,1,,#deadpool #nightout,,0.0,0.0,0.0,1.0,NN,62
watching like gonna eventually died,2016-02-20 18:37:11,0,1,,#Deadpool #loveisblind,,-0.2732,0.396,0.275,0.33,Neg,62
deadpool good comic superb movie,2016-02-20 18:37:11,0,0,,#chimichangas,,0.7906,0.0,0.7,0.3,PP,62
ya visto deadpool ahora hago con mi vida,2016-02-20 18:37:09,1,7,,,,0.296,0.0,0.239,0.761,PP,62
deadpool il est grave bien,2016-02-20 18:37:09,0,0,,,,-0.3818,0.394,0.0,0.606,Neg,62
morena de deadpool descubra curiosidades sobre amada de wade wilson,2016-02-20 18:37:08,0,0,,,,0.0,0.0,0.0,1.0,NN,62
morena de deadpool descubra curiosidades sobre amada de wade wilson,2016-02-20 18:37:07,0,0,,,,0.0,0.0,0.0,1.0,NN,62
de aparecen en la hoy la te lo explica breve,2016-02-20 18:37:06,1,0,,#Deadpool #LaGuarida,,0.0,0.0,0.0,1.0,NN,62
pregaming deadpool vintage pizza bistro va,2016-02-20 18:37:05,0,0,@Matchbox @matchboxdc @rejected_organs,,,0.0,0.0,0.0,1.0,NN,62
deadpool maybe,2016-02-20 18:37:05,0,0,,#85,,0.0,0.0,0.0,1.0,NN,62
deadpool lowkey looks like salami,2016-02-20 18:37:05,0,3,,,,0.3612,0.0,0.385,0.615,PP,62
deadpool mt bom vei,2016-02-20 18:37:04,0,1,,,,0.0,0.0,0.0,1.0,NN,62
hearing nothing good things watching deadpool movie marcus renaissance cinema,2016-02-20 18:37:03,0,0,,,,-0.3412,0.211,0.0,0.789,Neg,62
quand tu vas voir deadpool et que le mec de toi pue de la tu regrettes que le film soit fucking,2016-02-20 18:37:03,0,2,,#horrorhaleine,,0.0,0.0,0.0,1.0,NN,62
deadpool amazing fucking,2016-02-20 18:37:03,0,0,,,,0.5859,0.0,0.655,0.345,PP,62
see deadpool,2016-02-20 18:37:02,0,0,,,,0.0,0.0,0.0,1.0,NN,62
te cansas de ver deadpool nadie que haya visto deadpool diria vamos,2016-02-20 18:37:02,1,6,,,,0.0,0.0,0.0,1.0,NN,62
quero mt ver deadpool,2016-02-20 18:37:02,2,1,,,,0.0,0.0,0.0,1.0,NN,62
que importa porque se supone que deadpool es trasgresor lleva toda la pelicula queriendolo ser pero se queda en nada,2016-02-20 18:37:02,0,0,@SublieMe,,,0.0,0.0,0.0,1.0,NN,62
deadpool probably top,2016-02-20 18:37:01,0,1,,,,0.2023,0.0,0.474,0.526,PP,62
deadpool foda,2016-02-20 18:36:58,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool es la puta madre,2016-02-20 18:36:56,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool hosting snl via,2016-02-20 18:36:56,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,62
deadpool vai ter filme vc disse que n ia ter final filme mais eu quero filme,2016-02-20 18:36:55,0,0,@FoxFilmdoBrasil,#DeadpoolResponde,,0.0,0.0,0.0,1.0,NN,62
deadpool simply best marvel movie ever,2016-02-20 18:36:55,0,0,,,,0.7906,0.0,0.636,0.364,PP,62
deadpool fave,2016-02-20 18:36:54,0,0,,,,0.4404,0.0,0.744,0.256,PP,62
captain chris evans praises ryan reynolds deadpool,2016-02-20 18:36:54,0,0,@EW,,,0.5267,0.0,0.362,0.638,PP,62
ir cinemark oficial para assistir deadpool filme e comer nuggets assados com philadelphia e gelado zero,2016-02-20 18:36:53,0,0,,,,0.0,0.0,0.0,1.0,NN,62
wanna watch deadpool,2016-02-20 18:36:53,0,0,,,,0.0,0.0,0.0,1.0,NN,62
marvel collector corps february deadpool via,2016-02-20 18:36:51,0,0,@YouTube,,,0.4215,0.0,0.359,0.641,PP,62
captain america actor chris evans praises ryan reynolds deadpool via,2016-02-20 18:36:49,0,0,@EW,,,0.5267,0.0,0.274,0.726,PP,62
wait next l,2016-02-20 18:36:48,0,1,@VancityReynolds,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
watch,2016-02-20 18:36:48,0,0,@deadpoolmovie,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
ready see deadpool,2016-02-20 18:36:47,0,0,,,,0.3612,0.0,0.556,0.444,PP,62
acabei de assistir deadpool e coisa que eu tenho dizer esse filme caralhoooooo,2016-02-20 18:36:47,0,0,,,,0.0,0.0,0.0,1.0,NN,62
liked video list boss low budget deadpool random moments,2016-02-20 18:36:47,0,0,@YouTube @uberhaxornova,#2,,0.1779,0.176,0.235,0.588,PP,62
imagino los cuando estan debatiendo sobre cuantos minutos tiene el deadpool para hacer fascinante todo,2016-02-20 18:36:46,0,0,@ELXBUSA,,,0.0,0.0,0.0,1.0,NN,62
tacos hang watched deadpool,2016-02-20 18:36:44,0,0,@Salamaricchi,,,0.0,0.0,0.0,1.0,NN,62
vu deadpool en vostfr eh ouai jsuis un puriste,2016-02-20 18:36:44,0,0,,,,0.0,0.0,0.0,1.0,NN,62
minecraft deadpool via,2016-02-20 18:36:42,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,62
deadpool pretty though probably would liked jump back forward time,2016-02-20 18:36:42,0,0,,,,0.7184,0.0,0.429,0.571,PP,62
deadpool pretty good enough jokes movie keep omnisexuality intact,2016-02-20 18:36:42,0,1,,,,0.836,0.0,0.664,0.336,PP,62
want see deadpool also want save,2016-02-20 18:36:41,0,0,,,,0.5859,0.0,0.659,0.341,PP,62
deadpool maganda,2016-02-20 18:36:41,0,0,@jmdrevelar,,,0.0,0.0,0.0,1.0,NN,62
toca prepararse antes de ir ver la,2016-02-20 18:36:41,0,0,,#comics #deadpool,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:36:40,0,1,,,,0.0,0.0,0.0,1.0,NN,62
chupamedias este deadpool,2016-02-20 18:36:39,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool good movie,2016-02-20 18:36:38,0,0,,,,0.4404,0.0,0.592,0.408,PP,62
deadpool melhor fez rir horrores mesmo depois de eu ter um dia muito bosta,2016-02-20 18:36:38,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool vraiment cool,2016-02-20 18:36:37,0,2,,,,0.3182,0.0,0.535,0.465,PP,62
deadpool muito loko,2016-02-20 18:36:35,0,0,,,,0.0,0.0,0.0,1.0,NN,62
want watch deadpool,2016-02-20 18:36:32,0,2,,,,0.0772,0.0,0.394,0.606,PP,62
deadpool perfect movie,2016-02-20 18:36:32,1,1,,# #comics #deadpool #Marvel,,0.5719,0.0,0.649,0.351,PP,62
neutral,2016-02-20 18:36:31,0,0,,#deadpool #weekend #food,,0.0,0.0,0.0,1.0,NN,62
seen deadpool good people although burd oh fucking hate xmen,2016-02-20 18:36:31,0,1,,,,-0.2716,0.268,0.195,0.537,Neg,62
deadpool awesome still favorite probably good skipped sequel,2016-02-20 18:36:31,0,0,@VancityReynolds,,,0.875,0.0,0.667,0.333,PP,62
yo ver deadpool,2016-02-20 18:36:30,0,0,,,,0.0,0.0,0.0,1.0,NN,62
ahora al cine ver deadpool,2016-02-20 18:36:30,0,0,,,,0.0,0.0,0.0,1.0,NN,62
gonna watch deadpool today excited,2016-02-20 18:36:29,0,4,,,,0.34,0.0,0.375,0.625,PP,62
deadpool te amo,2016-02-20 18:36:28,0,1,,,,0.0,0.0,0.0,1.0,NN,62
first hockey,2016-02-20 18:36:28,0,0,,#deadpool #fututrama #letsgocaps,,0.0,0.0,0.0,1.0,NN,62
deadpool gonna,2016-02-20 18:36:28,0,0,@Jordan_CG256,,,0.0,0.0,0.0,1.0,NN,62
gostei de um eview deadpool meus queridos presidentes,2016-02-20 18:36:27,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,62
liked video hottest fan ever deadpool,2016-02-20 18:36:25,0,0,@YouTube @cinnamontoastk,,,0.6249,0.0,0.56,0.44,PP,62
pero porque lo que importa de deadpool es la nunca lo ha hecho xddd,2016-02-20 18:36:22,0,0,@Agui_chan,,,0.34,0.0,0.156,0.844,PP,62
deadpool pummels box office competition weekend,2016-02-20 18:36:22,0,0,,#Deadpool #movies #film #BoxOffice #PresidentsDay,,0.0,0.0,0.0,1.0,NN,62
objectification deadpool finally watched deadpool last,2016-02-20 18:36:21,0,0,,,,0.0,0.0,0.0,1.0,NN,62
time go watch,2016-02-20 18:36:21,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
es tan buena como el tengo que ver deadpool antes que la spoileen entera,2016-02-20 18:36:21,0,1,@Pushulita @juaniyosv,,,0.0,0.0,0.0,1.0,NN,62
deadpool foda eu amei assistir com,2016-02-20 18:36:21,2,2,@Grazzi_Duarte @KeldaLorena,,,0.0,0.0,0.0,1.0,NN,62
cap stamp rt deadpool well done,2016-02-20 18:36:21,0,0,@ChrisEvans @VancityReynolds,#killedit #maximumeffort,,0.2732,0.0,0.296,0.704,PP,62
got carded times get theater see deadpool like literally one guy saw card us right front,2016-02-20 18:36:20,0,1,,,,0.3612,0.0,0.143,0.857,PP,62
cantones cines deadpool,2016-02-20 18:36:19,0,0,@masposh,,,0.0,0.0,0.0,1.0,NN,62
gostei de um de sem spoilers de deadpool,2016-02-20 18:36:18,0,0,@YouTube @felipe_honorio,,,0.0,0.0,0.0,1.0,NN,62
gostei de um de de deadpool que gostei e gostei,2016-02-20 18:36:17,0,0,@YouTube @andre_pilli,,,0.0,0.0,0.0,1.0,NN,62
creed lourd aussi mais deadpool reste au dessus la vie,2016-02-20 18:36:17,0,0,@Agownye,,,0.0,0.0,0.0,1.0,NN,62
saw thursday comic book nerd nailed,2016-02-20 18:36:16,0,2,@ShieldSpec,#Deadpool,,-0.296,0.306,0.0,0.694,Neg,62
omw deadpool,2016-02-20 18:36:16,0,1,,#Stont,,0.0,0.0,0.0,1.0,NN,62
ryan il est aux marvels deadpool green lantern et wolverine origine,2016-02-20 18:36:15,0,0,,,,0.4588,0.0,0.231,0.769,PP,62
deadpool end,2016-02-20 18:36:15,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool foda dms,2016-02-20 18:36:14,0,1,,,,0.0,0.0,0.0,1.0,NN,62
excited bunch studios take wrong lesson away deadpool bomb movies,2016-02-20 18:36:13,0,0,,,,-0.5994,0.401,0.153,0.446,Neg,62
captain chris evans praises ryan reynolds deadpool,2016-02-20 18:36:13,0,0,@EW,,,0.5267,0.0,0.362,0.638,PP,62
la ruptura de la pared en deadpool los al de ryan son,2016-02-20 18:36:13,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool u bi kez daha gece gece moralimi bozamam,2016-02-20 18:36:12,0,2,,,,0.0,0.0,0.0,1.0,NN,62
saw deadpool,2016-02-20 18:36:11,0,0,,,,0.0,0.0,0.0,1.0,NN,62
randomly went see deadpool recently got coat,2016-02-20 18:36:10,0,0,,,,0.0,0.0,0.0,1.0,NN,62
