Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator
769,KCBryanJunior,10/15/2017 17:34,1,2,right believe much actually liked,,#HappyDeathDay,9.19678e+17,0.4215,0.0,0.412,0.588,PP
770,duhrichard,10/15/2017 17:33,0,0,fkk,,#HappyDeathDay #ChristopherBLandon #31DaysOfHalloween #31DaysOfHorror #slasher,9.19678e+17,0.0,0.0,0.0,1.0,NN
771,VNDNews,10/15/2017 17:33,0,0,happy death day opened weekend strong,,,9.19678e+17,0.4767,0.281,0.504,0.216,PP
772,TribWestmoreCo,10/15/2017 17:33,0,0,happy death day opened weekend strong,,,9.19678e+17,0.4767,0.281,0.504,0.216,PP
773,TribLIVE,10/15/2017 17:33,0,1,happy death day opened weekend strong,,,9.19678e+17,0.4767,0.281,0.504,0.216,PP
774,93_kenny,10/15/2017 17:33,0,0,happy death day get,,,9.19678e+17,-0.0516,0.406,0.385,0.208,NN
775,CDarwin3270,10/15/2017 17:33,0,3,americans appreciate banal without substance happy death day good,,,9.19678e+17,0.6954,0.179,0.522,0.299,PP
776,LaNishaRene,10/15/2017 17:33,0,0,latest reporter daily,,#happydeathday,9.19678e+17,0.0,0.0,0.0,1.0,NN
777,justcallme__ct,10/15/2017 17:33,3,5,want go see happy death day bad,,,9.19678e+17,-0.5267,0.481,0.325,0.195,Neg
778,informador_ENT,10/15/2017 17:33,1,0,happy death day logra el primer lugar en la taquilla de eu,,,9.19678e+17,-0.0516,0.222,0.21,0.568,NN
779,jaydebrenae,10/15/2017 17:33,0,0,happy death day good btw,,,9.19678e+17,0.4019,0.312,0.528,0.16,PP
780,alexgalloway22,10/15/2017 17:33,0,1,tryna see happy death day mall,,,9.19678e+17,-0.0516,0.336,0.319,0.345,NN
781,daamnmiley,10/15/2017 17:32,1,1,go see happy death day olo,,,9.19677e+17,-0.0516,0.336,0.319,0.345,NN
782,girlitsShayah,10/15/2017 17:32,0,0,bout watch happy death day,,,9.19677e+17,-0.0516,0.368,0.349,0.283,NN
783,lukiieg,10/15/2017 17:32,0,0,must getting paid pretty well advertise happy death day shown times towie ad,@ITV,,9.19677e+17,0.6249,0.178,0.411,0.411,PP
784,DeadRinga,10/15/2017 17:32,0,0,happy death day half,,,9.19677e+17,-0.0516,0.406,0.385,0.208,NN
785,AXCL0912,10/15/2017 17:32,0,0,got saw happy death day fun,,,9.19677e+17,0.4767,0.281,0.504,0.216,PP
786,KCros93,10/15/2017 17:32,0,0,many fucking times going watch happy death day advert itvbe,,,9.19677e+17,-0.0516,0.25,0.237,0.513,NN
787,GeeqID,10/15/2017 17:31,0,0,happy death day teror kematian berulang kali,,,9.19677e+17,-0.0516,0.31,0.294,0.397,NN
788,taronegertuns,10/15/2017 17:31,1,0,american happy death day weg van jou en mountain,,,9.19677e+17,-0.0516,0.267,0.253,0.479,NN
789,HollzElizabeth,10/15/2017 17:31,0,0,throughout adverts seen fucking happy death day trailer,,#TOWIE,9.19677e+17,-0.0478,0.295,0.282,0.423,NN
790,imisanders99,10/15/2017 17:31,0,2,happy death day friday sense another sunday date night w boo,@dontkillmyvybz,,9.19677e+17,-0.0516,0.25,0.237,0.513,NN
791,KaitlinLilly_,10/15/2017 17:31,0,3,happy death day sooo good,,,9.19677e+17,0.4019,0.312,0.528,0.16,PP
792,jade_rjstiles,10/15/2017 17:31,3,4,happy death day looks sick,,,9.19677e+17,-0.5423,0.558,0.287,0.155,Neg
793,mursxsugg,10/15/2017 17:31,0,0,idk think happy death day friday,,,9.19677e+17,-0.1531,0.442,0.308,0.25,Neg
794,BecRigby,10/15/2017 17:31,0,1,omg dying watch happy death day,,,9.19677e+17,-0.0516,0.336,0.319,0.345,NN
795,hedgehogwart,10/15/2017 17:31,0,0,mad cause happy death day thing like expect,,,9.19677e+17,-0.2263,0.41,0.358,0.231,Neg
796,NicoleLouxx,10/15/2017 17:31,0,0,trailer happy death day come times min advert,,,9.19677e+17,-0.0516,0.287,0.272,0.441,NN
797,SameOldCristian,10/15/2017 17:31,0,0,happy death day good,,,9.19677e+17,0.4019,0.339,0.574,0.087,PP
798,AmykinsAmy,10/15/2017 17:31,0,0,happy death day box horror continues totally kill,,,9.19677e+17,-0.8718,0.621,0.182,0.197,Neg
799,ginakirbyy,10/15/2017 17:31,0,1,happy death day advert played four fucking time block adverts,,,9.19677e+17,-0.2449,0.369,0.318,0.313,Neg
800,Z1035Toronto,10/15/2017 17:31,1,3,year horror happy weekend,@TonyMonaco,#HappyDeathDay,9.19677e+17,0.0,0.394,0.394,0.213,NN
801,GeorgiaaHancock,10/15/2017 17:30,0,0,happy death day looks confusing owt,,,9.19677e+17,-0.2732,0.464,0.296,0.24,Neg
802,LasVegas_NV_USA,10/15/2017 17:30,0,0,happy death day scares box office horror pic happy death day celebrating,,,9.19677e+17,-0.4215,0.463,0.37,0.167,Neg
803,americaaveraa,10/15/2017 17:30,0,1,happy death day actually pretty good movie top,,,9.19677e+17,0.7717,0.211,0.627,0.162,PP
804,Yulexsees,10/15/2017 17:30,0,0,happy death day actually really go watch,,,9.19677e+17,-0.0516,0.31,0.294,0.397,NN
805,biteszHQ,10/15/2017 17:30,0,0,happy death day frightens runner box office,,,9.19677e+17,-0.4404,0.462,0.259,0.28,Neg
806,elmananarey,10/15/2017 17:30,0,0,triunfa happy death day en su estreno en taquilla,,,9.19677e+17,-0.0516,0.267,0.253,0.479,NN
807,mackendaddy,10/15/2017 17:30,0,0,happy death day shit,,,9.19677e+17,-0.5859,0.615,0.303,0.082,Neg
808,tracemonstah,10/15/2017 17:30,0,0,happy death day looks fucking wait new halloween next year,,,9.19677e+17,-0.0516,0.25,0.237,0.513,NN
809,adaptateur,10/15/2017 17:30,0,0,happy death day scares blade runner weekend box office,,,9.19677e+17,-0.3818,0.394,0.231,0.375,Neg
810,SoMeF4TkID,10/15/2017 17:30,0,0,happy death day successful weekend box,,,9.19677e+17,0.5574,0.271,0.521,0.208,PP
811,sweetsarahxo94,10/15/2017 17:30,0,1,someone go see,,#HappyDeathDay,9.19677e+17,0.0,0.0,0.0,1.0,NN
812,AlArabiya_Eng,10/15/2017 17:30,1,5,scares,,#HappyDeathDay #BladeRunner #boxoffice,9.19677e+17,-0.34,1.0,0.0,0.0,Neg
813,MilenioMty,10/15/2017 17:30,0,1,la happy death day desplaza en taquilla,,#Ent #HappyDeathDay,9.19677e+17,-0.0516,0.31,0.294,0.397,NN
814,snay198,10/15/2017 17:29,0,2,happy death day,,,9.19677e+17,-0.0516,0.453,0.43,0.116,NN
815,ShowBuzzDaily,10/15/2017 17:29,0,0,behind weekend doa,,#BoxOffice #HappyDeathDay #TheForeigner #Marshall #ProfessorMarston,9.19677e+17,-0.5106,0.623,0.0,0.377,Neg
816,lifeofefrain,10/15/2017 17:29,0,1,watch happy death day,,,9.19677e+17,-0.0516,0.406,0.385,0.208,NN
817,justericaaa,10/15/2017 17:29,3,11,happy death day wanting get murdered relive solve,,,9.19677e+17,-0.5859,0.466,0.309,0.225,Neg
818,kavehjreviews,10/15/2017 17:28,0,5,skip see definitely miss reviews,@MarshallMovie,#TheForeigner #HappyDeathDay,9.19676e+17,0.2732,0.219,0.37,0.411,PP
819,dkIawhitesides,10/15/2017 17:28,0,4,good want watch happy death day,,,9.19676e+17,0.4588,0.283,0.572,0.145,PP
820,ShowBuzzDaily,10/15/2017 17:28,0,0,behind weekend box happy death day foreigner blade runner,,,9.19676e+17,-0.0516,0.267,0.253,0.479,NN
821,lfcvic,10/15/2017 17:28,0,2,okay enjoyed happy death day lot thought actually pretty good movie,,,9.19676e+17,0.8779,0.163,0.628,0.209,PP
822,americaovo,10/15/2017 17:28,0,0,actually turned like happy death day,,,9.19676e+17,0.3182,0.298,0.473,0.229,PP
823,FrontStreet__,10/15/2017 17:28,0,0,happy death day scares box office,,,9.19676e+17,-0.3818,0.485,0.285,0.231,Neg
824,Luca_Forzin,10/15/2017 17:28,0,0,happy death day slays weekend box,,,9.19676e+17,-0.0516,0.336,0.319,0.345,NN
825,jera_8,10/15/2017 17:28,0,0,box happy death day crushes runner million,,,9.19676e+17,-0.4767,0.469,0.255,0.276,Neg
826,eimearmchugh,10/15/2017 17:27,0,1,someone come see happy death day birthday plz,,,9.19676e+17,0.0258,0.281,0.36,0.36,NN
827,Gorgeouss_Court,10/15/2017 17:27,0,1,sunday funday odyssey imax,@Paragon,#HappyDeathDay,9.19676e+17,0.0,0.0,0.0,1.0,NN
828,huda24H_,10/15/2017 17:27,0,0,someone please wanna go watch happy death day pls take,,,9.19676e+17,0.34,0.227,0.424,0.349,PP
829,xbluedudex,10/15/2017 17:26,0,0,happy death day,,,9.19676e+17,-0.0516,0.453,0.43,0.116,NN
830,JamieWrites,10/15/2017 17:26,0,1,happy death day,,,9.19676e+17,-0.0516,0.453,0.43,0.116,NN
831,Andrew_trejo13,10/15/2017 17:26,0,2,wanna put ringtone girl uses happy death day ringtone birthday lol,,,9.19676e+17,0.3818,0.212,0.353,0.435,PP
832,nallelymarisoll,10/15/2017 17:26,0,0,wanna go see happy death day,,,9.19676e+17,-0.0516,0.336,0.319,0.345,NN
833,vitordebona_,10/15/2017 17:26,0,0,happy death day sc,@cinepolisbrasil @amandainacioo,,9.19676e+17,-0.0516,0.406,0.385,0.208,NN
834,GranCulo,10/15/2017 17:26,0,0,happy death day box horror continues totally kill,,,9.19676e+17,-0.8718,0.621,0.182,0.197,Neg
835,sunsetslo,10/15/2017 17:25,0,0,happy death day box horror continues totally kill,,#movies,9.19676e+17,-0.8718,0.621,0.182,0.197,Neg
836,taronegertuns,10/15/2017 17:25,0,2,prepare american happy death day weg van jou mountain,,,9.19676e+17,-0.0516,0.267,0.253,0.479,NN
837,kimmikillzombie,10/15/2017 17:25,14,85,something success happy death day taught need female,,#Horror,9.19676e+17,0.5423,0.239,0.454,0.307,PP
838,ChrisM_1524,10/15/2017 17:25,0,0,happy death day good,,,9.19676e+17,0.4019,0.339,0.574,0.087,PP
839,YeahThatsJay_,10/15/2017 17:25,0,1,drunk hell bout watch happy death day,,,9.19676e+17,-0.802,0.619,0.21,0.17,Neg
840,kristiemichaela,10/15/2017 17:25,1,7,happy death day good,,,9.19676e+17,0.4019,0.339,0.574,0.087,PP
841,akaRewinds_,10/15/2017 17:25,0,1,happy death day,,,9.19676e+17,-0.0516,0.453,0.43,0.116,NN
842,GoGayDC,10/15/2017 17:24,0,0,happy death day slays box office opening weekend,,,9.19675e+17,-0.0516,0.287,0.272,0.441,NN
843,ItsMeJakeJ,10/15/2017 17:24,0,1,called killer moment saw,,#HappyDeathDay,9.19675e+17,-0.6486,0.589,0.0,0.411,Neg
844,NortonAntiHarry,10/15/2017 17:24,0,0,happy death day box horror continues totally kill,,,9.19675e+17,-0.8718,0.621,0.182,0.197,Neg
845,nayelli_annette,10/15/2017 17:24,0,0,happy death day pretty good movie,,,9.19675e+17,0.7096,0.248,0.624,0.127,PP
846,LightningMurphy,10/15/2017 17:24,0,0,happy death day box horror continues totally kill,,#film,9.19675e+17,-0.8718,0.621,0.182,0.197,Neg
847,ItsMeJakeJ,10/15/2017 17:23,0,1,sooooooo,,#HappyDeathDay,9.19675e+17,0.0,0.0,0.0,1.0,NN
848,allthemovienews,10/15/2017 17:23,0,0,happy death day box horror continues totally kill,,,9.19675e+17,-0.8718,0.621,0.182,0.197,Neg
849,hillahgreenb,10/15/2017 17:23,0,1,happy death day great time friends saw,,,9.19675e+17,0.7906,0.219,0.612,0.169,PP
850,moviehottake,10/15/2017 17:23,0,2,hot happy death day,,#HappyDeathDay,9.19675e+17,-0.0516,0.406,0.385,0.208,NN
851,archeops140,10/15/2017 17:23,0,1,happy death day,,,9.19675e+17,-0.0516,0.453,0.43,0.116,NN
852,ibodirector,10/15/2017 17:23,0,1,hatta matah happy death day,,,9.19675e+17,-0.0516,0.368,0.349,0.283,NN
853,_Joseph44,10/15/2017 17:23,1,3,happy death day pretty badass,,,9.19675e+17,0.34,0.41,0.515,0.075,PP
854,izavel_v,10/15/2017 17:22,0,0,happy death day wackkk lmfao,,,9.19675e+17,0.5106,0.298,0.55,0.153,PP
855,TheMike31,10/15/2017 17:22,0,12,happy death day,,,9.19675e+17,-0.0516,0.453,0.43,0.116,NN
856,MarkoStankic,10/15/2017 17:22,0,0,happy death day box horror continues totally kill superhero movies,,,9.19675e+17,-0.8718,0.565,0.166,0.269,Neg
857,mrjamesstidham,10/15/2017 17:22,0,0,happy death day box horror continues totally kill,,,9.19675e+17,-0.8718,0.621,0.182,0.197,Neg
858,newsparot,10/15/2017 17:22,0,0,happy death day beats,,,9.19675e+17,-0.0516,0.406,0.385,0.208,NN
859,projectionistio,10/15/2017 17:22,0,0,happy death day box horror continues totally kill,,,9.19675e+17,-0.8718,0.621,0.182,0.197,Neg
860,GraceWhalen924,10/15/2017 17:22,0,0,seeing happy death day,,,9.19675e+17,-0.0516,0.406,0.385,0.208,NN
861,dianebalbarino_,10/15/2017 17:21,0,0,wanna go see happy death day,,,9.19675e+17,-0.0516,0.336,0.319,0.345,NN
862,hultquistkyle,10/15/2017 17:21,0,1,forgot mention severe lack cent happy death day officially worst film,,,9.19675e+17,-0.8481,0.571,0.164,0.265,Neg
863,VisionRedesign,10/15/2017 17:21,0,0,box office happy death day opens big claim,,,9.19675e+17,-0.0516,0.287,0.272,0.441,NN
864,Showtimesupdate,10/15/2017 17:21,0,0,happy death day box horror continues totally,,#Movies #Hollywood #ShowtimeUpdates #Pakistan #Karachi,9.19675e+17,-0.5994,0.497,0.242,0.261,Neg
865,IsabellaPTaylor,10/15/2017 17:21,0,0,happy death day box horror continues totally kill,,,9.19675e+17,-0.8718,0.621,0.182,0.197,Neg
866,MelzOMO,10/15/2017 17:20,51,19,happy death day great movie,,,9.19674e+17,0.5994,0.285,0.569,0.146,PP
867,imbatman1996,10/15/2017 17:20,0,1,first place box movie looks like,,#HappyDeathDay,9.19674e+17,0.3612,0.0,0.333,0.667,PP
868,Massmoviecide,10/15/2017 17:20,0,0,happy death day box horror continues totally kill,,,9.19674e+17,-0.8718,0.621,0.182,0.197,Neg
869,Imzayy6,10/15/2017 17:20,0,4,happy death day tonight,,,9.19674e+17,-0.0516,0.406,0.385,0.208,NN
870,miked8888,10/15/2017 17:19,0,0,watching happy death day,,#IMDb,9.19674e+17,-0.0516,0.406,0.385,0.208,NN
871,Senlac_Hill,10/15/2017 17:19,0,0,skewed female young moviegoers turned droves see,,#HappyDeathDay,9.19674e+17,0.0,0.0,0.0,1.0,NN
872,JayDotVaughn,10/15/2017 17:19,0,1,planning see happy death day hope good,,,9.19674e+17,0.6808,0.238,0.579,0.183,PP
873,LordEbil,10/15/2017 17:19,0,1,need see happy death day trailer poppinnnn,,,9.19674e+17,-0.0516,0.31,0.294,0.397,NN
874,ashlayhey,10/15/2017 17:18,0,0,happy death day,,,9.19674e+17,-0.0516,0.453,0.43,0.116,NN
875,ChildishGingino,10/15/2017 17:18,0,1,happy death day super fun movie watch honestly would recommend,,,9.19674e+17,0.91,0.16,0.675,0.165,PP
876,PetalWings,10/15/2017 17:18,0,0,see happy death day,,,9.19674e+17,-0.0516,0.406,0.385,0.208,NN
877,SincerelyCesar,10/15/2017 17:18,0,1,happy death day see,,,9.19674e+17,-0.0516,0.406,0.385,0.208,NN
878,krunox123,10/15/2017 17:18,0,0,young audiences flock happy death day,,,9.19674e+17,-0.0516,0.336,0.319,0.345,NN
879,teylorxoxo,10/15/2017 17:18,2,4,happy death day amazing,@jessica_rothe @israelbroussard,#happydeathday,9.19674e+17,0.5574,0.315,0.605,0.081,PP
880,BrodieMann,10/15/2017 17:18,0,1,isnt quite clever wants tread new still fun little slasher,,#HappyDeathDay #BETEO,9.19674e+17,0.1539,0.193,0.236,0.572,PP
881,im_thatliz,10/15/2017 17:17,0,1,movie date see,,#HappyDeathDay,9.19674e+17,0.0,0.0,0.0,1.0,NN
882,timeandglass,10/15/2017 17:17,0,2,ploy big ringtone get people buy ringtones,,#HappyDeathDay,9.19674e+17,0.0,0.0,0.0,1.0,NN
883,Mike_Jugga,10/15/2017 17:17,0,0,want see happy death day,,,9.19674e+17,0.0258,0.358,0.459,0.183,NN
884,trendswap,10/15/2017 17:17,0,0,box office happy death day crushes jonas million,,,9.19674e+17,-0.4767,0.439,0.239,0.323,Neg
885,LillianBlaire,10/15/2017 17:17,0,4,saw happy death day liked like seeing young kids adult rated reasons,,,9.19674e+17,0.6249,0.187,0.431,0.383,PP
886,PrettyFleeky_,10/15/2017 17:17,0,1,watched happy death day kept finding life lessons source always reaching,,,9.19674e+17,0.1531,0.224,0.316,0.46,PP
887,humptyleo,10/15/2017 17:17,0,0,happy death day,,,9.19674e+17,-0.0516,0.453,0.43,0.116,NN
888,alannahtweets,10/15/2017 17:17,0,0,happy death day,,,9.19674e+17,-0.0516,0.453,0.43,0.116,NN
889,ROCk6SiLeNt,10/15/2017 17:17,0,1,waiting start,,#HappyDeathDay,9.19674e+17,0.0,0.0,0.0,1.0,NN
890,deylovedes,10/15/2017 17:17,0,0,wanna see happy death day might go see saturday,,,9.19674e+17,-0.0516,0.267,0.253,0.479,NN
891,_jinsprincess,10/15/2017 17:17,0,0,happy death day came days ago wikipedia still updated busy go see wanna know happenssss,,,9.19674e+17,-0.0516,0.189,0.18,0.631,NN
892,sarah_hilbrecht,10/15/2017 17:17,0,3,going watch happy death day birthday something wrong,,,9.19673e+17,-0.5106,0.446,0.236,0.318,Neg
893,AshleyParson2,10/15/2017 17:16,0,0,somebody take see happy death day please thanks,,,9.19673e+17,0.6124,0.232,0.53,0.238,PP
894,Grant7Yas,10/15/2017 17:16,0,0,happy death day good ass movie,,,9.19673e+17,-0.2023,0.463,0.412,0.125,Neg
895,CreedenceWard,10/15/2017 17:16,0,1,watched happy death day nice waiting new,,#Thor,9.19673e+17,0.3818,0.271,0.451,0.278,PP
896,mrsabesan,10/15/2017 17:16,0,0,young audiences flock happy death day,,,9.19673e+17,-0.0516,0.336,0.319,0.345,NN
897,AdmiralRJ,10/15/2017 17:16,0,0,happy death day scares big box office numbers,,,9.19673e+17,-0.3818,0.42,0.247,0.333,Neg
898,Liquerice1,10/15/2017 17:16,0,0,want see happy death day sooooo fucking bad,,,9.19673e+17,-0.5709,0.461,0.3,0.24,Neg
899,atebbel,10/15/2017 17:16,0,12,happy death day fun horror movie completely deserves big weekend potential sequel would garbage,,,9.19673e+17,-0.1531,0.309,0.285,0.407,Neg
900,halloussi,10/15/2017 17:16,0,0,business young audiences flock happy death day,,,9.19673e+17,-0.0516,0.31,0.294,0.397,NN
901,fuckinghellivan,10/15/2017 17:16,0,1,finally watch happy death day,,,9.19673e+17,-0.0516,0.368,0.349,0.283,NN
902,lex_beam,10/15/2017 17:16,0,1,happy death day actually really good,,,9.19673e+17,0.4576,0.283,0.5,0.218,PP
903,ebstt,10/15/2017 17:15,0,0,happy death day earns times budget opening weekend,,,9.19673e+17,-0.0516,0.287,0.272,0.441,NN
904,huwdrury,10/15/2017 17:15,0,0,happy death day scares blade runner weekend box office,,,9.19673e+17,-0.3818,0.394,0.231,0.375,Neg
905,galeri_haber,10/15/2017 17:15,0,0,happy death day kutlu olsun,,,9.19673e+17,-0.0516,0.368,0.349,0.283,NN
906,courtney_0427,10/15/2017 17:15,0,2,even comical anything,,#HappyDeathDay,9.19673e+17,0.0,0.0,0.0,1.0,NN
907,bonan_thiago,10/15/2017 17:15,0,1,esperando espero,,#AMorteTeDaParabens #HappyDeathDay #HappyDeathDayMovie,9.19673e+17,0.0,0.0,0.0,1.0,NN
908,erika_dino,10/15/2017 17:15,0,0,excited c happy death day tmmm,,,9.19673e+17,0.296,0.325,0.508,0.167,PP
909,BurasCaleb,10/15/2017 17:15,0,0,anyone trying go see happy death day,,,9.19673e+17,-0.0516,0.31,0.294,0.397,NN
910,chollywoodtube,10/15/2017 17:15,0,0,box office report happy death day blade runner still struggles like us,@fb,,9.19673e+17,-0.0516,0.311,0.301,0.388,NN
911,TReporta,10/15/2017 17:15,0,1,happy death day ahuyenta de primer lugar,,,9.19673e+17,-0.0516,0.31,0.294,0.397,NN
912,rocioLlajasopla,10/15/2017 17:14,0,3,neutral,,#HappyDeathDay,9.19673e+17,0.0,0.0,0.0,1.0,NN
913,ziondaya,10/15/2017 17:14,0,0,happy death day funny sorry slandering ads,,,9.19673e+17,0.34,0.351,0.446,0.203,PP
914,Eva_Christense,10/15/2017 17:14,0,0,young audiences flock happy death day,,,9.19673e+17,-0.0516,0.336,0.319,0.345,NN
915,bobmeracle,10/15/2017 17:14,0,0,weekend box death takes top spot million via,@collider,#8216 #8217,9.19673e+17,-0.4767,0.333,0.154,0.513,Neg
916,zaislexi,10/15/2017 17:14,2,10,wanna see happy death day bad,,,9.19673e+17,-0.5719,0.525,0.262,0.213,Neg
917,janeil_hampton,10/15/2017 17:14,0,0,bout go see happy death day supposed spoof actual horror,,,9.19673e+17,-0.5994,0.415,0.202,0.383,Neg
918,limanews,10/15/2017 17:13,0,1,happy death day scares box office,,,9.19673e+17,-0.3818,0.485,0.285,0.231,Neg
919,missD0MINIQUE,10/15/2017 17:13,0,0,go see happy death day,,,9.19673e+17,-0.0516,0.368,0.349,0.283,NN
920,WorldNews7777,10/15/2017 17:13,0,0,young audiences flock happy death day,,,9.19673e+17,-0.0516,0.336,0.319,0.345,NN
921,_mikeanthony23,10/15/2017 17:12,0,0,nevermind trying go see happy death day lol,,,9.19672e+17,0.3818,0.253,0.422,0.325,PP
922,Deathstroke_MDK,10/15/2017 17:12,0,0,make blade runner happy death day think tuesday,,,9.19672e+17,-0.0516,0.287,0.272,0.441,NN
923,TopOfFlorida,10/15/2017 17:12,0,0,happy death day beats box,,,9.19672e+17,-0.0516,0.368,0.349,0.283,NN
924,93Rolandor,10/15/2017 17:12,0,0,happy death day,,,9.19672e+17,-0.0516,0.453,0.43,0.116,NN
925,ScarlettGriffie,10/15/2017 17:12,0,0,young audiences flock happy death day,,,9.19672e+17,-0.0516,0.336,0.319,0.345,NN
926,MarcellKan,10/15/2017 17:12,0,0,young audiences flock happy death day,,,9.19672e+17,-0.0516,0.336,0.319,0.345,NN
927,movie_draft,10/15/2017 17:12,0,0,top happy death day blade runner,,#1 #2 #3,9.19672e+17,0.1531,0.315,0.444,0.242,PP
928,billyslaughter1,10/15/2017 17:12,1,9,open catch u like,,#Film #theaters #HappyDeathDay #happiness #death #horror #movies,9.19672e+17,0.3612,0.0,0.556,0.444,PP
929,dpsouza_,10/15/2017 17:12,0,0,shopping ponta negra happy death day,@spontanegra,,9.19672e+17,-0.0516,0.336,0.319,0.345,NN
930,pilayscortez,10/15/2017 17:11,0,5,happy death day trash never seen movie annoying point wanted killer start killing instead waist,,,9.19672e+17,-0.8244,0.441,0.209,0.35,Neg
931,c1_tammy,10/15/2017 17:11,0,0,young audiences flock happy death day,,,9.19672e+17,-0.0516,0.336,0.319,0.345,NN
932,abbear111,10/15/2017 17:11,0,1,skewed female young moviegoers turned droves see,,#HappyDeathDay,9.19672e+17,0.0,0.0,0.0,1.0,NN
933,lovelyykh,10/15/2017 17:11,0,0,rate happy death day carter cute ending little weird unexpected character development,,,9.19672e+17,0.3384,0.265,0.335,0.4,PP
934,AhmadChildress,10/15/2017 17:11,0,1,line dude may caught self defense,,,9.19672e+17,0.128,0.0,0.231,0.769,PP
935,exrentals,10/15/2017 17:11,0,0,happy death day stands among weak lineup wide releases los angeles times,,,9.19672e+17,-0.4767,0.349,0.19,0.462,Neg
936,jeepeg,10/15/2017 17:11,0,0,happy death day revives slasher cinema surprise million weekend,,,9.19672e+17,0.5423,0.225,0.486,0.289,PP
937,ulovedomo,10/15/2017 17:10,0,0,bouta see happy death day,,,9.19672e+17,-0.0516,0.368,0.349,0.283,NN
938,films_cinema,10/15/2017 17:10,0,0,happy death day logra el primer puesto en la taquilla de cine usa en su estreno,,,9.19672e+17,-0.0516,0.181,0.171,0.648,NN
939,1066Live,10/15/2017 17:10,0,0,skewed female young moviegoers turned droves see,,#HappyDeathDay,9.19672e+17,0.0,0.0,0.0,1.0,NN
940,ScarletJohn009,10/15/2017 17:10,0,0,neutral,,#BoxOffice #Cars3 #DespicableMe3 #WonderWoman #SpiderManHomecoming #IT #HappyDeathDay,9.19672e+17,0.0,0.0,0.0,1.0,NN
941,S_kibandi,10/15/2017 17:10,0,0,happy death day,,,9.19672e+17,-0.0516,0.453,0.43,0.116,NN
942,Ioversaday,10/15/2017 17:09,0,0,seeing happy death day rn,,,9.19672e+17,-0.0516,0.368,0.349,0.283,NN
943,MsOrganic4life,10/15/2017 17:09,0,0,watching happy death day ua snowden square stadium,,,9.19672e+17,-0.0516,0.287,0.272,0.441,NN
944,mymlinkage,10/15/2017 17:09,0,0,young audiences flock happy death day,,,9.19672e+17,-0.0516,0.336,0.319,0.345,NN
945,danika_pinksen,10/15/2017 17:09,0,1,happy death day sick movie previews lie,,,9.19672e+17,-0.5423,0.483,0.248,0.268,Neg
946,DesperateGossip,10/15/2017 17:09,0,0,box happy death day crushes runner million via,@variety,#utm_medium,9.19671e+17,-0.4767,0.439,0.239,0.323,Neg
947,dread_world,10/15/2017 17:08,3,5,congrats folks behind killer,@blumhouse,#HappyDeathDay #1,9.19671e+17,-0.2263,0.443,0.351,0.206,Neg
948,vindicator,10/15/2017 17:08,0,1,happy death day extends horror gold rush theaters,,,9.19671e+17,-0.5267,0.452,0.31,0.238,Neg
949,TwoHeadlines,10/15/2017 17:08,0,1,happy death day intern alleges harassment incident naked mogul,,,9.19671e+17,-0.5719,0.433,0.216,0.351,Neg
950,DominicanosNYC,10/15/2017 17:07,0,0,happy death day ahuyenta de,,,9.19671e+17,-0.0516,0.368,0.349,0.283,NN
951,TrendStyleDaily,10/15/2017 17:07,0,0,films weekend horror film happy death day took,,,9.19671e+17,-0.5994,0.466,0.227,0.307,Neg
952,vvega1008,10/15/2017 17:07,0,0,box happy death day crushes runner million aiming market,,,9.19671e+17,-0.4767,0.412,0.224,0.364,Neg
953,PewPewPewMalta,10/15/2017 17:07,0,0,happy death day killer box office debut box office blade runner drops second,,,9.19671e+17,-0.6705,0.374,0.169,0.457,Neg
954,THR,10/15/2017 17:07,17,30,skewed female young moviegoers turned droves see,,#HappyDeathDay,9.19671e+17,0.0,0.0,0.0,1.0,NN
955,eandcpress,10/15/2017 17:07,0,0,debuts million,,#BoxOfficeReport #Blumhouse #HappyDeathDay #BoxOfficeMojo #BoxOffice,9.19671e+17,0.0,0.0,0.0,1.0,NN
956,thatssoravalisa,10/15/2017 17:06,0,4,wanna go see happy death day soon someone come w,,,9.19671e+17,-0.0516,0.267,0.253,0.479,NN
957,sssaamm___,10/15/2017 17:06,0,0,happy death day even,,,9.19671e+17,-0.0516,0.406,0.385,0.208,NN
958,phaxyn,10/15/2017 17:06,0,0,box happy death day crushes runner million,,,9.19671e+17,-0.4767,0.469,0.255,0.276,Neg
959,TheBFRoom,10/15/2017 17:06,0,0,box happy death day crushes runner million,,,9.19671e+17,-0.4767,0.469,0.255,0.276,Neg
960,freeseasons,10/15/2017 17:06,0,1,happy death day,,,9.19671e+17,-0.0516,0.453,0.43,0.116,NN
961,Criticat1,10/15/2017 17:06,0,1,necessarily bad average movie full review,,#review #HappyDeathDay,9.19671e+17,-0.5423,0.412,0.0,0.588,Neg
962,_callmejubs,10/15/2017 17:05,0,1,happy death day porto rs,@GNC_Cinemas @baccoun,,9.19671e+17,-0.0516,0.368,0.349,0.283,NN
963,SailorTabbyCat,10/15/2017 17:05,0,6,know happy death day feel like studio stole story read like years ago,,,9.19671e+17,0.5859,0.181,0.403,0.417,PP
964,EntertainNutz,10/15/2017 17:05,0,0,ap top entertainment news pm oct pm happy death day,,,9.19671e+17,0.5267,0.214,0.456,0.33,PP
