Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator
1324,azkabakri2,10/14/2017 15:06,0,0,get live get happy death day tayang midnight hari via,@c0nvey,#cinema21,9.19278e+17,-0.0516,0.25,0.237,0.513,NN
1325,bfelliott,10/14/2017 15:05,0,0,happy death day surprisingly good horror even cheesy joke end noting comedy inspired,,,9.19278e+17,0.7964,0.259,0.57,0.171,PP
1326,jetpackerik,10/14/2017 15:04,0,0,happy death day tonight,,,9.19278e+17,-0.0516,0.406,0.385,0.208,NN
1327,brandiiraeee,10/14/2017 15:04,0,2,someone go see happy death day,,,9.19278e+17,-0.0516,0.336,0.319,0.345,NN
1328,MrHorror,10/14/2017 15:03,0,0,retweeted peter roumeliotis happy death day actress came,@PeteyBeats @raylynn93,,9.19278e+17,-0.0516,0.287,0.272,0.441,NN
1329,cindy_katylen_,10/14/2017 15:03,1,0,wait go see happy death day today,,,9.19277e+17,-0.0516,0.31,0.294,0.397,NN
1330,manuel_coutino,10/14/2017 15:03,0,0,para el estreno de,,#HappyDeathDay #FelizD,9.19277e+17,0.0,0.0,0.0,1.0,NN
1331,georgeglawson77,10/14/2017 15:03,1,1,want see happy death day,,,9.19277e+17,0.0258,0.358,0.459,0.183,NN
1332,lucasgunnzz,10/14/2017 15:03,0,0,thought death day even worse,@ITMovieOfficial @UniversalHorror,,9.19277e+17,-0.7906,0.7,0.0,0.3,Neg
1333,AlbinoGhost04,10/14/2017 15:03,0,0,added video playlist minecraft happy death day minecraft scary,@YouTube,,9.19277e+17,-0.5267,0.423,0.22,0.357,Neg
1334,MoviesXplained,10/14/2017 15:03,0,0,happy death day tree dies death scenes via,@YouTube,,9.19277e+17,-0.6249,0.473,0.224,0.303,Neg
1335,qqueensheba,10/14/2017 15:03,0,0,wanna go see happy death day,,,9.19277e+17,-0.0516,0.336,0.319,0.345,NN
1336,TheLastReel,10/14/2017 15:02,0,0,happy death day director already specific plans sequel would via,@cinemablend,,9.19277e+17,-0.0516,0.25,0.237,0.513,NN
1337,xAydan,10/14/2017 15:02,0,1,wanna see happy death day,,,9.19277e+17,-0.0516,0.368,0.349,0.283,NN
1338,zannatill,10/14/2017 15:02,0,16,need spooky fun night someone plz see happy death day,,,9.19277e+17,0.5267,0.214,0.456,0.33,PP
1339,HarrisHarrisev9,10/14/2017 15:01,0,1,happy death day,,#NowWatching,9.19277e+17,-0.0516,0.453,0.43,0.116,NN
1340,Rosefoolz,10/14/2017 15:01,0,0,really question uh watch happy death day great,,,9.19277e+17,0.5994,0.234,0.467,0.299,PP
1341,bbuzz20,10/14/2017 15:01,0,1,happy death day later best friends excited,,,9.19277e+17,0.8591,0.202,0.694,0.104,PP
1342,Bronxvoice1,10/14/2017 15:01,0,0,weekend box happy death day scaring bow,,,9.19277e+17,-0.4767,0.469,0.255,0.276,Neg
1343,rileyonfilm,10/14/2017 15:00,0,0,check written review happy death day,,#moviereview,9.19277e+17,-0.0516,0.336,0.319,0.345,NN
1344,Nashhellie_,10/14/2017 15:00,0,0,need go watch movie happy death day sooo,,,9.19277e+17,-0.0516,0.287,0.272,0.441,NN
1345,DingaYuengling,10/14/2017 15:00,0,0,someone watch happy death day,,,9.19277e+17,-0.0516,0.368,0.349,0.283,NN
1346,5thswag,10/14/2017 14:59,0,0,go see happy death day,,,9.19277e+17,-0.0516,0.368,0.349,0.283,NN
1347,jenclapp,10/14/2017 14:59,0,1,baby,,#happydeathday #southernfestivalofbooks,9.19277e+17,0.0,0.0,0.0,1.0,NN
1348,brettt0mlin,10/14/2017 14:59,0,15,happy death day lmao omfg,,,9.19276e+17,0.5719,0.289,0.563,0.148,PP
1349,KerriouslyFree,10/14/2017 14:59,0,0,movie date husband ancaster cinemas happy death day,@SilverCity @cineplexmovies,,9.19276e+17,-0.0516,0.287,0.272,0.441,NN
1350,Country104,10/14/2017 14:59,1,1,going see happy death day,,,9.19276e+17,-0.0516,0.368,0.349,0.283,NN
1351,clif815,10/14/2017 14:58,0,2,many rated horror flicks one,,#HappyDeathDay,9.19276e+17,-0.5719,0.481,0.0,0.519,Neg
1352,breyalanae,10/14/2017 14:58,0,0,want go movies tonight see happy death day,,,9.19276e+17,0.0258,0.281,0.36,0.36,NN
1353,Reiley29,10/14/2017 14:58,0,0,think happy death day worthy get outta,,,9.19276e+17,0.4019,0.269,0.455,0.276,PP
1354,beckycraig_xo,10/14/2017 14:57,0,0,wants take see happy death day,,,9.19276e+17,-0.0516,0.336,0.319,0.345,NN
1355,LetsThiagooo,10/14/2017 14:57,0,1,neutral,,#HappyDeathDay,9.19276e+17,0.0,0.0,0.0,1.0,NN
1356,odagomarsjr,10/14/2017 14:57,0,1,nggak banyak slasher yg bisa bikin di akhir seperti aspek dramanya juga dikerjakan dgn,,#HappyDeathDay,9.19276e+17,0.0,0.0,0.0,1.0,NN
1357,AdoreBelIi,10/14/2017 14:57,0,1,happy death day,,,9.19276e+17,-0.0516,0.453,0.43,0.116,NN
1358,witscumbag,10/14/2017 14:57,0,0,rlly want watch happy death day,,,9.19276e+17,0.0258,0.328,0.42,0.252,NN
1359,Jalen0608,10/14/2017 14:57,0,1,tryna see happy death day,,,9.19276e+17,-0.0516,0.368,0.349,0.283,NN
1360,omgitsnygel,10/14/2017 14:57,0,0,trynna see happy death day,,,9.19276e+17,-0.0516,0.368,0.349,0.283,NN
1361,BadgalNy__,10/14/2017 14:56,0,1,happy death day tonight,,,9.19276e+17,-0.0516,0.406,0.385,0.208,NN
1362,Cinemavenger,10/14/2017 14:56,0,0,happy death day groundhog day happy death day groundhog day,@UniversalHorror,#LRR,9.19276e+17,-0.1027,0.368,0.349,0.283,Neg
1363,SincerlyCarol,10/14/2017 14:56,0,0,happy death day downnnnn lol,,,9.19276e+17,0.3818,0.315,0.524,0.161,PP
1364,noeliaacarrillo,10/14/2017 14:56,0,0,went see happy death day last night honestly good movie,,,9.19276e+17,0.6908,0.2,0.492,0.308,PP
1365,nalahwalah,10/14/2017 14:55,1,4,happy death day,,,9.19276e+17,-0.0516,0.453,0.43,0.116,NN
1366,crlpti,10/14/2017 14:55,12,2,quero mt ir ao cinema ver happy death day,,,9.19275e+17,-0.0516,0.267,0.253,0.479,NN
1367,theameliagrace,10/14/2017 14:55,0,1,think u would like new movie happy death day,,,9.19275e+17,0.3182,0.258,0.411,0.331,PP
1368,Savagesenia,10/14/2017 14:55,0,1,saw happy death day last night shit comedy cheesy af,,,9.19275e+17,-0.3182,0.381,0.315,0.305,Neg
1369,amy_grech,10/14/2017 14:55,0,1,fun mashup,,#HappyDeathDay #GroundHogDay #Scream,9.19275e+17,0.5106,0.0,0.767,0.233,PP
1370,dylancinjee,10/14/2017 14:54,0,0,happy death day,,#IMDb,9.19275e+17,-0.0516,0.453,0.43,0.116,NN
1371,ToriBear09,10/14/2017 14:54,0,1,wanna go,@PBJsamitch__,#HappyDeathDay,9.19275e+17,0.0,0.0,0.0,1.0,NN
1372,PrettyAsAPorsh,10/14/2017 14:54,0,0,wanted go movies last night see happy death day knowing ima sleeping light fa good two wks,,,9.19275e+17,0.4019,0.159,0.269,0.571,PP
1373,bodaciousddl,10/14/2017 14:53,0,0,truly going watch happy death day confident,,,9.19275e+17,0.7096,0.234,0.587,0.18,PP
1374,easilydeeoh,10/14/2017 14:53,0,0,watch happy death day,,,9.19275e+17,-0.0516,0.406,0.385,0.208,NN
1375,katesumampong,10/14/2017 14:53,0,4,wanna go see happy death day,,,9.19275e+17,-0.0516,0.336,0.319,0.345,NN
1376,odagomarsjr,10/14/2017 14:53,0,0,adalah sebuah nggak nyangka akan semenarik teror yang tidak hanya tetapi juga,,#HappyDeathDay,9.19275e+17,0.0,0.0,0.0,1.0,NN
1377,KVNGSVM,10/14/2017 14:53,0,1,happy death day guessed,,,9.19275e+17,-0.0516,0.406,0.385,0.208,NN
1378,thatkidzian,10/14/2017 14:53,0,2,watched happy death day,,,9.19275e+17,-0.0516,0.406,0.385,0.208,NN
1379,JaylynnMunson,10/14/2017 14:53,0,0,anyone else excited see movie happy death day,,,9.19275e+17,0.296,0.26,0.407,0.333,PP
1380,CheyannaStone4,10/14/2017 14:52,0,2,going mom r going see happy death day wait,,,9.19275e+17,-0.0516,0.287,0.272,0.441,NN
1381,nairimbelike,10/14/2017 14:52,0,0,happy death day challenge,,,9.19275e+17,0.0258,0.394,0.505,0.101,NN
1382,haleymolinaro,10/14/2017 14:52,1,2,movie halloween happy death day,,,9.19275e+17,-0.0516,0.368,0.349,0.283,NN
1383,davidaquinley,10/14/2017 14:52,0,0,reviews day,@Happy_Death_Day @happydeath_day @DeathDayMovie @HappyDeathDay2U @UniversalHorror,#happydeathday,9.19275e+17,0.0,0.0,0.0,1.0,NN
1384,VincentJose,10/14/2017 14:52,1,1,two times makin kagum dengan naskah dan direction tau kpn tiap jaga pengulangan yg selalu,,#HappyDeathDay,9.19275e+17,0.0,0.0,0.0,1.0,NN
1385,Nerdyboy6201,10/14/2017 14:51,0,0,last night went century see happy death day awesome,,,9.19275e+17,0.5994,0.22,0.441,0.339,PP
1386,Enochaon,10/14/2017 14:50,0,3,made groundhog day reference happy death day yessss,,,9.19274e+17,-0.0516,0.287,0.272,0.441,NN
1387,MoviesXplained,10/14/2017 14:50,0,0,happy death day lori dies death scene explained tree kills lori via,@YouTube,,9.19274e+17,-0.8225,0.491,0.161,0.348,Neg
1388,DJTwix757,10/14/2017 14:50,1,0,kinda want go see happy death day movie,,,9.19274e+17,-0.0498,0.287,0.346,0.367,NN
1389,optiot,10/14/2017 14:49,2,2,way see happy death day else seeing,,#ladypodsquad,9.19274e+17,-0.0516,0.31,0.294,0.397,NN
1390,enyatellez,10/14/2017 14:49,0,0,went see happy death day last night friends almost everyone class stressful,,,9.19274e+17,-0.0352,0.319,0.313,0.368,NN
1391,TheSimmerAbby,10/14/2017 14:49,1,3,soooo want see happy death day looks,,,9.19274e+17,0.0258,0.302,0.388,0.31,NN
1392,JohnBeifuss,10/14/2017 14:49,0,1,title slasher happy death day encouragement horror,,,9.19274e+17,-0.2732,0.444,0.38,0.175,Neg
1393,SaraScarberry,10/14/2017 14:49,13,5,really wanna watch happy death day,,,9.19274e+17,0.0164,0.329,0.334,0.337,NN
1394,chaney_jeri,10/14/2017 14:49,0,0,happy death day surprisingly,,,9.19274e+17,0.25,0.361,0.546,0.093,PP
1395,93YKB,10/14/2017 14:49,0,0,eu quero ver aquele happy death day,,,9.19274e+17,-0.0516,0.31,0.294,0.397,NN
1396,AdiUnited_,10/14/2017 14:49,0,0,went friends expecting wound seeing happy death day nearly,,,9.19274e+17,0.4404,0.234,0.407,0.359,PP
1397,ChristianM_28,10/14/2017 14:49,0,0,going see happy death day,,,9.19274e+17,-0.0516,0.368,0.349,0.283,NN
1398,Monet_TheBeauty,10/14/2017 14:48,0,0,even tho heard happy death day weak asl still wanna go see,,,9.19274e+17,-0.4767,0.349,0.19,0.462,Neg
1399,stevachamlas,10/14/2017 14:48,0,0,happy death day good mad confused,,,9.19274e+17,-0.4215,0.553,0.388,0.059,Neg
1400,__lilryan,10/14/2017 14:48,0,0,happy death day ways die movie like shit lol,,,9.19274e+17,-0.5267,0.487,0.385,0.128,Neg
1401,mystyyy_,10/14/2017 14:47,0,2,need see happy death day birthday,,,9.19273e+17,-0.0516,0.336,0.319,0.345,NN
1402,ghoulieschool,10/14/2017 14:46,1,4,viewing happy death day dedicated mi amigo joseph born day watching movie us,,,9.19273e+17,0.4215,0.189,0.325,0.485,PP
1403,KaschakMary,10/14/2017 14:46,0,1,someone take see happy death day,,,9.19273e+17,-0.0516,0.336,0.319,0.345,NN
1404,NadyaMurphy,10/14/2017 14:45,0,1,booked tickets see happy death day hope goood,,,9.19273e+17,0.4019,0.252,0.426,0.323,PP
1405,PRTmonster,10/14/2017 14:45,0,0,please make sequel,@UniversalHorror,#HappyDeathDay,9.19273e+17,0.3182,0.0,0.535,0.465,PP
1406,KinanoNanina,10/14/2017 14:45,0,0,checkout latest news post blumhouse plenty smile happy death day scares opening,,,9.19273e+17,-0.0258,0.307,0.302,0.39,NN
1407,writeupcafe,10/14/2017 14:45,0,0,watch happy death day watch movies,,#WriteUpCafe,9.19273e+17,-0.0516,0.336,0.319,0.345,NN
1408,MusgoHBA,10/14/2017 14:45,0,0,see coming,,,9.19273e+17,0.0,0.0,0.0,1.0,NN
1409,Officiall_Movie,10/14/2017 14:45,0,0,happy death day trailers clips via,@YouTube,,9.19273e+17,-0.0516,0.336,0.319,0.345,NN
1410,Officiall_Movie,10/14/2017 14:45,0,0,happy death day trailers clips,@YouTube,,9.19273e+17,-0.0516,0.368,0.349,0.283,NN
1411,P_mariea,10/14/2017 14:45,0,0,happy death day interesting,,,9.19273e+17,0.3612,0.345,0.566,0.088,PP
1412,ASliceofComics,10/14/2017 14:44,0,0,happy death day movie last disturbed general audiance eager watch murder,,#1,9.19273e+17,-0.7184,0.479,0.265,0.256,Neg
1413,SweetheartLisaS,10/14/2017 14:44,0,4,see,,#HappyDeathDay,9.19273e+17,0.0,0.0,0.0,1.0,NN
1414,jeremarketer,10/14/2017 14:44,0,0,happy death day one better time,,,9.19273e+17,0.4019,0.289,0.489,0.222,PP
1415,ndre_asn,10/14/2017 14:43,0,0,walaupun tentang time gw lebih suka day dibanding happy death day,,,9.19273e+17,-0.0516,0.235,0.223,0.542,NN
1416,kaylarhutson,10/14/2017 14:42,0,0,highly recommend happy death day,,,9.19272e+17,0.3834,0.322,0.523,0.155,PP
1417,nursaidwhayudh9,10/14/2017 14:42,0,0,get live get happy death day tayang midnight hari via,@c0nvey,#cinema21,9.19272e+17,-0.0516,0.25,0.237,0.513,NN
1418,MoviePoetlocker,10/14/2017 14:42,0,0,watch happy death day online free full movie via,@TED_ED,,9.19272e+17,0.4767,0.231,0.414,0.355,PP
1419,_sussieeee,10/14/2017 14:41,0,0,go see happy death day yesterday go see stupid movie,,,9.19272e+17,-0.5574,0.406,0.206,0.389,Neg
1420,uncletizzy,10/14/2017 14:41,47,28,wanna see happy death day,,,9.19272e+17,-0.0516,0.368,0.349,0.283,NN
1421,JasonBene,10/14/2017 14:41,0,2,watching,,#HappyDeathDay,9.19272e+17,0.0,0.0,0.0,1.0,NN
1422,ggfletcher,10/14/2017 14:41,0,1,youngest oldest going later strange tweens,,#HappyDeathDay,9.19272e+17,-0.2023,0.265,0.0,0.735,Neg
1423,espinof_com,10/14/2017 14:41,2,5,en la de casi hace que se nos atragante la divertida happy death day,,#Sitges2017,9.19272e+17,-0.0516,0.199,0.189,0.612,NN
1424,_Beatriz_D,10/14/2017 14:41,0,1,happy death day,,,9.19272e+17,-0.0516,0.453,0.43,0.116,NN
1425,rogue0113,10/14/2017 14:41,1,2,absolutely loved awesome also incredible experience last,@UniversalHorror @CelebrationCnma,#HappyDeathDay,9.19272e+17,0.8615,0.0,0.632,0.368,PP
1426,trinndaaaawg,10/14/2017 14:40,0,0,happy death day stupid,,,9.19272e+17,-0.5574,0.608,0.308,0.083,Neg
1427,AshleyPolanco,10/14/2017 14:40,0,0,wants watch happy death day,,,9.19272e+17,-0.0516,0.368,0.349,0.283,NN
1428,kikamonteiro00,10/14/2017 14:40,2,0,levem ver happy death day pf,,,9.19272e+17,-0.0516,0.336,0.319,0.345,NN
1429,miahiill,10/14/2017 14:40,0,0,finally gonna go watch happy death day,,,9.19272e+17,-0.0516,0.31,0.294,0.397,NN
1430,DanielleElese_,10/14/2017 14:40,0,1,happy death day good,,,9.19272e+17,0.4019,0.339,0.574,0.087,PP
1431,CortlynSowers,10/14/2017 14:40,0,1,someone go see happy death day tonight,,,9.19272e+17,-0.0516,0.31,0.294,0.397,NN
1432,RyanMHall,10/14/2017 14:40,0,0,blumhouse plenty smile happy death day scares opening,,,9.19272e+17,-0.0258,0.382,0.376,0.242,NN
1433,RyanMHall,10/14/2017 14:39,0,0,blumhouse plenty smile happy death day scares opening,,,9.19272e+17,-0.0258,0.382,0.376,0.242,NN
1434,blabbate,10/14/2017 14:39,0,4,happy death day beautifully genuinely charming,@jessica_rothe,,9.19272e+17,0.8074,0.228,0.655,0.117,PP
1435,samisalazar198,10/14/2017 14:39,0,2,keep seeing previews happy death day wait see,,,9.19272e+17,-0.0516,0.287,0.272,0.441,NN
1436,Arielrocks5,10/14/2017 14:39,0,6,family gonna seeing happy death day sadly means baby sit youngest,,,9.19271e+17,-0.4588,0.364,0.201,0.435,Neg
1437,ColbyMartinTay1,10/14/2017 14:39,0,2,happy death day,,,9.19271e+17,-0.0516,0.453,0.43,0.116,NN
1438,JonathanGreen85,10/14/2017 14:39,0,2,time see happy death day kinda looking forward,,,9.19271e+17,-0.0516,0.287,0.272,0.441,NN
1439,icarusSol,10/14/2017 14:38,0,2,happy death day soooooo really loved rothe hands new favorite scream,,#JustWhenYouThoughtItWasOver,9.19271e+17,0.6478,0.281,0.464,0.255,PP
1440,Im_oKAY_doKAY,10/14/2017 14:38,0,3,someone take see happy death day,,,9.19271e+17,-0.0516,0.336,0.319,0.345,NN
1441,marinkaa_12,10/14/2017 14:38,0,0,going see happy death day today,,,9.19271e+17,-0.0516,0.336,0.319,0.345,NN
1442,KDot_17,10/14/2017 14:37,0,0,happy death day actually original great twists,,,9.19271e+17,0.7351,0.229,0.594,0.176,PP
1443,versincenewyork,10/14/2017 14:37,0,0,seeing happy death day lmaooo,,,9.19271e+17,-0.0516,0.368,0.349,0.283,NN
1444,bombassaly,10/14/2017 14:36,0,0,im asking dad see happy death day tonight need see movie dammit,,,9.19271e+17,-0.0516,0.222,0.21,0.568,NN
1445,FilmBookdotCom,10/14/2017 14:35,0,1,latest filmbook,,#theforeigner #happydeathday,9.19271e+17,0.0,0.0,0.0,1.0,NN
1446,NycRealtorMarie,10/14/2017 14:35,0,0,united artists westbury imax rpx happy death day ny,@regalmovies,,9.19271e+17,0.3818,0.238,0.396,0.366,PP
1447,CineMarter_,10/14/2017 14:35,0,0,know disliked fall happy death day,,,9.1927e+17,-0.4404,0.496,0.278,0.226,Neg
1448,DJ_Bean,10/14/2017 14:34,1,26,seeing happy death day first sign scary leaving,,,9.1927e+17,-0.5267,0.449,0.234,0.316,Neg
1449,joobkoob_af,10/14/2017 14:34,1,2,happy death day actually pretty gives hope horror films come,,,9.1927e+17,0.296,0.339,0.438,0.223,PP
1450,tgbrk_krnz,10/14/2017 14:34,0,1,happy death day,@CinemaPinkTalks @theslakrnz,,9.1927e+17,-0.0516,0.453,0.43,0.116,NN
1451,FATHER_CLEF,10/14/2017 14:34,0,2,liked,,#HappyDeathDay,9.1927e+17,0.4215,0.0,1.0,0.0,PP
1452,JohnFiIms,10/14/2017 14:33,0,2,tf happy death day making,,,9.1927e+17,-0.0516,0.368,0.349,0.283,NN
1453,mCuteCreepy,10/14/2017 14:33,1,1,saw happy death day,,,9.1927e+17,-0.0516,0.406,0.385,0.208,NN
1454,jrdelarosa92,10/14/2017 14:32,0,0,happy death day track scare million opening,,,9.1927e+17,-0.5267,0.48,0.25,0.27,Neg
1455,bsg3897,10/14/2017 14:32,0,2,lit af,,#happydeathday,9.1927e+17,0.0,0.0,0.0,1.0,NN
1456,omgxamanda,10/14/2017 14:32,0,1,pretty sure saw one guys worked movie earlier week happy death day extra,,,9.1927e+17,0.6486,0.176,0.416,0.407,PP
1457,fionnwhthed,10/14/2017 14:32,0,2,happy death day stressful fun israel broussard cute,,,9.1927e+17,0.4215,0.356,0.495,0.149,PP
1458,j1mbox28,10/14/2017 14:32,10,1,really wanna go watch happy death day,,,9.1927e+17,-0.0516,0.31,0.294,0.397,NN
1459,Brrrratata,10/14/2017 14:31,0,0,happy death day better worth,,,9.1927e+17,0.5574,0.291,0.634,0.075,PP
1460,AmyRose4ever,10/14/2017 14:31,0,0,went see happy death day literally first death tripping getting,,,9.1927e+17,-0.6249,0.422,0.2,0.378,Neg
1461,madds_3399,10/14/2017 14:31,0,1,seeing happy death day even gotta go,,,9.19269e+17,-0.0516,0.31,0.294,0.397,NN
1462,HyCJr,10/14/2017 14:31,0,0,happy death day layak komedi horor yang mirip,,,9.19269e+17,-0.0516,0.287,0.272,0.441,NN
1463,falangeinforma,10/14/2017 14:31,0,1,resenha nova da,@blumhouse,#FalangeResenha #AMorteTeD #HappyDeathDay,9.19269e+17,0.0,0.0,0.0,1.0,NN
1464,ThatGirl_Jazzii,10/14/2017 14:31,0,0,happy death day good movie lol,,,9.19269e+17,0.6705,0.255,0.614,0.131,PP
1465,Taylor_Morris00,10/14/2017 14:30,0,8,someone go see happy death day tonight,,,9.19269e+17,-0.0516,0.31,0.294,0.397,NN
1466,ergiefishstix,10/14/2017 14:30,0,0,thoroughly enjoyed happy death day dad killer,,,9.19269e+17,-0.2245,0.445,0.398,0.158,Neg
1467,WiiMonsieur,10/14/2017 14:30,0,2,express enough great movie,,#HappyDeathDay,9.19269e+17,0.6249,0.0,0.577,0.423,PP
1468,StarstyleAvakin,10/14/2017 14:30,0,0,going go see madea movie happy death day,,,9.19269e+17,-0.0516,0.287,0.272,0.441,NN
1469,jeffwiddy,10/14/2017 14:30,0,2,fun ride taking seriously worked funny entertaining,,#HappyDeathDay,9.19269e+17,0.8126,0.123,0.659,0.217,PP
1470,abfilmratings,10/14/2017 14:30,0,0,playing alberta coarse go information,,#HappyDeathDay #FilmRatings,9.19269e+17,0.2023,0.0,0.31,0.69,PP
1471,Yinyang_Family,10/14/2017 14:30,0,0,happy death day reaction via,@YouTube,,9.19269e+17,-0.0516,0.368,0.349,0.283,NN
1472,liticiax,10/14/2017 14:29,0,2,want burrito want go see happy death day,,,9.19269e+17,0.1027,0.275,0.444,0.282,PP
1473,ullynarazungga,10/14/2017 14:29,1,1,happy death day,,,9.19269e+17,-0.0516,0.453,0.43,0.116,NN
1474,believerdolan,10/14/2017 14:29,0,3,happy death day really good recommend,,,9.19269e+17,0.6976,0.25,0.621,0.128,PP
1475,Kellyforniaax,10/14/2017 14:29,0,0,gonna see happy death day,,,9.19269e+17,-0.0516,0.368,0.349,0.283,NN
1476,IsaiahSolis0,10/14/2017 14:29,42,35,wanna go see happy death day,,,9.19269e+17,-0.0516,0.336,0.319,0.345,NN
1477,theuglymodel,10/14/2017 14:29,0,0,interesting movie scary expected,,#HappyDeathDay,9.19269e+17,-0.128,0.405,0.342,0.253,Neg
1478,jimbrayton,10/14/2017 14:28,0,0,allow commercials horror movies restricted happy death day trailer shown multiple,@YouTube,,9.19269e+17,-0.6808,0.468,0.257,0.275,Neg
1479,jacilewiss,10/14/2017 14:28,0,2,dying watch happy death day took slept whole movie,,,9.19269e+17,-0.0516,0.267,0.253,0.479,NN
1480,josepsibuea,10/14/2017 14:28,0,1,fun bitchy,,#HappyDeathDay,9.19269e+17,0.0,0.5,0.5,0.0,NN
1481,BrianLynch,10/14/2017 14:28,3,22,screenwriter shot bed scribbled happy death day idea,,,9.19269e+17,-0.0516,0.287,0.272,0.441,NN
1482,deela_j,10/14/2017 14:28,0,0,macam best je cite happy death day hmmm,,,9.19269e+17,0.6124,0.232,0.47,0.298,PP
1483,MrDarkoness,10/14/2017 14:27,0,0,happy death day fantastic understand aiming,,,9.19269e+17,0.5267,0.275,0.514,0.211,PP
1484,ammy_r1,10/14/2017 14:27,1,4,ugh really wanna go see flatliners happy death day,,,9.19268e+17,-0.4588,0.409,0.226,0.366,Neg
1485,ASAPthottie,10/14/2017 14:27,0,0,find pirated stream happy death day somewhere google challenge,,,9.19268e+17,0.0258,0.262,0.336,0.403,NN
1486,MaddWolf,10/14/2017 14:27,0,0,new screening room,,#podcast #HappyDeathDay #theforeigner #MarshallMovie #ProfessorMarstonAndTheWonderWomen,9.19268e+17,0.0,0.0,0.0,1.0,NN
1487,Dnic100k_,10/14/2017 14:27,0,1,happy death day,,,9.19268e+17,-0.0516,0.453,0.43,0.116,NN
1488,Hippie_Bae,10/14/2017 14:27,0,0,happy death day,,#nw,9.19268e+17,-0.0516,0.453,0.43,0.116,NN
1489,JJEMFilm,10/14/2017 14:27,0,1,congrats jessica rothe new film happy death day go,@UniversalHorror,#1,9.19268e+17,0.4939,0.229,0.418,0.353,PP
1490,ErcanGUNES,10/14/2017 14:26,0,0,watching happy death day,,#telfie #HappyDeathDay,9.19268e+17,-0.0516,0.406,0.385,0.208,NN
1491,VideoNinjaTV,10/14/2017 14:26,0,0,new post happy death day trailers clips movieclips published videoninjatv,,,9.19268e+17,-0.0516,0.25,0.237,0.513,NN
1492,mattyasleep,10/14/2017 14:26,0,1,sir sly playing end happy death day,,,9.19268e+17,0.1531,0.291,0.41,0.299,PP
1493,CSWS_TWAN,10/14/2017 14:26,0,3,happy death day weird movie expected,,,9.19268e+17,-0.2263,0.455,0.301,0.244,Neg
1494,omeletteamelie,10/14/2017 14:25,0,1,feel like james charles im phone movie theater bad movie though recommend,,#HappyDeathDay,9.19268e+17,0.128,0.2,0.286,0.514,PP
1495,ohthatsaaron18,10/14/2017 14:25,0,2,see happy death day commercial one time imma kill bitch,,,9.19268e+17,-0.8658,0.561,0.167,0.271,Neg
1496,SneakerWonk,10/14/2017 14:25,0,1,slays million,@variety,#BoxOffice #HappyDeathDay #Opening #utm_medium #openingweekend #Blumhouse #BladeRunner2049 #News,9.19268e+17,0.0,0.0,0.0,1.0,NN
1497,eliezerortiz,10/14/2017 14:25,0,0,guess fact happy death day better box office blade runner says lot america days,,#foodforthougt,9.19268e+17,0.4019,0.181,0.307,0.512,PP
1498,ErcanGUNES,10/14/2017 14:24,0,0,happy death day,@Cinetech,,9.19268e+17,-0.0516,0.453,0.43,0.116,NN
1499,BorkBorkEli,10/14/2017 14:23,0,0,also saw happy death day yesterday twas good mans,,,9.19268e+17,0.4019,0.236,0.4,0.364,PP
1500,YourSecret_xoxo,10/14/2017 14:23,0,0,latest angel daily news,,#happydeathday #bladerunner2049,9.19267e+17,0.0,0.0,0.0,1.0,NN
1501,cee_geeee,10/14/2017 14:23,0,0,happy death day sucks asssssss,,,9.19267e+17,-0.4019,0.529,0.306,0.165,Neg
1502,SouthernAtheist,10/14/2017 14:23,0,0,watching happy death day amc broad street,,,9.19267e+17,-0.0516,0.31,0.294,0.397,NN
1503,imustbeisis,10/14/2017 14:23,0,0,happy death day good,,,9.19267e+17,0.4019,0.339,0.574,0.087,PP
1504,BrandonBeal20,10/14/2017 14:23,0,1,went see last night ash saw photo booth theatre,,#HappyDeathDay #DateNight,9.19267e+17,0.0,0.0,0.0,1.0,NN
1505,nicenewoutfit,10/14/2017 14:22,0,0,happy death day really wanted like dug concept,,,9.19267e+17,0.3774,0.254,0.421,0.325,PP
1506,Comics_Un,10/14/2017 14:22,0,0,scott happy death day dethrones blade runner box office,,,9.19267e+17,-0.0516,0.267,0.253,0.479,NN
1507,qtzella,10/14/2017 14:22,0,4,gonna go see happy death day today,,,9.19267e+17,-0.0516,0.31,0.294,0.397,NN
1508,nammaew,10/14/2017 14:22,0,0,happy death day,,,9.19267e+17,-0.0516,0.453,0.43,0.116,NN
1509,UniversalMX,10/14/2017 14:21,9,36,libre de dieta de octubre en,,#FelizSabado #HappyDeathDay,9.19267e+17,0.0,0.0,0.0,1.0,NN
1510,_mxllls,10/14/2017 14:21,2,8,wanna watch happy death day tomorrow,,,9.19267e+17,-0.0516,0.336,0.319,0.345,NN
1511,SuStormborn,10/14/2017 14:21,0,0,currently uploading happy death day theaters link channel bio,,,9.19267e+17,-0.0516,0.267,0.253,0.479,NN
1512,KDJ85,10/14/2017 14:21,0,0,truly seeing resurgence horror,,,9.19267e+17,-0.2023,0.43,0.337,0.233,Neg
1513,Bookauthor1441,10/14/2017 14:20,0,0,liked video happy death day movie review,@YouTube,,9.19267e+17,0.3818,0.271,0.451,0.278,PP
