Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator
401,CuteAndSheHoop,10/17/2017 16:45,0,0,happy death day,,,9.2039e+17,-0.0516,0.453,0.43,0.116,NN
402,Carlosmave,10/17/2017 16:45,0,0,happy death day santiago de,@Cinemark_peru,,9.2039e+17,-0.0516,0.368,0.349,0.283,NN
403,sydleyloo,10/17/2017 16:45,0,0,happy death day worth seeing,,,9.2039e+17,0.1779,0.339,0.487,0.174,PP
404,lailafryy,10/17/2017 16:44,3,3,someone please take see happy death day,,,9.2039e+17,0.2732,0.281,0.432,0.288,PP
405,lcina,10/17/2017 16:43,0,0,happy death day day cinemas medlock crossing,@Regal @regalmovies,,9.2039e+17,-0.0516,0.31,0.294,0.397,NN
406,SykoShadow,10/17/2017 16:42,0,0,theatre bout watch happy death day,,,9.2039e+17,-0.0516,0.336,0.319,0.345,NN
407,rejectnation,10/17/2017 16:42,1,6,happy death day repeats box office,,,9.20389e+17,-0.0516,0.336,0.319,0.345,NN
408,JETROCKETSKATES,10/17/2017 16:41,0,1,happy death day ground hog day solving murder see,,,9.20389e+17,-0.5423,0.437,0.31,0.254,Neg
409,TimJKaiser,10/17/2017 16:41,0,0,happy death day better sucker groundhog day love every time,,,9.20389e+17,0.5423,0.316,0.468,0.216,PP
410,toemab,10/17/2017 16:41,0,1,wants see happy death day lol,,,9.20389e+17,0.3818,0.291,0.485,0.224,PP
411,_ShunMeOut_,10/17/2017 16:41,0,1,seen happy death day,,,9.20389e+17,-0.0516,0.406,0.385,0.208,NN
412,palacecinemas,10/17/2017 16:41,0,2,see opens,,#HappyDeathDay #BladeRunner2049 #PalaceCentral #Sydney,9.20389e+17,0.0,0.0,0.0,1.0,NN
413,gam_eir,10/17/2017 16:40,0,1,saw coming soon,,#happydeathday #filmreview #horror #horrormovies,9.20389e+17,0.0,0.0,0.0,1.0,NN
414,twolinepass,10/17/2017 16:40,0,2,want go see happy death day florida project plz respond u seen one thx advance,,,9.20389e+17,0.4404,0.18,0.406,0.415,PP
415,Nisha_Jay97,10/17/2017 16:40,0,2,want get food see happy death day,,,9.20389e+17,0.0258,0.302,0.388,0.31,NN
416,elgrace7,10/17/2017 16:38,0,1,want see happy death day tn someone go w,,,9.20389e+17,0.0258,0.281,0.36,0.36,NN
417,Mr24feak,10/17/2017 16:37,0,0,watching happy death day every tueday october starpass bei concourse plaza multiplex cinemas,@5,,9.20388e+17,-0.0516,0.21,0.199,0.591,NN
418,Kipi_GD,10/17/2017 16:36,0,1,saw trailer horror movie happy death day actually looked probably going check,,,9.20388e+17,-0.5994,0.374,0.182,0.443,Neg
419,Happinessisgold,10/17/2017 16:36,0,0,make main character unlikable start redeem ad movie,,#happydeathday,9.20388e+17,0.0,0.0,0.0,1.0,NN
420,Phantom6781,10/17/2017 16:35,0,0,going see happy seeing clue much want see,,#HappyDeathDay #ItMovie2017 #movienight,9.20388e+17,0.6124,0.0,0.455,0.545,PP
421,DaeDaviDavie,10/17/2017 16:34,0,2,roommate made cupcakes watched happy death day ima eat two,,,9.20388e+17,-0.0516,0.25,0.237,0.513,NN
422,AmmonMiller,10/17/2017 16:32,0,4,wow happy death day terrible,,,9.20387e+17,0.128,0.452,0.484,0.065,PP
423,Reese_GotDaJuic,10/17/2017 16:32,0,0,happy death day,,,9.20387e+17,-0.0516,0.453,0.43,0.116,NN
424,jameslipton033,10/17/2017 16:32,0,0,happy death day almost ended,,,9.20387e+17,-0.0516,0.368,0.349,0.283,NN
425,thisisvedo,10/17/2017 16:30,0,3,happy death day,,,9.20387e+17,-0.0516,0.453,0.43,0.116,NN
426,filmfreak75,10/17/2017 16:30,0,0,representing screening courtesy pacific place,@filmfreakmafia @moviepass @AMC,#HappyDeathDay,9.20387e+17,0.3612,0.0,0.385,0.615,PP
427,CinemaSalem,10/17/2017 16:29,0,0,also showing happy death day starting tickets sale lego ninjago stronger leaving,,,9.20386e+17,0.34,0.203,0.328,0.469,PP
428,love_belfast,10/17/2017 16:29,15,12,like win tickets frat party cinema rt click,,#HappyDeathDay,9.20386e+17,0.8402,0.0,0.643,0.357,PP
429,ZillaZomber2,10/17/2017 16:29,0,0,ha gustado un de la impactante historia oculta en happy death day,@YouTube,,9.20386e+17,0.296,0.205,0.321,0.474,PP
430,_hemmhemm,10/17/2017 16:28,0,0,q leve ver happy death day obrigada de nada,,,9.20386e+17,-0.0516,0.287,0.272,0.441,NN
431,FieerLara,10/17/2017 16:25,2,1,ik heb iemand nodig om happy death day mee te kijken lol,,,9.20385e+17,0.3818,0.201,0.335,0.464,PP
432,clipsonlinetv,10/17/2017 16:24,0,0,box happy death day takes blade runner,,#Movies #Film,9.20385e+17,-0.0516,0.31,0.294,0.397,NN
433,JessAnderson95,10/17/2017 16:24,0,0,going see happy death day bae,,,9.20385e+17,-0.0516,0.336,0.319,0.345,NN
434,WilliamBibbiani,10/17/2017 16:24,0,20,also happy death day kill curse seen mother shape water,,,9.20385e+17,-0.8555,0.555,0.17,0.275,Neg
435,MizBellaBlack,10/17/2017 16:23,0,0,come celebrate amazing client scott hit horror film happy death day us,,,9.20385e+17,0.5574,0.295,0.434,0.271,PP
436,__superkamiguru,10/17/2017 16:23,1,4,movies happy death day looks good fuck,,,9.20385e+17,-0.2023,0.435,0.388,0.176,Neg
437,nick_malbeuf,10/17/2017 16:22,1,2,happy death day actually lot silly enjoyed quote,,,9.20385e+17,0.4939,0.244,0.506,0.25,PP
438,civilgorepod,10/17/2017 16:21,0,1,happy death day fun throwback rating hurt still great,,,9.20384e+17,0.5859,0.326,0.496,0.179,PP
439,faiedanish,10/17/2017 16:21,0,1,perhhh happy death day dah keluar nak tengok pleasee,,,9.20384e+17,-0.0516,0.267,0.253,0.479,NN
440,Luafnova_,10/17/2017 16:20,0,1,leva pra ver happy death day pff cof cof,,,9.20384e+17,-0.0516,0.267,0.253,0.479,NN
441,AlinaflorisX,10/17/2017 16:18,0,0,happy death day,,,9.20383e+17,-0.0516,0.453,0.43,0.116,NN
442,Screen_Queens,10/17/2017 16:18,2,0,happy week review surprise horror hit happy death day,,,9.20383e+17,0.2263,0.36,0.45,0.19,PP
443,homerpower2000,10/17/2017 16:18,0,1,neutral,,#NowWatching #HappyDeathDay,9.20383e+17,0.0,0.0,0.0,1.0,NN
444,sebassy_,10/17/2017 16:17,1,0,like know sounds crazy saw exactly movie needed,,#HappyDeathDay,9.20383e+17,0.0258,0.22,0.229,0.55,NN
445,purplemaplegame,10/17/2017 16:17,0,1,spoiling happy death day via,@YouTube,,9.20383e+17,-0.0516,0.368,0.349,0.283,NN
446,trailer_watch,10/17/2017 16:16,0,0,happy death day trailers clips movieclips trailer via,@YouTube,,9.20383e+17,-0.0516,0.287,0.272,0.441,NN
447,sebassy_,10/17/2017 16:15,0,1,big fan since loved seeing,@israelbroussard,#theblingring #HappyDeathDay #greatmovie,9.20383e+17,0.7351,0.0,0.674,0.326,PP
448,j_ceperley,10/17/2017 16:14,0,0,looking like fall inside watching first,,#HappyDeathDay,9.20383e+17,0.3612,0.0,0.333,0.667,PP
449,jasminrodri9963,10/17/2017 16:14,0,0,happy death day de primera en las taquillas de,,,9.20382e+17,-0.0516,0.267,0.253,0.479,NN
450,sebassy_,10/17/2017 16:12,1,1,loved even teared,@thatsdopetho,#HappyDeathDay #GoSeeIt,9.20382e+17,0.5994,0.0,0.661,0.339,PP
451,Chel0__,10/17/2017 16:11,0,0,happy death day estuvo mucho mejor de lo q esperaba,,,9.20382e+17,-0.0516,0.267,0.253,0.479,NN
452,TheRyanMacLean,10/17/2017 16:10,0,1,watch happy death day,,,9.20381e+17,-0.0516,0.406,0.385,0.208,NN
453,RaulMartinezP3,10/17/2017 16:10,0,0,happy death day de primera en las taquillas de,,,9.20381e+17,-0.0516,0.267,0.253,0.479,NN
454,breonnadbrooks,10/17/2017 16:09,0,0,happy death day,,,9.20381e+17,-0.0516,0.453,0.43,0.116,NN
455,gmvieiraa,10/17/2017 16:09,0,0,bolado happy death day nem foi tudo isso,,,9.20381e+17,-0.0516,0.287,0.272,0.441,NN
456,cartoondeath,10/17/2017 16:08,0,0,initial happy death day one referring apparently really good fun smart slasher,,,9.20381e+17,0.8603,0.16,0.552,0.288,PP
457,erskinerecords,10/17/2017 16:08,0,1,happy death day,,,9.20381e+17,-0.0516,0.453,0.43,0.116,NN
458,mynameJakeva_,10/17/2017 16:08,1,0,wanna go see happy death day,,,9.20381e+17,-0.0516,0.336,0.319,0.345,NN
459,BuboMusic,10/17/2017 16:08,0,0,para que la cuenten watching happy death day plaza las,,,9.20381e+17,-0.0516,0.25,0.237,0.513,NN
460,The_lame_gedric,10/17/2017 16:07,0,0,happy death day sucked,,,9.20381e+17,-0.4939,0.595,0.319,0.086,Neg
461,Mooie_Mooie9,10/17/2017 16:06,0,0,movies kids,,#HappyDeathDay,9.20381e+17,0.0,0.0,0.0,1.0,NN
462,_Stephyy17,10/17/2017 16:05,0,0,happy death day good recommend guys watch,,,9.2038e+17,0.6369,0.244,0.569,0.188,PP
463,LaflacaAilad,10/17/2017 16:05,0,0,dice que te es mala en mi,,,9.2038e+17,0.0,0.0,0.0,1.0,NN
464,noticias24,10/17/2017 16:05,1,2,happy death day de primera en las taquillas de,,,9.2038e+17,-0.0516,0.267,0.253,0.479,NN
465,Caleb_Brentley,10/17/2017 16:05,0,0,happy death day still pretty interesting,,,9.2038e+17,0.6908,0.252,0.619,0.129,PP
466,creetureshow,10/17/2017 16:05,5,19,thanks,,,9.2038e+17,0.4404,0.0,1.0,0.0,PP
467,Wildswood,10/17/2017 16:04,0,0,three funerals christmas castrations jeffrey dahmer throws party three sister sara happy death day despicable,,,9.2038e+17,-0.0258,0.272,0.268,0.46,NN
468,LaflacaAilad,10/17/2017 16:04,0,0,happy death day esta es mala la yo mire el muchas expectativas que,,,9.2038e+17,-0.0516,0.21,0.199,0.591,NN
469,MeganMeganlum,10/17/2017 16:03,0,4,love,,,9.2038e+17,0.6369,0.0,1.0,0.0,PP
470,pzullicious,10/17/2017 16:03,0,0,apa happy death day actually drastic change mood scary action,,,9.2038e+17,-0.5267,0.399,0.208,0.393,Neg
471,Mary_december19,10/17/2017 16:03,0,0,happy death day,,,9.2038e+17,-0.0516,0.453,0.43,0.116,NN
472,panainforma,10/17/2017 16:02,0,0,cine film de horror happy death day desplaza en la taquilla,,,9.2038e+17,-0.5994,0.394,0.192,0.415,Neg
473,ScottWamplerBMD,10/17/2017 16:02,2,32,home lobotomy ringtone happy death day stuck head four,,,9.20379e+17,-0.296,0.378,0.237,0.385,Neg
474,BubblegumDean,10/17/2017 16:01,0,0,happy death day u killed,@jessica_rothe,,9.20379e+17,-0.6908,0.641,0.282,0.076,Neg
475,joshuacolonn,10/17/2017 16:00,0,2,dollar burger night happy death day,,,9.20379e+17,-0.0516,0.336,0.319,0.345,NN
476,briannaaboom,10/17/2017 16:00,0,0,solo movie southcenter happy death day,@AMC @amctheatres,,9.20379e+17,-0.0516,0.336,0.319,0.345,NN
477,thehoya,10/17/2017 16:00,1,2,movie happy death day features great cinematography lacks character,,,9.20379e+17,0.5994,0.22,0.441,0.339,PP
478,kendravanlinter,10/17/2017 16:00,0,0,go see happy death day since jalene aint see yet,,,9.20379e+17,-0.0516,0.25,0.237,0.513,NN
479,TerranceJBynum,10/17/2017 16:00,1,5,actually really kind want see,,#HappyDeathDay,9.20379e+17,0.6453,0.0,0.637,0.363,PP
480,Playboy,10/17/2017 16:00,12,68,another win could cusp slasher,@blumhouse,#HappyDeathDay,9.20379e+17,0.5859,0.0,0.487,0.513,PP
481,i_bern_em,10/17/2017 15:59,0,0,saw happy death day worth,,,9.20379e+17,0.1779,0.339,0.487,0.174,PP
482,minute5072,10/17/2017 15:59,0,0,might see happy death day cos sucker time loop,,,9.20379e+17,-0.5574,0.429,0.218,0.353,Neg
483,XxRetroZoMBiexX,10/17/2017 15:58,0,1,boiling crab happy death day today,,,9.20379e+17,-0.0516,0.336,0.319,0.345,NN
484,salkire9,10/17/2017 15:54,0,3,tryna go see happy death day panda lion onesie ok,,,9.20377e+17,0.25,0.232,0.351,0.417,PP
485,WyattJacks0n,10/17/2017 15:53,0,0,gonna watch happy death day gonna talk,@Strack_W23,,9.20377e+17,-0.0516,0.31,0.294,0.397,NN
486,Saultoodope69,10/17/2017 15:53,1,1,go see happy death day,,,9.20377e+17,-0.0516,0.368,0.349,0.283,NN
487,ashleydragulaa,10/17/2017 15:53,0,1,happy death day looks frustrating,,,9.20377e+17,-0.4767,0.544,0.296,0.16,Neg
488,DarkUgh,10/17/2017 15:52,0,1,happy death day romantic morality feel good slasher movie knowingly rips ground hog avoids still jumps,,#Filmreview,9.20377e+17,0.5719,0.216,0.359,0.425,PP
489,angelahubain,10/17/2017 15:52,0,0,neutral,,#happydeathday,9.20377e+17,0.0,0.0,0.0,1.0,NN
490,solahgatei,10/17/2017 15:51,0,0,cheap seats movie happy death day watch,,,9.20377e+17,-0.0516,0.31,0.294,0.397,NN
491,HelenaFreitasR,10/17/2017 15:51,0,0,taquilla de tu muerte happy death day arrebata el liderazgo,@Gran_Cine,,9.20377e+17,-0.0516,0.25,0.237,0.513,NN
492,Princess_Debz,10/17/2017 15:50,0,1,waiting,@UniversalHorror,,9.20376e+17,0.0,0.0,0.0,1.0,NN
493,annabellario,10/17/2017 15:49,0,0,good movie go see watching happy death day majestic cinemas,,#HappyDeathDay,9.20376e+17,0.4019,0.223,0.377,0.4,PP
494,selenastroye,10/17/2017 15:49,0,0,hour break movies going see happy death day review,,,9.20376e+17,-0.0516,0.267,0.253,0.479,NN
495,Geek_Initiative,10/17/2017 15:48,0,0,happy death day revives slasher cinema,,#Film #geekinitiative,9.20376e+17,0.34,0.295,0.477,0.227,PP
496,debbiee23,10/17/2017 15:47,0,1,wants go watch happy death day w tonight,,,9.20376e+17,-0.0516,0.31,0.294,0.397,NN
497,mannysantos316,10/17/2017 15:45,0,0,movie happy death day made realize one found actress unattractive first due,,,9.20375e+17,-0.4767,0.349,0.19,0.462,Neg
498,jaelajanese,10/17/2017 15:45,0,0,happy death day sooooo gooooood,,,9.20375e+17,-0.0516,0.368,0.349,0.283,NN
499,YessMamii,10/17/2017 15:45,0,0,happy death day coo fr title scarier movie doe coo major plot twist lol,,,9.20375e+17,0.3818,0.182,0.304,0.514,PP
500,LilMsBaggyEyes,10/17/2017 15:43,0,0,doubt alex paid money see already said interested mlp years guess happy death day something completely,,,9.20375e+17,0.0,0.258,0.258,0.484,NN
501,JCCDemon4,10/17/2017 15:43,0,0,happy death day killing stupid first youre dumb bitch,,,9.20375e+17,-0.9442,0.737,0.145,0.118,Neg
502,DamnItStu,10/17/2017 15:42,0,0,want go see none friends see,,#HappyDeathDay,9.20375e+17,-0.308,0.325,0.166,0.509,Neg
503,evilgeniustobe,10/17/2017 15:42,0,2,saw structural also notice camera made big deal blue light,@AnthArmentano,#happydeathday,9.20374e+17,0.0,0.0,0.0,1.0,NN
504,tduring17,10/17/2017 15:41,0,0,idea excited see happy death day,,,9.20374e+17,0.296,0.3,0.469,0.231,PP
505,janbamm,10/17/2017 15:41,1,0,still want go see happy death day,,,9.20374e+17,0.0258,0.302,0.388,0.31,NN
506,ciaosonosara,10/17/2017 15:38,1,2,hated loved spent money happy death day movie reviews officially,,,9.20374e+17,-0.128,0.373,0.35,0.276,Neg
507,carlochim,10/17/2017 15:38,0,6,vou conferir qual,,#AMorteTeD #HappyDeathDay,9.20374e+17,0.0,0.0,0.0,1.0,NN
508,victorcasas,10/17/2017 15:38,1,1,las vistas el fin de,,#HappyDeathDay #LegoNinjago #ComoCortarATuPatan #AnabelleCreation,9.20373e+17,0.0,0.0,0.0,1.0,NN
509,ed_edd_eddielee,10/17/2017 15:38,0,3,might go see happy death day later,,,9.20373e+17,-0.0516,0.31,0.294,0.397,NN
510,DrMarco1815,10/17/2017 15:37,2,4,happy death day obliterated blade runner box office,,,9.20373e+17,-0.5106,0.446,0.236,0.318,Neg
511,btsmediang,10/17/2017 15:36,0,0,clever way happy death day decided reference groundhog day,,,9.20373e+17,0.4215,0.235,0.404,0.361,PP
512,tigertimesehs,10/17/2017 15:36,2,2,movie happy death day,,,9.20373e+17,-0.0516,0.406,0.385,0.208,NN
513,budiwardana92,10/17/2017 15:35,0,0,watch movies happy death day online,,,9.20373e+17,-0.0516,0.336,0.319,0.345,NN
514,michelehartsoe,10/17/2017 15:35,0,0,maybe last movie lil baby comes happy death day lets hope,,,9.20373e+17,0.4019,0.211,0.357,0.432,PP
515,shermcwilliams,10/17/2017 15:34,0,1,happy death day comedy anything lool,,,9.20373e+17,0.3182,0.298,0.473,0.229,PP
516,K_Thomas15,10/17/2017 15:33,0,6,happy death day probably stupidest movie ever seen,,,9.20372e+17,-0.5574,0.456,0.231,0.313,Neg
517,budiwardana92,10/17/2017 15:33,0,0,watch full happy death day free online,,,9.20372e+17,0.4767,0.262,0.47,0.268,PP
518,Hello_Helu,10/17/2017 15:33,0,1,getting paid watch xd happy death day,@Century @cinemark,,9.20372e+17,0.5574,0.253,0.487,0.26,PP
519,badmamajama____,10/17/2017 15:32,0,0,see many people say like happy death day,,,9.20372e+17,0.3182,0.258,0.411,0.331,PP
520,DanAndGuitar,10/17/2017 15:32,0,0,happy death day film,,,9.20372e+17,-0.0516,0.406,0.385,0.208,NN
521,diaryof_yvette,10/17/2017 15:31,0,0,movie happy death day shook,,,9.20372e+17,-0.1531,0.482,0.336,0.182,Neg
522,HootTeam,10/17/2017 15:30,0,0,weekend box happy death day another win horror,,,9.20372e+17,-0.0258,0.398,0.393,0.209,NN
523,scrambyvision,10/17/2017 15:30,0,0,watching come discuss stream hours seen,,#HappyDeathDay,9.20371e+17,0.0,0.0,0.0,1.0,NN
524,FrankAnguiano,10/17/2017 15:28,0,0,watch showed followed,@taylorswift13 @katyperry,#HappyDeathDay,9.20371e+17,0.0,0.0,0.0,1.0,NN
525,Damien_C76,10/17/2017 15:28,0,0,think stocked ready one guys,@UniversalHorror @jason_blum,,9.20371e+17,0.3612,0.0,0.385,0.615,PP
526,seanparrott,10/17/2017 15:27,0,1,annabelle scary hell pretty even happy death day good,,,9.20371e+17,-0.4404,0.478,0.4,0.122,Neg
527,mamawerewolf,10/17/2017 15:26,0,1,money rn id want go see new mlp movie happy death day spent much makeup guess ill die,,,9.20371e+17,-0.765,0.371,0.175,0.455,Neg
528,DavidKosak2,10/17/2017 15:25,1,1,super fun halloween season two leads,,#HappyDeathDay,9.2037e+17,0.802,0.0,0.643,0.357,PP
529,cfccreates,10/17/2017 15:25,2,4,slasher film officially back big,@guardianfilm,#HappyDeathDay,9.2037e+17,0.0,0.0,0.0,1.0,NN
530,livelovebread,10/17/2017 15:25,0,0,really watch happy death day,,,9.2037e+17,-0.0478,0.374,0.357,0.269,NN
531,JAYOHH23_,10/17/2017 15:23,0,0,anybody seen happy death day trying see,,,9.2037e+17,-0.0516,0.31,0.294,0.397,NN
532,trendinaliaMY,10/17/2017 15:22,0,0,film happy death day,,,9.2037e+17,-0.0516,0.406,0.385,0.208,NN
533,trendinaliaMY,10/17/2017 15:22,0,0,happy death day trending today google malaysia,,,9.2037e+17,-0.0516,0.31,0.294,0.397,NN
534,JereChannel,10/17/2017 15:22,0,0,film horor happy death day tumbangkan blade runner via,@YouTube,,9.20369e+17,-0.0516,0.267,0.253,0.479,NN
535,MJADetBos,10/17/2017 15:21,0,0,want see figure,,#Snowman #HappyDeathDay,9.20369e+17,0.0772,0.0,0.394,0.606,PP
536,NortonAntiHarry,10/17/2017 15:19,0,0,clever way happy death day decided reference groundhog day,,,9.20369e+17,0.4215,0.235,0.404,0.361,PP
537,Mike_Barkhoff,10/17/2017 15:18,0,0,happy death day nice original film enter,,,9.20368e+17,0.5994,0.248,0.561,0.191,PP
538,ParaDiddle7,10/17/2017 15:17,0,0,bad baby happy death day scary hide seek halloween challenge via,@YouTube,,9.20368e+17,-0.8074,0.552,0.224,0.224,Neg
539,LightningMurphy,10/17/2017 15:16,1,0,clever way happy death day decided reference groundhog day,,#film,9.20368e+17,0.4215,0.235,0.404,0.361,PP
540,saiful_haniff,10/17/2017 15:15,0,1,happy death day suspenseful funny surprises every,,,9.20368e+17,0.5574,0.253,0.552,0.195,PP
541,xswreen,10/17/2017 15:15,0,0,watching happy death day,,,9.20368e+17,-0.0516,0.406,0.385,0.208,NN
542,DianaaWebb,10/17/2017 15:15,0,0,happy death day amazing,,,9.20368e+17,0.5574,0.315,0.605,0.081,PP
543,Lbeeezy,10/17/2017 15:14,0,1,happy death day pretty good,,,9.20368e+17,0.7096,0.265,0.667,0.068,PP
544,newsmouvies,10/17/2017 15:14,0,0,clever way happy death day decided reference groundhog day,,,9.20368e+17,0.4215,0.235,0.404,0.361,PP
545,projectionistio,10/17/2017 15:14,0,0,clever way happy death day decided reference groundhog day,,,9.20367e+17,0.4215,0.235,0.404,0.361,PP
546,03Richierich,10/17/2017 15:14,1,2,low key want watch happy death day,,,9.20367e+17,-0.25,0.429,0.357,0.214,Neg
547,Jgroom94,10/17/2017 15:13,0,2,happy death day,,,9.20367e+17,-0.0516,0.453,0.43,0.116,NN
548,BewareOfTrees,10/17/2017 15:13,0,0,guys win praise happy death day hold candle,,,9.20367e+17,0.802,0.205,0.584,0.211,PP
549,Massmoviecide,10/17/2017 15:12,0,0,clever way happy death day decided reference groundhog day,,,9.20367e+17,0.4215,0.235,0.404,0.361,PP
550,Leneg7,10/17/2017 15:12,0,0,happy death day ticket plizzz,,,9.20367e+17,-0.0516,0.368,0.349,0.283,NN
551,SexyGoddess_96,10/17/2017 15:11,0,2,movie theater see,,#HappyDeathDay,9.20367e+17,0.0,0.0,0.0,1.0,NN
552,tvmoviesplanet,10/17/2017 15:11,0,0,clever way happy death day decided reference groundhog day,,#Movies,9.20367e+17,0.4215,0.235,0.404,0.361,PP
553,mrjamesstidham,10/17/2017 15:11,0,0,clever way happy death day decided reference groundhog day,,,9.20367e+17,0.4215,0.235,0.404,0.361,PP
554,kasssidyk,10/17/2017 15:11,0,0,seen happy death day,,,9.20367e+17,-0.0516,0.406,0.385,0.208,NN
555,erniraeha,10/17/2017 15:10,0,0,aku pulak yg terasa penat tengok cerita happy death day asyik bangun tidur bangun tidur je kejenya lalui hari bnde yg sama,,,9.20366e+17,-0.0516,0.141,0.134,0.725,NN
556,harithibrahim_,10/17/2017 15:10,0,3,happy death day,,,9.20366e+17,-0.0516,0.453,0.43,0.116,NN
557,manilaprincess_,10/17/2017 15:10,0,0,anyone wanna see happy death day,,,9.20366e+17,-0.0516,0.336,0.319,0.345,NN
558,mari_whaley,10/17/2017 15:09,10,19,need see happy death day,,,9.20366e+17,-0.0516,0.368,0.349,0.283,NN
559,beccaala,10/17/2017 15:09,0,2,kinda wanna see happy death day,,,9.20366e+17,-0.1189,0.344,0.303,0.353,Neg
560,ScriptFeed,10/17/2017 15:08,0,0,clever way happy death day decided reference groundhog day,,,9.20366e+17,0.4215,0.235,0.404,0.361,PP
561,jacob_anzaldua,10/17/2017 15:08,0,1,happy death day,,,9.20366e+17,-0.0516,0.453,0.43,0.116,NN
562,ii_newsdesk,10/17/2017 15:07,0,0,box happy death day crushes runner million,,#HollywoodNews,9.20366e+17,-0.4767,0.469,0.255,0.276,Neg
563,kenjsr__,10/17/2017 15:07,0,0,quiero ver happy death day,,,9.20366e+17,-0.0516,0.368,0.349,0.283,NN
564,allthemovienews,10/17/2017 15:07,0,0,clever way happy death day decided reference groundhog day,,,9.20366e+17,0.4215,0.235,0.404,0.361,PP
565,a_ortega54,10/17/2017 15:07,0,2,happy death day looks hella good,,,9.20366e+17,0.4576,0.283,0.5,0.218,PP
566,_IssaGoddess,10/17/2017 15:05,0,0,movies see happy death day weekend oasis next weekend needed,,,9.20365e+17,-0.0516,0.25,0.237,0.513,NN
567,PyT_JuvIeEKee16,10/17/2017 15:05,0,0,ended watching happy death day omg,,,9.20365e+17,-0.0516,0.336,0.319,0.345,NN
568,Kaixuan_Lim,10/17/2017 15:05,0,1,love happy death day pls go watch hahah,,,9.20365e+17,0.6486,0.228,0.538,0.234,PP
569,ulisescab,10/17/2017 15:04,0,0,happy death day la,@Cineplanet,#movies,9.20365e+17,-0.0516,0.406,0.385,0.208,NN
570,Dhart_Bitch,10/17/2017 15:04,0,0,happy death day,,,9.20365e+17,-0.0516,0.453,0.43,0.116,NN
571,sierraevangelin,10/17/2017 15:03,0,1,happy death day,,,9.20365e+17,-0.0516,0.453,0.43,0.116,NN
572,BoxOffice,10/17/2017 15:02,2,8,happy death day monday total,,#HappyDeathDay,9.20364e+17,-0.0516,0.368,0.349,0.283,NN
573,PLASTiCSAVAGE,10/17/2017 15:01,1,2,saw w last night loved,@_BrianAdrian @rosecorbet,#HappyDeathDay,9.20364e+17,0.5994,0.0,0.565,0.435,PP
574,BeritagarID,10/17/2017 15:01,0,0,happy death day punya jurus film horor murah tak murahan hingga mampu meraup juta dalam sepekan,,,9.20364e+17,-0.0516,0.181,0.171,0.648,NN
575,LBerestecki,10/17/2017 15:00,0,1,horror movie roommate saw happy death day good,@icehockeystick,,9.20364e+17,-0.25,0.418,0.363,0.22,Neg
576,FadeInCinema,10/17/2017 15:00,0,0,happy death day revives slasher cinema surprise million weekend via,@bdisgusting,#watch,9.20364e+17,0.5423,0.213,0.459,0.328,PP
577,notamykay,10/17/2017 15:00,0,0,saw another horror actually enjoyed check review,,#HappyDeathDay,9.20364e+17,-0.1027,0.308,0.275,0.417,Neg
578,CinemasCineplex,10/17/2017 15:00,1,1,revit constamment la toute de sa vie dans,@jessica_rothe,#HappyDeathDay,9.20364e+17,0.0,0.0,0.0,1.0,NN
579,Ventaneando13,10/17/2017 15:00,0,12,deja en su fin de semana de estreno,@UniversalHorror @bladerunner,#Ventaneando,9.20364e+17,0.0,0.0,0.0,1.0,NN
580,Robotrix1,10/17/2017 14:57,0,0,bad news happy death day,@surrrendr,,9.20363e+17,-0.5719,0.565,0.282,0.153,Neg
581,BryceRat1,10/17/2017 14:56,0,0,seen happy death day,,,9.20363e+17,-0.0516,0.406,0.385,0.208,NN
582,oohhangon,10/17/2017 14:56,0,0,friday happy death day decided lunch,,,9.20363e+17,-0.0516,0.336,0.319,0.345,NN
583,BenGreenwood,10/17/2017 14:55,153,210,wait see directed incredible,@cineworld @creetureshow @blumhouse @UniversalHorror @jessica_rothe,#HappyDeathDay,9.20363e+17,0.0,0.0,0.0,1.0,NN
584,joseIette,10/17/2017 14:55,0,7,happy death day,,,9.20363e+17,-0.0516,0.453,0.43,0.116,NN
585,mesmereyezing__,10/17/2017 14:54,0,0,wanna go see happy death day,,,9.20362e+17,-0.0516,0.336,0.319,0.345,NN
586,techienanon,10/17/2017 14:54,1,0,loved concept execution,@jessica_rothe,#HappyDeathDay,9.20362e+17,0.5994,0.0,0.661,0.339,PP
587,JacobAnimations,10/17/2017 14:54,0,1,happy death day,,,9.20362e+17,-0.0516,0.453,0.43,0.116,NN
588,charles_leroy,10/17/2017 14:54,0,0,liked video box office happy death day blade runner,@YouTube,,9.20362e+17,0.3818,0.238,0.396,0.366,PP
589,Pop_Culture_Guy,10/17/2017 14:53,0,0,weekend box office report october happy death day slays competition,,#HappyDeathDay #itmovie,9.20362e+17,-0.0516,0.25,0.237,0.513,NN
590,tracesauveur,10/17/2017 14:53,1,6,ahaha alright happy death day rules,,,9.20362e+17,0.2023,0.31,0.452,0.238,PP
591,BabyyKenia,10/17/2017 14:52,0,0,happy death day today,,,9.20362e+17,-0.0516,0.406,0.385,0.208,NN
592,cartoondeath,10/17/2017 14:51,0,0,keep reading looking forward foolish happy death day cinemas,,,9.20362e+17,-0.3182,0.382,0.236,0.382,Neg
